DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
3,3,96600,429,350,326,0,909,457,389,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,6,619,1,2017,2,6,2,F
3,3,96600,429,374,559,0,639,318,274,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,6,619,1,2017,2,6,2,F
3,3,96600,423,395,1105,0,977,513,463,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,619,1,2017,2,6,2,F
3,3,96600,429,380,0,0,854,389,342,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,12954,1295403,32575,LGB,"Long Beach, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,619,1,2017,2,6,2,F
3,3,96600,429,427,0,0,1062,483,433,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,619,1,2017,2,6,3,F
3,3,96600,429,311,397,0,472,263,212,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,619,1,2017,2,6,1,F
3,3,96600,429,400,833,0,819,375,333,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,13891,1389101,32575,ONT,"Ontario, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,619,1,2017,2,6,2,F
3,3,130200,525,508,0,0,1553,672,630,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,614,1,2017,2,6,4,F
3,3,65409,228,203,0,0,349,246,169,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,673,1,2017,2,6,1,F
3,3,65409,228,144,0,0,1083,524,455,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,673,1,2017,2,6,3,F
3,3,57276,210,200,0,0,1201,578,523,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11042,1104203,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,677,1,2017,2,6,3,F
3,3,65409,228,193,0,0,349,226,152,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,6,673,1,2017,2,6,1,F
3,3,65409,228,190,0,0,1014,467,375,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,6,673,1,2017,2,6,3,F
3,3,57276,210,169,0,0,563,318,250,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11540,1154003,30615,ELP,"El Paso, TX",TX,48,Texas,74,6,677,1,2017,2,6,2,F
3,3,57276,210,197,0,0,872,384,318,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,6,677,1,2017,2,6,2,F
3,3,65409,228,213,0,0,495,285,216,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,6,673,1,2017,2,6,1,F
3,3,57276,210,122,0,0,616,329,237,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15919,1591902,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71,6,677,1,2017,2,6,2,F
3,3,57276,210,198,0,0,641,382,291,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,677,1,2017,2,6,2,F
3,3,65409,228,196,0,0,589,400,273,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,11423,1142304,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,673,1,2017,2,6,2,F
3,3,65409,228,200,0,0,872,420,353,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,673,1,2017,2,6,2,F
3,3,57276,210,198,0,0,680,370,277,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,677,1,2017,2,6,2,F
3,3,57276,210,197,0,0,1062,482,425,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,677,1,2017,2,6,3,F
3,3,57276,210,206,0,0,472,293,222,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,677,1,2017,2,6,1,F
3,3,57276,210,192,0,0,794,409,330,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,677,1,2017,2,6,2,F
3,3,57276,210,130,0,0,616,335,272,YX,20452,Republic Airlines,6003,D,YX,Republic Airlines,2,2,15919,1591902,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,677,1,2017,2,6,2,F
3,3,90000,450,425,0,0,692,364,289,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,3,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,698,1,2017,2,6,2,F
3,3,90000,450,424,0,0,692,343,271,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,6,698,1,2017,2,6,2,F
3,3,138000,690,445,0,0,977,403,344,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,6,699,1,2017,2,6,2,F
3,3,138000,690,517,0,0,977,527,420,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,3,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,699,1,2017,2,6,2,F
3,3,109200,540,381,0,0,680,365,281,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,3,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,694,1,2017,2,6,2,F
3,3,33354,150,126,0,0,455,256,204,AX,20237,Trans States Airlines,6904,D,AX,Trans States Airlines,1,5,10620,1062002,30620,BIL,"Billings, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,675,1,2017,2,6,1,F
3,3,33354,150,100,0,0,455,287,209,AX,20237,Trans States Airlines,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10620,1062002,30620,BIL,"Billings, MT",MT,30,Montana,84,6,675,1,2017,2,6,1,F
3,3,33354,150,123,0,0,637,307,244,AX,20237,Trans States Airlines,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14783,1478302,34783,SGF,"Springfield, MO",MO,29,Missouri,64,6,675,1,2017,2,6,2,F
3,3,33354,150,132,0,0,792,366,306,AX,20237,Trans States Airlines,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14814,1481402,30476,SHV,"Shreveport, LA",LA,22,Louisiana,72,6,675,1,2017,2,6,2,F
3,3,33354,150,141,0,0,639,350,286,AX,20237,Trans States Airlines,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,6,675,1,2017,2,6,2,F
3,3,33354,150,143,0,0,533,313,258,AX,20237,Trans States Airlines,6904,D,AX,Trans States Airlines,1,5,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,675,1,2017,2,6,2,F
3,3,33354,150,92,0,0,792,396,342,AX,20237,Trans States Airlines,6904,D,AX,Trans States Airlines,1,5,14814,1481402,30476,SHV,"Shreveport, LA",LA,22,Louisiana,72,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,675,1,2017,2,6,2,F
3,3,33354,150,139,0,0,639,341,280,AX,20237,Trans States Airlines,6904,D,AX,Trans States Airlines,1,5,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,675,1,2017,2,6,2,F
3,3,30000,150,142,0,0,911,464,392,EV,20366,ExpressJet Airlines Inc.,6085,D,EV,ExpressJet Airlines Inc.,3,3,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,6,675,1,2017,2,6,2,F
3,3,239265,0,0,70464,0,819,376,311,5X,19917,United Parcel Service,6910,D,5X,United Parcel Service,3,3,13891,1389101,32575,ONT,"Ontario, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,622,2,2017,2,6,2,G
4,4,79544,304,126,0,0,655,512,363,CP,21167,Compass Airlines,1131,D,CP,Compass Airlines,2,2,11921,1192102,31921,GJT,"Grand Junction, CO",CO,8,Colorado,82,12892,1289205,32575,LAX,"Los Angeles, CA",CA,6,California,91,6,673,1,2017,2,6,2,F
4,4,79544,304,169,0,0,655,452,358,CP,21167,Compass Airlines,1131,D,CP,Compass Airlines,2,2,12892,1289205,32575,LAX,"Los Angeles, CA",CA,6,California,91,11921,1192102,31921,GJT,"Grand Junction, CO",CO,8,Colorado,82,6,673,1,2017,2,6,2,F
4,4,146200,560,483,0,0,641,427,337,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,6,655,1,2017,2,6,2,F
4,4,146200,560,541,11,0,641,494,380,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,655,1,2017,2,6,2,F
4,4,70440,280,210,0,0,349,294,229,G7,20500,GoJet Airlines LLC d/b/a United Express,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,631,1,2017,2,6,1,F
4,4,70440,280,265,0,0,349,279,210,G7,20500,GoJet Airlines LLC d/b/a United Express,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,6,631,1,2017,2,6,1,F
4,4,70440,280,255,0,0,641,489,361,G7,20500,GoJet Airlines LLC d/b/a United Express,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,6,631,1,2017,2,6,2,F
4,4,70440,280,274,0,0,641,518,364,G7,20500,GoJet Airlines LLC d/b/a United Express,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,631,1,2017,2,6,2,F
4,4,54000,200,188,0,0,836,619,516,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11884,1188402,31884,GEG,"Spokane, WA",WA,53,Washington,93,6,629,1,2017,2,6,2,F
4,4,60800,304,260,0,0,679,530,425,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13486,1348602,33486,MSO,"Missoula, MT",MT,30,Montana,84,6,673,1,2017,2,6,2,F
4,4,60800,304,277,0,0,680,465,365,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,6,673,1,2017,2,6,2,F
4,4,74960,280,236,0,0,637,424,332,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14783,1478302,34783,SGF,"Springfield, MO",MO,29,Missouri,64,6,631,1,2017,2,6,2,F
4,4,74960,280,164,0,0,640,427,350,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,11413,1141304,30285,DRO,"Durango, CO",CO,8,Colorado,82,12892,1289205,32575,LAX,"Los Angeles, CA",CA,6,California,91,6,631,1,2017,2,6,2,F
4,4,54000,200,187,0,0,836,539,436,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,11884,1188402,31884,GEG,"Spokane, WA",WA,53,Washington,93,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,629,1,2017,2,6,2,F
4,4,74960,280,160,0,0,640,420,344,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,12892,1289205,32575,LAX,"Los Angeles, CA",CA,6,California,91,11413,1141304,30285,DRO,"Durango, CO",CO,8,Colorado,82,6,631,1,2017,2,6,2,F
4,4,54000,200,191,0,0,533,458,352,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,629,1,2017,2,6,2,F
4,4,60800,304,168,0,0,679,449,361,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,13486,1348602,33486,MSO,"Missoula, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,673,1,2017,2,6,2,F
4,4,60800,304,293,0,0,680,548,414,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,673,1,2017,2,6,2,F
4,4,47000,200,144,0,0,472,409,317,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,629,1,2017,2,6,1,F
4,4,74960,280,253,0,0,637,488,362,OO,20304,SkyWest Airlines Inc.,6700,D,OO,SkyWest Airlines Inc.,3,3,14783,1478302,34783,SGF,"Springfield, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,631,1,2017,2,6,2,F
4,4,142952,512,462,153,6943,1199,724,648,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,698,1,2017,2,6,3,F
4,4,164811,704,509,0,0,524,365,291,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,10849,1084903,30849,BZN,"Bozeman, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,634,1,2017,2,6,2,F
4,4,125284,600,395,31,0,692,508,405,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,694,1,2017,2,6,2,F
4,4,155101,664,577,225,1540,1154,720,653,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,614,1,2017,2,6,3,F
4,4,136041,600,540,484,366,1154,756,668,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,694,1,2017,2,6,3,F
4,4,143189,512,438,24,0,1069,670,572,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,698,1,2017,2,6,3,F
4,4,137929,600,555,575,0,649,443,356,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,6,694,1,2017,2,6,2,F
4,4,185611,704,623,125,0,524,356,295,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10849,1084903,30849,BZN,"Bozeman, MT",MT,30,Montana,84,6,634,1,2017,2,6,2,F
4,4,156705,652,571,111,0,1337,730,621,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,6,614,1,2017,2,6,3,F
4,4,165940,664,588,104,180,1154,645,552,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,6,614,1,2017,2,6,3,F
4,4,144521,600,503,276,704,1154,613,538,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,6,694,1,2017,2,6,3,F
4,4,156861,652,479,5,0,996,606,535,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11603,1160302,31603,EUG,"Eugene, OR",OR,41,Oregon,92,6,614,1,2017,2,6,2,F
4,4,140058,600,545,119,0,752,473,405,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11648,1164802,31648,FCA,"Kalispell, MT",MT,30,Montana,84,6,694,1,2017,2,6,2,F
4,4,189366,676,638,0,0,3414,1766,1681,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2,6,622,1,2017,2,6,7,F
4,5,201956,830,754,5,0,826,620,528,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,6,614,1,2017,2,6,2,F
4,4,137741,512,456,209,2448,1062,597,533,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,6,698,1,2017,2,6,3,F
4,4,159711,664,615,1272,4337,1558,837,738,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,6,614,1,2017,2,6,4,F
4,4,144162,512,397,593,2230,1558,772,700,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,6,698,1,2017,2,6,4,F
4,4,154589,716,497,24,0,804,541,459,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,6,634,1,2017,2,6,2,F
4,4,561174,1464,668,3711,0,967,593,484,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14771,1477102,32457,SFO,"San Francisco, CA",CA,6,California,91,6,637,1,2017,2,6,2,F
4,4,175495,716,684,5,6610,1123,715,635,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,634,1,2017,2,6,3,F
4,4,144598,600,397,5,0,752,474,401,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11648,1164802,31648,FCA,"Kalispell, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,694,1,2017,2,6,2,F
4,4,183058,676,642,0,0,3414,1593,1526,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,622,1,2017,2,6,7,F
4,4,154028,664,617,112,0,826,569,461,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,614,1,2017,2,6,2,F
4,4,164356,716,650,19,0,804,488,408,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,634,1,2017,2,6,2,F
4,4,173600,700,660,1861,0,349,265,209,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,614,1,2017,2,6,1,F
4,4,173600,700,624,0,0,1449,841,768,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,6,614,1,2017,2,6,3,F
4,4,128800,566,506,505,0,775,479,411,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,6,619,1,2017,2,6,2,F
4,4,173600,700,651,36,0,1553,784,718,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,6,614,1,2017,2,6,4,F
4,4,128800,572,549,0,0,853,577,466,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91,6,619,1,2017,2,6,2,F
