Payload,Seats,Ramp_To_Ramp,Air_Time,Passengers,Freight,Mail,Origin,Dest,Aircraft_Type,Aircraft_Config,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,Origin_City_Name,Dest_City_Name,Origin_State_Abr,Dest_State_Abr,CLASS,DISTANCE,DISTANCE_GROUP,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,Year,Quarter,Month
128800,572,470,391,543,1591,0,MSP,DEN,619,1,Southwest Airlines Co.,6725,"Minneapolis, MN","Denver, CO",MN,CO,F,680,2,4,4,2017,2,6
138400,572,936,853,542,0,0,ORF,DEN,612,1,Southwest Airlines Co.,6725,"Norfolk, VA","Denver, CO",VA,CO,F,1553,4,4,4,2017,2,6
173600,700,501,436,649,0,0,SAT,DEN,614,1,Southwest Airlines Co.,6725,"San Antonio, TX","Denver, CO",TX,CO,F,794,2,4,4,2017,2,6
128800,572,339,237,516,8,0,SLC,DEN,619,1,Southwest Airlines Co.,6725,"Salt Lake City, UT","Denver, CO",UT,CO,F,391,1,4,4,2017,2,6
128800,572,426,360,551,82,0,TUS,DEN,619,1,Southwest Airlines Co.,6725,"Tucson, AZ","Denver, CO",AZ,CO,F,639,2,4,4,2017,2,6
87212,304,593,493,276,0,0,DEN,IND,673,1,Republic Airlines,6003,"Denver, CO","Indianapolis, IN",CO,IN,F,977,2,4,4,2017,2,6
76368,280,514,422,256,0,0,DEN,SAT,677,1,Republic Airlines,6003,"Denver, CO","San Antonio, TX",CO,TX,F,794,2,4,4,2017,2,6
76368,280,446,339,242,0,0,ELP,DEN,677,1,Republic Airlines,6003,"El Paso, TX","Denver, CO",TX,CO,F,563,2,4,4,2017,2,6
87212,304,347,232,208,0,0,SLC,DEN,673,1,Republic Airlines,6003,"Salt Lake City, UT","Denver, CO",UT,CO,F,391,1,4,4,2017,2,6
145200,720,557,460,693,0,0,DEN,MKE,694,1,Frontier Airlines Inc.,6460,"Denver, CO","Milwaukee, WI",CO,WI,F,896,2,4,4,2017,2,6
120000,600,558,466,561,0,0,DEN,SNA,698,1,Frontier Airlines Inc.,6460,"Denver, CO","Santa Ana, CA",CO,CA,F,846,2,4,4,2017,2,6
145200,720,611,527,577,0,0,MKE,DEN,694,1,Frontier Airlines Inc.,6460,"Milwaukee, WI","Denver, CO",WI,CO,F,896,2,4,4,2017,2,6
120000,600,557,434,567,0,0,SNA,DEN,698,1,Frontier Airlines Inc.,6460,"Santa Ana, CA","Denver, CO",CA,CO,F,846,2,4,4,2017,2,6
170239,648,425,353,505,0,1286,DEN,MSP,614,1,Sun Country Airlines d/b/a MN Airlines,6795,"Denver, CO","Minneapolis, MN",CO,MN,F,680,2,4,4,2017,2,6
44472,200,344,236,185,0,0,DEN,ICT,675,1,Trans States Airlines,6904,"Denver, CO","Wichita, KS",CO,KS,F,420,1,4,4,2017,2,6
44472,200,322,264,158,0,0,ICT,DEN,675,1,Trans States Airlines,6904,"Wichita, KS","Denver, CO",KS,CO,F,420,1,4,4,2017,2,6
50400,193,473,401,146,0,0,MTJ,ORD,631,1,Envoy Air,6820,"Montrose/Delta, CO","Chicago, IL",CO,IL,F,1081,3,4,3,2017,2,6
67200,258,680,593,211,0,0,ORD,MTJ,631,1,Envoy Air,6820,"Chicago, IL","Montrose/Delta, CO",IL,CO,F,1081,3,4,4,2017,2,6
432100,0,581,472,0,153735,0,DEN,BUR,691,2,United Parcel Service,6910,"Denver, CO","Burbank, CA",CO,CA,G,850,2,4,4,2017,2,6
424400,0,596,499,0,243523,0,DEN,SDF,691,2,United Parcel Service,6910,"Denver, CO","Louisville, KY",CO,KY,G,1024,3,4,4,2017,2,6
470180,0,320,240,0,173084,0,DEN,SLC,626,2,United Parcel Service,6910,"Denver, CO","Salt Lake City, UT",CO,UT,G,391,1,4,4,2017,2,6
470180,0,283,212,0,171992,0,SLC,DEN,626,2,United Parcel Service,6910,"Salt Lake City, UT","Denver, CO",UT,CO,G,391,1,4,4,2017,2,6
88050,350,580,440,281,0,0,DEN,CID,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Cedar Rapids/Iowa City, IA",CO,IA,F,692,2,5,5,2017,2,6
88050,350,751,609,308,0,0,DEN,IND,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Indianapolis, IN",CO,IN,F,977,2,5,5,2017,2,6
88050,350,741,657,328,0,0,IND,DEN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Indianapolis, IN","Denver, CO",IN,CO,F,977,2,5,5,2017,2,6
64000,250,486,335,163,0,0,BIL,DEN,629,1,SkyWest Airlines Inc.,6700,"Billings, MT","Denver, CO",MT,CO,F,455,1,5,5,2017,2,6
76000,380,928,791,359,0,0,DEN,ATL,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Atlanta, GA",CO,GA,F,1199,3,5,5,2017,2,6
64000,250,438,350,180,0,0,DEN,BIL,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Billings, MT",CO,MT,F,455,1,5,5,2017,2,6
76000,380,919,790,365,0,0,DEN,CLE,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Cleveland, OH",CO,OH,F,1201,3,5,5,2017,2,6
93700,350,322,225,280,0,0,DEN,DRO,631,1,SkyWest Airlines Inc.,6700,"Denver, CO","Durango, CO",CO,CO,F,250,1,5,5,2017,2,6
93700,350,615,508,314,0,0,DEN,FCA,631,1,SkyWest Airlines Inc.,6700,"Denver, CO","Kalispell, MT",CO,MT,F,752,2,5,5,2017,2,6
76000,380,428,316,364,0,0,DEN,ICT,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Wichita, KS",CO,KS,F,420,1,5,5,2017,2,6
67500,250,539,407,228,0,0,DEN,MCI,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Kansas City, MO",CO,MO,F,533,2,5,5,2017,2,6
93700,350,723,572,299,0,0,DEN,MEM,631,1,SkyWest Airlines Inc.,6700,"Denver, CO","Memphis, TN",CO,TN,F,872,2,5,5,2017,2,6
93700,350,502,403,192,0,0,DEN,MOT,631,1,SkyWest Airlines Inc.,6700,"Denver, CO","Minot, ND",CO,ND,F,604,2,5,5,2017,2,6
47000,200,339,263,142,0,0,DEN,OMA,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Omaha, NE",CO,NE,F,472,1,5,4,2017,2,6
67500,250,791,662,197,0,0,DEN,SBA,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Santa Barbara, CA",CO,CA,F,916,2,5,5,2017,2,6
93700,350,350,235,230,0,0,DRO,DEN,631,1,SkyWest Airlines Inc.,6700,"Durango, CO","Denver, CO",CO,CO,F,250,1,5,5,2017,2,6
93700,350,513,404,335,0,0,MCI,DEN,631,1,SkyWest Airlines Inc.,6700,"Kansas City, MO","Denver, CO",MO,CO,F,533,2,5,5,2017,2,6
76000,380,741,638,357,0,0,MEM,DEN,673,1,SkyWest Airlines Inc.,6700,"Memphis, TN","Denver, CO",TN,CO,F,872,2,5,5,2017,2,6
54000,200,534,426,124,0,0,PSP,DEN,629,1,SkyWest Airlines Inc.,6700,"Palm Springs, CA","Denver, CO",CA,CO,F,776,2,5,4,2017,2,6
73960,279,348,235,201,0,0,SLC,DEN,631,1,SkyWest Airlines Inc.,6700,"Salt Lake City, UT","Denver, CO",UT,CO,F,391,1,5,4,2017,2,6
178092,750,540,437,738,471,0,BOI,DEN,694,1,United Air Lines Inc.,0A875,"Boise, ID","Denver, CO",ID,CO,F,649,2,5,5,2017,2,6
219754,895,1037,907,852,99,0,CLT,DEN,634,1,United Air Lines Inc.,0A875,"Charlotte, NC","Denver, CO",NC,CO,F,1337,3,5,5,2017,2,6
164357,640,980,856,581,62,2205,DEN,BWI,698,1,United Air Lines Inc.,0A875,"Denver, CO","Baltimore, MD",CO,MD,F,1491,3,5,5,2017,2,6
173288,750,564,441,461,4,0,DEN,CID,694,1,United Air Lines Inc.,0A875,"Denver, CO","Cedar Rapids/Iowa City, IA",CO,IA,F,692,2,5,5,2017,2,6
219154,895,929,816,813,24,0,DEN,CLT,634,1,United Air Lines Inc.,0A875,"Denver, CO","Charlotte, NC",CO,NC,F,1337,3,5,5,2017,2,6
179325,640,786,660,500,90,0,DEN,CVG,698,1,United Air Lines Inc.,0A875,"Denver, CO","Cincinnati, OH",CO,KY,F,1069,3,5,5,2017,2,6
494650,1820,1012,900,1483,31037,37,DEN,EWR,627,1,United Air Lines Inc.,0A875,"Denver, CO","Newark, NJ",CO,NJ,F,1605,4,5,5,2017,2,6
179937,640,665,587,528,136,0,DEN,GEG,698,1,United Air Lines Inc.,0A875,"Denver, CO","Spokane, WA",CO,WA,F,836,2,5,5,2017,2,6
155745,750,785,681,632,42,0,DEN,MFR,694,1,United Air Lines Inc.,0A875,"Denver, CO","Medford, OR",CO,OR,F,964,2,5,5,2017,2,6
183219,750,626,542,602,8,0,DEN,ONT,694,1,United Air Lines Inc.,0A875,"Denver, CO","Ontario, CA",CO,CA,F,819,2,5,5,2017,2,6
214834,900,887,758,694,155,0,DEN,SJC,694,1,United Air Lines Inc.,0A875,"Denver, CO","San Jose, CA",CO,CA,F,948,2,5,6,2017,2,6
182492,750,721,623,592,0,7649,DEN,SMF,694,1,United Air Lines Inc.,0A875,"Denver, CO","Sacramento, CA",CO,CA,F,909,2,5,5,2017,2,6
179711,640,552,456,490,128,0,DEN,TUS,698,1,United Air Lines Inc.,0A875,"Denver, CO","Tucson, AZ",CO,AZ,F,639,2,5,5,2017,2,6
199330,830,1298,1117,823,52,0,FLL,DEN,614,1,United Air Lines Inc.,0A875,"Fort Lauderdale, FL","Denver, CO",FL,CO,F,1703,4,5,5,2017,2,6
173090,640,611,506,564,33,0,GEG,DEN,698,1,United Air Lines Inc.,0A875,"Spokane, WA","Denver, CO",WA,CO,F,836,2,5,5,2017,2,6
237436,895,497,399,697,109,4105,MCI,DEN,634,1,United Air Lines Inc.,0A875,"Kansas City, MO","Denver, CO",MO,CO,F,533,2,5,5,2017,2,6
243490,895,502,355,804,0,0,OKC,DEN,634,1,United Air Lines Inc.,0A875,"Oklahoma City, OK","Denver, CO",OK,CO,F,495,1,5,5,2017,2,6
175729,750,626,528,656,54,0,ONT,DEN,694,1,United Air Lines Inc.,0A875,"Ontario, CA","Denver, CO",CA,CO,F,819,2,5,5,2017,2,6
208982,830,707,618,699,460,0,PDX,DEN,614,1,United Air Lines Inc.,0A875,"Portland, OR","Denver, CO",OR,CO,F,991,2,5,5,2017,2,6
165519,640,755,634,605,50,301,SEA,DEN,698,1,United Air Lines Inc.,0A875,"Seattle, WA","Denver, CO",WA,CO,F,1024,3,5,5,2017,2,6
170187,640,717,621,613,0,0,SJC,DEN,698,1,United Air Lines Inc.,0A875,"San Jose, CA","Denver, CO",CA,CO,F,948,2,5,5,2017,2,6
170921,640,551,476,619,27,0,TUS,DEN,698,1,United Air Lines Inc.,0A875,"Tucson, AZ","Denver, CO",AZ,CO,F,639,2,5,5,2017,2,6
161000,715,830,736,619,1612,0,BNA,DEN,619,1,Southwest Airlines Co.,6725,"Nashville, TN","Denver, CO",TN,CO,F,1014,3,5,5,2017,2,6
173000,715,689,598,633,0,0,DEN,LGB,612,1,Southwest Airlines Co.,6725,"Denver, CO","Long Beach, CA",CO,CA,F,854,2,5,5,2017,2,6
161000,715,530,448,665,1845,0,DEN,MSP,619,1,Southwest Airlines Co.,6725,"Denver, CO","Minneapolis, MN",CO,MN,F,680,2,5,5,2017,2,6
161000,715,578,498,697,1226,0,DEN,STL,619,1,Southwest Airlines Co.,6725,"Denver, CO","St. Louis, MO",CO,MO,F,770,2,5,5,2017,2,6
161000,715,700,622,686,1674,0,HOU,DEN,619,1,Southwest Airlines Co.,6725,"Houston, TX","Denver, CO",TX,CO,F,883,2,5,5,2017,2,6
173000,715,643,564,673,0,0,LGB,DEN,612,1,Southwest Airlines Co.,6725,"Long Beach, CA","Denver, CO",CA,CO,F,854,2,5,5,2017,2,6
217000,875,422,350,715,139,0,OKC,DEN,614,1,Southwest Airlines Co.,6725,"Oklahoma City, OK","Denver, CO",OK,CO,F,495,1,5,5,2017,2,6
217000,875,987,899,821,0,0,PIT,DEN,614,1,Southwest Airlines Co.,6725,"Pittsburgh, PA","Denver, CO",PA,CO,F,1290,3,5,5,2017,2,6
161000,715,683,592,700,832,0,STL,DEN,619,1,Southwest Airlines Co.,6725,"St. Louis, MO","Denver, CO",MO,CO,F,770,2,5,5,2017,2,6
95460,350,655,545,331,0,0,STL,DEN,677,1,Republic Airlines,6003,"St. Louis, MO","Denver, CO",MO,CO,F,770,2,5,5,2017,2,6
230000,1150,606,442,877,0,0,DEN,PHX,699,1,Frontier Airlines Inc.,6460,"Denver, CO","Phoenix, AZ",CO,AZ,F,602,2,5,5,2017,2,6
230000,1150,533,396,1091,0,0,PHX,DEN,699,1,Frontier Airlines Inc.,6460,"Phoenix, AZ","Denver, CO",AZ,CO,F,602,2,5,5,2017,2,6
213845,810,581,474,653,0,1785,MSP,DEN,614,1,Sun Country Airlines d/b/a MN Airlines,6795,"Minneapolis, MN","Denver, CO",MN,CO,F,680,2,5,5,2017,2,6
55590,250,545,449,209,0,0,DEN,CID,675,1,Trans States Airlines,6904,"Denver, CO","Cedar Rapids/Iowa City, IA",CO,IA,F,692,2,5,5,2017,2,6
22500,95,199,133,14,0,0,CYS,DEN,405,1,Great Lakes Airlines,6932,"Cheyenne, WY","Denver, CO",WY,CO,F,90,1,5,5,2017,2,6
22500,95,202,135,13,0,0,DEN,CYS,405,1,Great Lakes Airlines,6932,"Denver, CO","Cheyenne, WY",CO,WY,F,90,1,5,5,2017,2,6
105660,420,807,640,387,0,0,DEN,MEM,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Memphis, TN",CO,TN,F,872,2,6,6,2017,2,6
105660,420,834,598,390,0,0,MSP,DEN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Minneapolis, MN","Denver, CO",MN,CO,F,680,2,6,6,2017,2,6
105660,420,994,809,349,0,0,MTJ,ORD,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Montrose/Delta, CO","Chicago, IL",CO,IL,F,1081,3,6,6,2017,2,6
105660,420,1074,902,332,0,0,ORD,MTJ,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Chicago, IL","Montrose/Delta, CO",IL,CO,F,1081,3,6,6,2017,2,6
112440,420,1229,1019,382,0,0,ATL,DEN,631,1,SkyWest Airlines Inc.,6700,"Atlanta, GA","Denver, CO",GA,CO,F,1199,3,6,6,2017,2,6
91200,456,1198,1029,421,0,0,CLE,DEN,673,1,SkyWest Airlines Inc.,6700,"Cleveland, OH","Denver, CO",OH,CO,F,1201,3,6,6,2017,2,6
91200,456,941,740,363,0,0,COS,LAX,673,1,SkyWest Airlines Inc.,6700,"Colorado Springs, CO","Los Angeles, CA",CO,CA,F,834,2,6,6,2017,2,6
91200,456,1214,1020,412,0,0,DEN,CLT,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Charlotte, NC",CO,NC,F,1337,3,6,6,2017,2,6
81000,300,1014,828,272,0,0,DEN,MFR,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Medford, OR",CO,OR,F,964,2,6,6,2017,2,6
91200,456,1103,939,190,0,0,DEN,OTH,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","North Bend/Coos Bay, OR",CO,OR,F,1040,3,6,6,2017,2,6
112440,420,640,515,330,0,0,DSM,DEN,631,1,SkyWest Airlines Inc.,6700,"Des Moines, IA","Denver, CO",IA,CO,F,589,2,6,6,2017,2,6
112440,420,751,603,329,0,0,FCA,DEN,631,1,SkyWest Airlines Inc.,6700,"Kalispell, MT","Denver, CO",MT,CO,F,752,2,6,6,2017,2,6
91200,456,501,389,384,0,0,ICT,DEN,673,1,SkyWest Airlines Inc.,6700,"Wichita, KS","Denver, CO",KS,CO,F,420,1,6,6,2017,2,6
112440,420,891,716,392,0,0,MEM,DEN,631,1,SkyWest Airlines Inc.,6700,"Memphis, TN","Denver, CO",TN,CO,F,872,2,6,6,2017,2,6
112440,420,601,492,325,0,0,MOT,DEN,631,1,SkyWest Airlines Inc.,6700,"Minot, ND","Denver, CO",ND,CO,F,604,2,6,6,2017,2,6
91200,456,911,790,222,0,0,OTH,DEN,673,1,SkyWest Airlines Inc.,6700,"North Bend/Coos Bay, OR","Denver, CO",OR,CO,F,1040,3,6,6,2017,2,6
112440,420,756,642,300,0,0,RDM,DEN,631,1,SkyWest Airlines Inc.,6700,"Bend/Redmond, OR","Denver, CO",OR,CO,F,898,2,6,6,2017,2,6
77500,300,928,774,248,0,0,SBA,DEN,629,1,SkyWest Airlines Inc.,6700,"Santa Barbara, CA","Denver, CO",CA,CO,F,916,2,6,6,2017,2,6
112440,420,602,482,382,0,0,TUL,DEN,631,1,SkyWest Airlines Inc.,6700,"Tulsa, OK","Denver, CO",OK,CO,F,541,2,6,6,2017,2,6
112440,420,671,544,375,0,0,TUS,DEN,631,1,SkyWest Airlines Inc.,6700,"Tucson, AZ","Denver, CO",AZ,CO,F,639,2,6,6,2017,2,6
229852,1074,747,618,937,174,3035,AUS,DEN,634,1,United Air Lines Inc.,0A875,"Austin, TX","Denver, CO",TX,CO,F,775,2,6,6,2017,2,6
279180,1074,959,829,850,86,7332,DEN,DTW,634,1,United Air Lines Inc.,0A875,"Denver, CO","Detroit, MI",CO,MI,F,1123,3,6,6,2017,2,6
218358,900,862,719,727,0,0,DEN,GRR,694,1,United Air Lines Inc.,0A875,"Denver, CO","Grand Rapids, MI",CO,MI,F,1015,3,6,6,2017,2,6
244614,984,818,690,930,0,310,DEN,IND,614,1,United Air Lines Inc.,0A875,"Denver, CO","Indianapolis, IN",CO,IN,F,977,2,6,6,2017,2,6
213159,900,540,436,795,0,6981,DEN,MCI,694,1,United Air Lines Inc.,0A875,"Denver, CO","Kansas City, MO",CO,MO,F,533,2,6,6,2017,2,6
215633,900,813,647,780,2,0,DEN,MKE,694,1,United Air Lines Inc.,0A875,"Denver, CO","Milwaukee, WI",CO,WI,F,896,2,6,6,2017,2,6
204199,900,896,781,811,0,1316,DEN,MSY,694,1,United Air Lines Inc.,0A875,"Denver, CO","New Orleans, LA",CO,LA,F,1062,3,6,6,2017,2,6
597376,2184,1430,1246,2053,65896,24545,EWR,DEN,627,1,United Air Lines Inc.,0A875,"Newark, NJ","Denver, CO",NJ,CO,F,1605,4,6,6,2017,2,6
220146,984,926,822,954,0,2309,IND,DEN,614,1,United Air Lines Inc.,0A875,"Indianapolis, IN","Denver, CO",IN,CO,F,977,2,6,6,2017,2,6
196685,768,962,854,755,34,7586,IND,DEN,698,1,United Air Lines Inc.,0A875,"Indianapolis, IN","Denver, CO",IN,CO,F,977,2,6,6,2017,2,6
218579,900,824,713,755,0,0,MFR,DEN,694,1,United Air Lines Inc.,0A875,"Medford, OR","Denver, CO",OR,CO,F,964,2,6,6,2017,2,6
208319,900,899,771,817,122,0,MKE,DEN,694,1,United Air Lines Inc.,0A875,"Milwaukee, WI","Denver, CO",WI,CO,F,896,2,6,6,2017,2,6
204040,900,1495,1270,761,121,7850,PHL,DEN,694,1,United Air Lines Inc.,0A875,"Philadelphia, PA","Denver, CO",PA,CO,F,1558,4,6,6,2017,2,6
207600,858,1336,1240,801,0,0,DEN,FLL,612,1,Southwest Airlines Co.,6725,"Denver, CO","Fort Lauderdale, FL",CO,FL,F,1703,4,6,6,2017,2,6
303800,1225,1378,1242,1157,391,0,DEN,JAX,614,1,Southwest Airlines Co.,6725,"Denver, CO","Jacksonville, FL",CO,FL,F,1447,3,6,7,2017,2,6
260400,1050,533,424,989,8,0,DEN,MCI,614,1,Southwest Airlines Co.,6725,"Denver, CO","Kansas City, MO",CO,MO,F,533,2,6,6,2017,2,6
193200,858,911,798,753,889,0,DEN,OAK,619,1,Southwest Airlines Co.,6725,"Denver, CO","Oakland, CA",CO,CA,F,957,2,6,6,2017,2,6
260400,1050,505,407,994,497,0,DEN,OKC,614,1,Southwest Airlines Co.,6725,"Denver, CO","Oklahoma City, OK",CO,OK,F,495,1,6,6,2017,2,6
260400,1050,1249,1138,915,0,0,JAX,DEN,614,1,Southwest Airlines Co.,6725,"Jacksonville, FL","Denver, CO",FL,CO,F,1447,3,6,6,2017,2,6
260400,1050,887,717,885,1786,0,SFO,DEN,614,1,Southwest Airlines Co.,6725,"San Francisco, CA","Denver, CO",CA,CO,F,967,2,6,6,2017,2,6
260400,1050,466,348,1002,1409,0,SLC,DEN,614,1,Southwest Airlines Co.,6725,"Salt Lake City, UT","Denver, CO",UT,CO,F,391,1,6,6,2017,2,6
114552,420,1112,981,398,0,0,ATL,DEN,677,1,Republic Airlines,6003,"Atlanta, GA","Denver, CO",GA,CO,F,1199,3,6,6,2017,2,6
95460,350,872,738,308,0,0,DEN,ATL,677,1,Republic Airlines,6003,"Denver, CO","Atlanta, GA",CO,GA,F,1199,3,6,5,2017,2,6
114552,420,808,588,400,0,0,DEN,DFW,677,1,Republic Airlines,6003,"Denver, CO","Dallas/Fort Worth, TX",CO,TX,F,641,2,6,6,2017,2,6
114552,420,514,373,387,0,0,DEN,OMA,677,1,Republic Airlines,6003,"Denver, CO","Omaha, NE",CO,NE,F,472,1,6,6,2017,2,6
114552,420,916,771,397,0,0,DEN,SDF,677,1,Republic Airlines,6003,"Denver, CO","Louisville, KY",CO,KY,F,1024,3,6,6,2017,2,6
377317,0,290,215,0,125368,0,COS,GJT,622,2,Federal Express Corporation,6200,"Colorado Springs, CO","Grand Junction, CO",CO,CO,G,207,1,6,6,2017,2,6
743355,0,812,659,0,367675,0,DEN,MEM,626,2,Federal Express Corporation,6200,"Denver, CO","Memphis, TN",CO,TN,G,872,2,6,6,2017,2,6
820366,0,855,652,0,460413,0,DEN,MEM,730,2,Federal Express Corporation,6200,"Denver, CO","Memphis, TN",CO,TN,G,872,2,6,6,2017,2,6
375089,0,317,227,0,66319,0,GJT,COS,622,2,Federal Express Corporation,6200,"Grand Junction, CO","Colorado Springs, CO",CO,CO,G,207,1,6,6,2017,2,6
820366,0,875,716,0,465747,0,MEM,DEN,730,2,Federal Express Corporation,6200,"Memphis, TN","Denver, CO",TN,CO,G,872,2,6,6,2017,2,6
66708,300,538,404,251,0,0,DEN,FSD,675,1,Trans States Airlines,6904,"Denver, CO","Sioux Falls, SD",CO,SD,F,483,1,6,6,2017,2,6
280000,1162,582,444,921,0,0,GJT,LAS,655,1,Allegiant Air,6035,"Grand Junction, CO","Las Vegas, NV",CO,NV,F,420,1,7,7,2017,2,6
280000,1162,552,408,858,0,0,LAS,GJT,655,1,Allegiant Air,6035,"Las Vegas, NV","Grand Junction, CO",NV,CO,F,420,1,7,7,2017,2,6
123270,490,1128,960,453,0,0,DEN,TYS,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Knoxville, TN",CO,TN,F,1162,3,7,7,2017,2,6
123270,490,1227,1116,450,0,0,TYS,DEN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Knoxville, TN","Denver, CO",TN,CO,F,1162,3,7,7,2017,2,6
131180,490,927,779,419,0,0,AUS,DEN,631,1,SkyWest Airlines Inc.,6700,"Austin, TX","Denver, CO",TX,CO,F,775,2,7,7,2017,2,6
106400,532,1035,831,448,0,0,BFL,DEN,673,1,SkyWest Airlines Inc.,6700,"Bakersfield, CA","Denver, CO",CA,CO,F,845,2,7,7,2017,2,6
106400,532,1612,1380,503,0,0,CLT,DEN,673,1,SkyWest Airlines Inc.,6700,"Charlotte, NC","Denver, CO",NC,CO,F,1337,3,7,7,2017,2,6
131180,490,383,257,430,0,0,DEN,GJT,631,1,SkyWest Airlines Inc.,6700,"Denver, CO","Grand Junction, CO",CO,CO,F,212,1,7,7,2017,2,6
106400,532,1508,1283,489,0,0,DEN,RIC,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Richmond, VA",CO,VA,F,1482,3,7,7,2017,2,6
106400,532,1775,1601,480,0,0,RIC,DEN,673,1,SkyWest Airlines Inc.,6700,"Richmond, VA","Denver, CO",VA,CO,F,1482,3,7,7,2017,2,6
289418,1162,564,427,843,123,0,BIL,DEN,614,1,United Air Lines Inc.,0A875,"Billings, MT","Denver, CO",MT,CO,F,455,1,7,7,2017,2,6
235841,896,783,646,877,0,0,BOI,DEN,698,1,United Air Lines Inc.,0A875,"Boise, ID","Denver, CO",ID,CO,F,649,2,7,7,2017,2,6
211673,896,915,776,630,94,0,BUR,DEN,698,1,United Air Lines Inc.,0A875,"Burbank, CA","Denver, CO",CA,CO,F,850,2,7,7,2017,2,6
283069,1162,599,461,904,314,5234,DEN,BIL,614,1,United Air Lines Inc.,0A875,"Denver, CO","Billings, MT",CO,MT,F,455,1,7,7,2017,2,6
226041,896,733,620,862,495,0,DEN,BOI,698,1,United Air Lines Inc.,0A875,"Denver, CO","Boise, ID",CO,ID,F,649,2,7,7,2017,2,6
252096,896,967,832,701,89,0,DEN,BUR,698,1,United Air Lines Inc.,0A875,"Denver, CO","Burbank, CA",CO,CA,F,850,2,7,7,2017,2,6
338785,1253,666,535,869,694,0,DEN,DSM,634,1,United Air Lines Inc.,0A875,"Denver, CO","Des Moines, IA",CO,IA,F,589,2,7,7,2017,2,6
248921,1253,1063,950,802,9,0,DEN,EUG,634,1,United Air Lines Inc.,0A875,"Denver, CO","Eugene, OR",CO,OR,F,996,2,7,7,2017,2,6
217873,896,1062,929,706,34,0,DEN,EUG,698,1,United Air Lines Inc.,0A875,"Denver, CO","Eugene, OR",CO,OR,F,996,2,7,7,2017,2,6
325178,1253,903,759,1153,4,0,DEN,MKE,634,1,United Air Lines Inc.,0A875,"Denver, CO","Milwaukee, WI",CO,WI,F,896,2,7,7,2017,2,6
238540,896,623,495,772,57,0,DEN,OKC,698,1,United Air Lines Inc.,0A875,"Denver, CO","Oklahoma City, OK",CO,OK,F,495,1,7,7,2017,2,6
247363,896,1197,1070,761,608,4252,DEN,PIT,698,1,United Air Lines Inc.,0A875,"Denver, CO","Pittsburgh, PA",CO,PA,F,1290,3,7,7,2017,2,6
322848,1253,581,444,780,2692,9568,DEN,SLC,634,1,United Air Lines Inc.,0A875,"Denver, CO","Salt Lake City, UT",CO,UT,F,391,1,7,7,2017,2,6
342206,1253,682,568,1034,193,0,DSM,DEN,634,1,United Air Lines Inc.,0A875,"Des Moines, IA","Denver, CO",IA,CO,F,589,2,7,7,2017,2,6
324021,1253,971,836,938,0,0,EUG,DEN,634,1,United Air Lines Inc.,0A875,"Eugene, OR","Denver, CO",OR,CO,F,996,2,7,7,2017,2,6
245606,1050,729,577,895,0,3916,MCI,DEN,694,1,United Air Lines Inc.,0A875,"Kansas City, MO","Denver, CO",MO,CO,F,533,2,7,7,2017,2,6
286418,1253,1085,912,1158,10,0,MKE,DEN,634,1,United Air Lines Inc.,0A875,"Milwaukee, WI","Denver, CO",WI,CO,F,896,2,7,7,2017,2,6
294120,1162,1632,1460,1054,327,9567,PHL,DEN,614,1,United Air Lines Inc.,0A875,"Philadelphia, PA","Denver, CO",PA,CO,F,1558,4,7,7,2017,2,6
247173,896,1340,1210,807,51,9150,PIT,DEN,698,1,United Air Lines Inc.,0A875,"Pittsburgh, PA","Denver, CO",PA,CO,F,1290,3,7,7,2017,2,6
254324,1050,653,535,844,1,0,TUL,DEN,694,1,United Air Lines Inc.,0A875,"Tulsa, OK","Denver, CO",OK,CO,F,541,2,7,7,2017,2,6
225400,995,896,769,953,688,0,AUS,DEN,619,1,Southwest Airlines Co.,6725,"Austin, TX","Denver, CO",TX,CO,F,775,2,7,7,2017,2,6
303800,1225,1276,1165,1150,3842,0,CLE,DEN,614,1,Southwest Airlines Co.,6725,"Cleveland, OH","Denver, CO",OH,CO,F,1201,3,7,7,2017,2,6
