Payload,Seats,Ramp_To_Ramp,Air_Time,Passengers,Freight,Mail,Origin,Dest,Aircraft_Type,Aircraft_Config,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,Origin_City_Name,Dest_City_Name,Origin_State_Abr,Dest_State_Abr,CLASS,DISTANCE,DISTANCE_GROUP,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,Year,Quarter,Month
703814,2560,1706,1318,1873,12,0,DEN,FSD,698,1,United Air Lines Inc.,0A875,"Denver, CO","Sioux Falls, SD",CO,SD,F,483,1,20,20,2017,2,6
833604,3308,2692,2322,2451,370,0,DEN,GEG,614,1,United Air Lines Inc.,0A875,"Denver, CO","Spokane, WA",CO,WA,F,836,2,20,20,2017,2,6
700428,2560,1870,1405,2357,1076,5556,DEN,MCI,698,1,United Air Lines Inc.,0A875,"Denver, CO","Kansas City, MO",CO,MO,F,533,2,20,20,2017,2,6
722077,3000,1777,1365,2185,64,0,DEN,OKC,694,1,United Air Lines Inc.,0A875,"Denver, CO","Oklahoma City, OK",CO,OK,F,495,1,20,20,2017,2,6
713797,3000,3481,3041,2786,918,10407,DEN,PIT,694,1,United Air Lines Inc.,0A875,"Denver, CO","Pittsburgh, PA",CO,PA,F,1290,3,20,20,2017,2,6
708101,3000,2699,2346,2694,311,1009,DEN,SAN,694,1,United Air Lines Inc.,0A875,"Denver, CO","San Diego, CA",CO,CA,F,853,2,20,20,2017,2,6
704610,3000,2400,2015,2630,1695,6890,DEN,SAT,694,1,United Air Lines Inc.,0A875,"Denver, CO","San Antonio, TX",CO,TX,F,794,2,20,20,2017,2,6
686159,3000,1933,1466,2341,252,0,FSD,DEN,694,1,United Air Lines Inc.,0A875,"Sioux Falls, SD","Denver, CO",SD,CO,F,483,1,20,20,2017,2,6
868000,3500,3262,2849,3315,14047,0,DEN,CLE,614,1,Southwest Airlines Co.,6725,"Denver, CO","Cleveland, OH",CO,OH,F,1201,3,20,20,2017,2,6
721200,3600,1851,1443,3185,0,0,DEN,DSM,694,1,Frontier Airlines Inc.,6460,"Denver, CO","Des Moines, IA",CO,IA,F,589,2,20,20,2017,2,6
721200,3600,2196,1749,3192,0,0,DSM,DEN,694,1,Frontier Airlines Inc.,6460,"Des Moines, IA","Denver, CO",IA,CO,F,589,2,20,20,2017,2,6
600000,3000,3268,2636,2392,0,0,ORD,COS,698,1,Frontier Airlines Inc.,6460,"Chicago, IL","Colorado Springs, CO",IL,CO,F,911,2,20,20,2017,2,6
1030890,3779,2472,2069,3556,3649,1757,MSP,DEN,888,1,Delta Air Lines Inc.,1260,"Minneapolis, MN","Denver, CO",MN,CO,F,680,2,21,21,2017,2,6
352200,1400,1546,1138,1220,0,0,DEN,ICT,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Wichita, KS",CO,KS,F,420,1,21,20,2017,2,6
283500,1050,2460,1834,852,0,0,BOI,DEN,629,1,SkyWest Airlines Inc.,6700,"Boise, ID","Denver, CO",ID,CO,F,649,2,21,21,2017,2,6
319200,1596,1596,1102,1345,0,0,DEN,ABQ,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Albuquerque, NM",CO,NM,F,349,1,21,21,2017,2,6
276500,1050,2662,2145,987,0,0,DEN,STL,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","St. Louis, MO",CO,MO,F,770,2,21,21,2017,2,6
372540,1449,1324,938,1004,0,0,SLC,ASE,631,1,SkyWest Airlines Inc.,6700,"Salt Lake City, UT","Aspen, CO",UT,CO,F,292,1,21,21,2017,2,6
810902,3320,3778,3266,3030,348,37051,ATL,DEN,614,1,United Air Lines Inc.,0A875,"Atlanta, GA","Denver, CO",GA,CO,F,1199,3,21,20,2017,2,6
760416,3150,4590,4250,2821,182,0,DEN,FLL,694,1,United Air Lines Inc.,0A875,"Denver, CO","Fort Lauderdale, FL",CO,FL,F,1703,4,21,21,2017,2,6
869700,3474,2322,1866,3082,1835,7869,DEN,MSP,614,1,United Air Lines Inc.,0A875,"Denver, CO","Minneapolis, MN",CO,MN,F,680,2,21,21,2017,2,6
750536,2688,2682,2331,2389,211,0,DEN,ONT,698,1,United Air Lines Inc.,0A875,"Denver, CO","Ontario, CA",CO,CA,F,819,2,21,21,2017,2,6
761150,3150,3179,2771,2839,2737,27576,DEN,PDX,694,1,United Air Lines Inc.,0A875,"Denver, CO","Portland, OR",CO,OR,F,991,2,21,21,2017,2,6
753016,2688,3424,3000,2401,559,12762,DEN,SEA,698,1,United Air Lines Inc.,0A875,"Denver, CO","Seattle, WA",CO,WA,F,1024,3,21,21,2017,2,6
839000,3735,3198,2731,3102,623,0,DEN,SJC,634,1,United Air Lines Inc.,0A875,"Denver, CO","San Jose, CA",CO,CA,F,948,2,21,21,2017,2,6
856207,3759,4348,3860,3465,235,25409,DEN,TPA,634,1,United Air Lines Inc.,0A875,"Denver, CO","Tampa, FL",CO,FL,F,1506,4,21,21,2017,2,6
706542,2560,3352,2877,2346,38,0,GRR,DEN,698,1,United Air Lines Inc.,0A875,"Grand Rapids, MI","Denver, CO",MI,CO,F,1015,3,21,20,2017,2,6
737222,2688,2117,1720,2571,899,14408,MCI,DEN,698,1,United Air Lines Inc.,0A875,"Kansas City, MO","Denver, CO",MO,CO,F,533,2,21,21,2017,2,6
722018,2688,2645,2249,2463,179,0,ONT,DEN,698,1,United Air Lines Inc.,0A875,"Ontario, CA","Denver, CO",CA,CO,F,819,2,21,21,2017,2,6
675319,2560,4983,4388,2399,2057,9608,PHL,DEN,698,1,United Air Lines Inc.,0A875,"Philadelphia, PA","Denver, CO",PA,CO,F,1558,4,21,20,2017,2,6
720003,3150,4244,3817,2854,85,17626,PIT,DEN,694,1,United Air Lines Inc.,0A875,"Pittsburgh, PA","Denver, CO",PA,CO,F,1290,3,21,21,2017,2,6
714355,3150,2884,2409,2937,1033,12299,STL,DEN,694,1,United Air Lines Inc.,0A875,"St. Louis, MO","Denver, CO",MO,CO,F,770,2,21,21,2017,2,6
830193,3486,4615,4185,3323,371,2418,TPA,DEN,614,1,United Air Lines Inc.,0A875,"Tampa, FL","Denver, CO",FL,CO,F,1506,4,21,21,2017,2,6
726600,3003,4452,4045,2247,6073,0,DEN,BDL,612,1,Southwest Airlines Co.,6725,"Denver, CO","Hartford, CT",CO,CT,F,1671,4,21,21,2017,2,6
911400,3675,2693,2402,1683,6063,0,DEN,RNO,614,1,Southwest Airlines Co.,6725,"Denver, CO","Reno, NV",CO,NV,F,804,2,21,21,2017,2,6
911400,3675,2969,2629,2102,3689,0,DEN,SDF,614,1,Southwest Airlines Co.,6725,"Denver, CO","Louisville, KY",CO,KY,F,1024,3,21,21,2017,2,6
911400,3675,1652,1286,3148,6210,0,DEN,SLC,614,1,Southwest Airlines Co.,6725,"Denver, CO","Salt Lake City, UT",CO,UT,F,391,1,21,21,2017,2,6
400932,1469,2035,1509,1354,0,0,DEN,MCI,677,1,Republic Airlines,6003,"Denver, CO","Kansas City, MO",CO,MO,F,533,2,21,21,2017,2,6
74800,0,1532,1329,0,35966,0,ABQ,DRO,416,2,Empire Airlines Inc.,6299,"Albuquerque, NM","Durango, CO",NM,CO,G,160,1,22,22,2017,2,6
74800,0,471,344,0,21747,0,FMN,DRO,416,2,Empire Airlines Inc.,6299,"Farmington, NM","Durango, CO",NM,CO,G,40,1,22,22,2017,2,6
369810,1470,3331,2688,1332,0,0,DEN,CVG,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Cincinnati, OH",CO,KY,F,1069,3,22,21,2017,2,6
387420,1540,1249,690,1184,0,0,HDN,DEN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Hayden, CO","Denver, CO",CO,CO,F,141,1,22,22,2017,2,6
387420,1540,2598,2123,1171,0,0,SGF,DEN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Springfield, MO","Denver, CO",MO,CO,F,637,2,22,22,2017,2,6
409800,1540,3192,2635,696,0,0,ASE,SFO,631,1,SkyWest Airlines Inc.,6700,"Aspen, CO","San Francisco, CA",CO,CA,F,848,2,22,22,2017,2,6
334400,1672,3308,2713,1581,0,0,AUS,DEN,673,1,SkyWest Airlines Inc.,6700,"Austin, TX","Denver, CO",TX,CO,F,775,2,22,22,2017,2,6
297000,1100,2589,2110,779,0,0,DVL,DEN,629,1,SkyWest Airlines Inc.,6700,"Devils Lake, ND","Denver, CO",ND,CO,F,638,2,22,22,2017,2,6
411040,1540,2846,2376,1379,0,0,LIT,DEN,631,1,SkyWest Airlines Inc.,6700,"Little Rock, AR","Denver, CO",AR,CO,F,771,2,22,22,2017,2,6
334400,1672,1882,1482,1215,0,0,LNK,DEN,673,1,SkyWest Airlines Inc.,6700,"Lincoln, NE","Denver, CO",NE,CO,F,423,1,22,22,2017,2,6
759201,2816,4775,4283,2543,118,22653,DEN,BDL,698,1,United Air Lines Inc.,0A875,"Denver, CO","Hartford, CT",CO,CT,F,1671,4,22,22,2017,2,6
793919,3300,1738,1344,3055,1536,11430,DEN,OMA,694,1,United Air Lines Inc.,0A875,"Denver, CO","Omaha, NE",CO,NE,F,472,1,22,22,2017,2,6
775888,2816,4319,3800,2489,262,0,DEN,RIC,698,1,United Air Lines Inc.,0A875,"Denver, CO","Richmond, VA",CO,VA,F,1482,3,22,22,2017,2,6
787877,2816,3260,2774,1559,70,0,DEN,SBA,698,1,United Air Lines Inc.,0A875,"Denver, CO","Santa Barbara, CA",CO,CA,F,916,2,22,22,2017,2,6
2178105,7913,3425,2775,6174,17922,18900,DEN,SFO,627,1,United Air Lines Inc.,0A875,"Denver, CO","San Francisco, CA",CO,CA,F,967,2,22,22,2017,2,6
772058,3300,5580,4906,3078,1186,0,FLL,DEN,694,1,United Air Lines Inc.,0A875,"Fort Lauderdale, FL","Denver, CO",FL,CO,F,1703,4,22,22,2017,2,6
711169,3150,2679,2083,2855,102,1749,MSP,DEN,694,1,United Air Lines Inc.,0A875,"Minneapolis, MN","Denver, CO",MN,CO,F,680,2,22,21,2017,2,6
706175,2816,3810,3363,2673,738,845,MSY,DEN,698,1,United Air Lines Inc.,0A875,"New Orleans, LA","Denver, CO",LA,CO,F,1062,3,22,22,2017,2,6
764309,3300,2148,1605,2966,171,20983,OMA,DEN,694,1,United Air Lines Inc.,0A875,"Omaha, NE","Denver, CO",NE,CO,F,472,1,22,22,2017,2,6
784666,3300,3173,2747,2615,848,4261,PDX,DEN,694,1,United Air Lines Inc.,0A875,"Portland, OR","Denver, CO",OR,CO,F,991,2,22,22,2017,2,6
762468,2816,5111,4631,2661,116,0,RIC,DEN,698,1,United Air Lines Inc.,0A875,"Richmond, VA","Denver, CO",VA,CO,F,1482,3,22,22,2017,2,6
1005021,3938,2840,2358,3690,1894,13457,SAT,DEN,634,1,United Air Lines Inc.,0A875,"San Antonio, TX","Denver, CO",TX,CO,F,794,2,22,22,2017,2,6
641670,2816,2991,2517,2037,31,0,SBA,DEN,698,1,United Air Lines Inc.,0A875,"Santa Barbara, CA","Denver, CO",CA,CO,F,916,2,22,22,2017,2,6
761200,3146,4005,3632,2872,7027,0,CLE,DEN,612,1,Southwest Airlines Co.,6725,"Cleveland, OH","Denver, CO",OH,CO,F,1201,3,22,22,2017,2,6
954800,3850,3486,3055,3714,21316,0,DEN,CMH,614,1,Southwest Airlines Co.,6725,"Denver, CO","Columbus, OH",CO,OH,F,1154,3,22,22,2017,2,6
954800,3850,4790,4291,3766,1479,0,DEN,LGA,614,1,Southwest Airlines Co.,6725,"Denver, CO","New York, NY",CO,NY,F,1620,4,22,22,2017,2,6
420024,1540,3749,3117,1430,0,0,DEN,CMH,677,1,Republic Airlines,6003,"Denver, CO","Columbus, OH",CO,OH,F,1154,3,22,22,2017,2,6
798000,3960,2178,1641,3289,0,0,BIS,DEN,694,1,Frontier Airlines Inc.,6460,"Bismarck/Mandan, ND","Denver, CO",ND,CO,F,516,2,22,22,2017,2,6
798000,3960,2039,1551,3366,0,0,DEN,BIS,694,1,Frontier Airlines Inc.,6460,"Denver, CO","Bismarck/Mandan, ND",CO,ND,F,516,2,22,22,2017,2,6
77000,0,1532,1329,0,35960,0,ABQ,DRO,416,2,Federal Express Corporation,6200,"Albuquerque, NM","Durango, CO",NM,CO,G,160,1,22,22,2017,2,6
1385637,0,2790,2357,0,576847,0,COS,MEM,622,2,Federal Express Corporation,6200,"Colorado Springs, CO","Memphis, TN",CO,TN,G,854,2,22,22,2017,2,6
77000,0,471,345,0,21715,0,FMN,DRO,416,2,Federal Express Corporation,6200,"Farmington, NM","Durango, CO",NM,CO,G,40,1,22,22,2017,2,6
77000,0,1516,1388,0,11749,0,HDN,CPR,416,2,Federal Express Corporation,6200,"Hayden, CO","Casper, WY",CO,WY,G,172,1,22,22,2017,2,6
1387471,0,2906,2451,0,824702,0,MEM,COS,622,2,Federal Express Corporation,6200,"Memphis, TN","Colorado Springs, CO",TN,CO,G,854,2,22,22,2017,2,6
2360599,0,2939,2474,0,552896,0,DEN,RNO,691,2,United Parcel Service,6910,"Denver, CO","Reno, NV",CO,NV,G,804,2,22,22,2017,2,6
405030,1610,1194,634,1245,0,0,DEN,HDN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Hayden, CO",CO,CO,F,141,1,23,23,2017,2,6
440250,1750,2159,1583,1602,0,0,DEN,OMA,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Omaha, NE",CO,NE,F,472,1,23,25,2017,2,6
405030,1610,1601,1065,1484,0,0,DEN,RAP,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Rapid City, SD",CO,SD,F,300,1,23,23,2017,2,6
307000,1150,2084,1348,1064,0,0,ABQ,DEN,629,1,SkyWest Airlines Inc.,6700,"Albuquerque, NM","Denver, CO",NM,CO,F,349,1,23,23,2017,2,6
349600,1748,4532,3933,1645,0,0,ATL,DEN,673,1,SkyWest Airlines Inc.,6700,"Atlanta, GA","Denver, CO",GA,CO,F,1199,3,23,23,2017,2,6
349600,1748,3294,2614,1532,0,0,BUR,DEN,673,1,SkyWest Airlines Inc.,6700,"Burbank, CA","Denver, CO",CA,CO,F,850,2,23,23,2017,2,6
349600,1748,4319,3722,1650,0,0,CVG,DEN,673,1,SkyWest Airlines Inc.,6700,"Cincinnati, OH","Denver, CO",KY,CO,F,1069,3,23,23,2017,2,6
307000,1150,1801,1269,1087,0,0,DEN,ABQ,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Albuquerque, NM",CO,NM,F,349,1,23,23,2017,2,6
349600,1748,2726,2115,1653,0,0,DEN,DFW,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Dallas/Fort Worth, TX",CO,TX,F,641,2,23,23,2017,2,6
349600,1748,3533,2888,1379,0,0,DEN,FAT,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Fresno, CA",CO,CA,F,844,2,23,23,2017,2,6
349600,1748,2748,2110,1578,0,0,DEN,PHX,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Phoenix, AZ",CO,AZ,F,602,2,23,23,2017,2,6
349600,1748,2242,1746,1367,0,0,FSD,DEN,673,1,SkyWest Airlines Inc.,6700,"Sioux Falls, SD","Denver, CO",SD,CO,F,483,1,23,23,2017,2,6
349600,1748,2622,2011,1652,0,0,MCI,DEN,673,1,SkyWest Airlines Inc.,6700,"Kansas City, MO","Denver, CO",MO,CO,F,533,2,23,23,2017,2,6
310500,1150,3596,2881,1023,0,0,MFR,DEN,629,1,SkyWest Airlines Inc.,6700,"Medford, OR","Denver, CO",OR,CO,F,964,2,23,23,2017,2,6
303500,1150,3623,2957,996,0,0,SBP,DEN,629,1,SkyWest Airlines Inc.,6700,"San Luis Obispo, CA","Denver, CO",CA,CO,F,931,2,23,23,2017,2,6
428540,1610,3002,2410,1102,0,0,SFO,ASE,631,1,SkyWest Airlines Inc.,6700,"San Francisco, CA","Aspen, CO",CA,CO,F,848,2,23,23,2017,2,6
1053224,4117,2362,1927,3699,660,0,BOI,DEN,634,1,United Air Lines Inc.,0A875,"Boise, ID","Denver, CO",ID,CO,F,649,2,23,23,2017,2,6
969154,4117,2586,2099,3729,3280,0,DEN,BOI,634,1,United Air Lines Inc.,0A875,"Denver, CO","Boise, ID",CO,ID,F,649,2,23,23,2017,2,6
807479,2944,1900,1474,2485,507,0,DEN,JAC,698,1,United Air Lines Inc.,0A875,"Denver, CO","Jackson, WY",CO,WY,F,406,1,23,23,2017,2,6
748476,3450,2106,1667,2105,488,0,OKC,DEN,694,1,United Air Lines Inc.,0A875,"Oklahoma City, OK","Denver, CO",OK,CO,F,495,1,23,23,2017,2,6
757346,2944,2267,1768,2706,703,0,OKC,DEN,698,1,United Air Lines Inc.,0A875,"Oklahoma City, OK","Denver, CO",OK,CO,F,495,1,23,23,2017,2,6
999993,4117,5553,4854,3887,797,41239,PHL,DEN,634,1,United Air Lines Inc.,0A875,"Philadelphia, PA","Denver, CO",PA,CO,F,1558,4,23,23,2017,2,6
943700,3794,2297,1855,3365,574,21015,PHX,DEN,614,1,United Air Lines Inc.,0A875,"Phoenix, AZ","Denver, CO",AZ,CO,F,602,2,23,23,2017,2,6
2290381,8277,3378,2606,6738,129167,24,SFO,DEN,627,1,United Air Lines Inc.,0A875,"San Francisco, CA","Denver, CO",CA,CO,F,967,2,23,23,2017,2,6
795800,3289,5079,4581,2635,279,0,CHS,DEN,612,1,Southwest Airlines Co.,6725,"Charleston, SC","Denver, CO",SC,CO,F,1449,3,23,23,2017,2,6
998200,4025,2477,2102,3760,3097,0,DEN,BOI,614,1,Southwest Airlines Co.,6725,"Denver, CO","Boise, ID",CO,ID,F,649,2,23,23,2017,2,6
761200,3146,4135,3727,2970,745,0,DEN,CHS,612,1,Southwest Airlines Co.,6725,"Denver, CO","Charleston, SC",CO,SC,F,1449,3,23,22,2017,2,6
998200,4025,4071,3622,3708,3409,0,DTW,DEN,614,1,Southwest Airlines Co.,6725,"Detroit, MI","Denver, CO",MI,CO,F,1123,3,23,23,2017,2,6
998200,4025,3697,3315,2760,10538,0,SDF,DEN,614,1,Southwest Airlines Co.,6725,"Louisville, KY","Denver, CO",KY,CO,F,1024,3,23,23,2017,2,6
998200,4025,2294,1953,3476,4522,0,TUS,DEN,614,1,Southwest Airlines Co.,6725,"Tucson, AZ","Denver, CO",AZ,CO,F,639,2,23,23,2017,2,6
439116,1609,4331,3727,1450,0,0,CMH,DEN,677,1,Republic Airlines,6003,"Columbus, OH","Denver, CO",OH,CO,F,1154,3,23,23,2017,2,6
439116,1609,2505,1967,1269,0,0,MAF,DEN,677,1,Republic Airlines,6003,"Midland/Odessa, TX","Denver, CO",TX,CO,F,563,2,23,23,2017,2,6
255714,1150,3820,3296,1046,0,0,DEN,TYS,675,1,Trans States Airlines,6904,"Denver, CO","Knoxville, TN",CO,TN,F,1162,3,23,23,2017,2,6
244596,1100,4108,3721,1009,0,0,TYS,DEN,675,1,Trans States Airlines,6904,"Knoxville, TN","Denver, CO",TN,CO,F,1162,3,23,22,2017,2,6
230000,1150,3682,3167,1096,0,0,IAH,MTJ,675,1,ExpressJet Airlines Inc.,6085,"Houston, TX","Montrose/Delta, CO",TX,CO,F,927,2,23,23,2017,2,6
230000,1150,3358,2861,916,0,0,MTJ,IAH,675,1,ExpressJet Airlines Inc.,6085,"Montrose/Delta, CO","Houston, TX",CO,TX,F,927,2,23,23,2017,2,6
717600,2640,3959,3556,2486,1529,1008,CVG,DEN,608,1,Delta Air Lines Inc.,1260,"Cincinnati, OH","Denver, CO",KY,CO,F,1069,3,24,24,2017,2,6
717600,2640,3665,3161,2380,1,1293,DEN,CVG,608,1,Delta Air Lines Inc.,1260,"Denver, CO","Cincinnati, OH",CO,KY,F,1069,3,24,24,2017,2,6
440250,1750,2605,1988,1462,0,0,DEN,SGF,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Springfield, MO",CO,MO,F,637,2,24,25,2017,2,6
405030,1610,1896,1491,1157,0,0,ICT,DEN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Wichita, KS","Denver, CO",KS,CO,F,420,1,24,23,2017,2,6
324000,1200,3528,2812,1059,0,0,BUR,DEN,629,1,SkyWest Airlines Inc.,6700,"Burbank, CA","Denver, CO",CA,CO,F,850,2,24,24,2017,2,6
324000,1200,3945,3314,925,0,0,DEN,SBP,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","San Luis Obispo, CA",CO,CA,F,931,2,24,24,2017,2,6
447280,1680,3793,3158,1489,0,0,IAH,ASE,631,1,SkyWest Airlines Inc.,6700,"Houston, TX","Aspen, CO",TX,CO,F,913,2,24,24,2017,2,6
320500,1200,2797,2170,1061,0,0,TUL,DEN,629,1,SkyWest Airlines Inc.,6700,"Tulsa, OK","Denver, CO",OK,CO,F,541,2,24,24,2017,2,6
971593,3972,2464,1993,3522,201,0,BOI,DEN,614,1,United Air Lines Inc.,0A875,"Boise, ID","Denver, CO",ID,CO,F,649,2,24,24,2017,2,6
1200038,4463,3137,2540,3576,27,7209,DEN,AUS,634,1,United Air Lines Inc.,0A875,"Denver, CO","Austin, TX",CO,TX,F,775,2,24,25,2017,2,6
859025,3600,2883,2440,3070,610,7504,DEN,AUS,694,1,United Air Lines Inc.,0A875,"Denver, CO","Austin, TX",CO,TX,F,775,2,24,24,2017,2,6
1009889,3936,2556,2054,3383,4871,14152,DEN,DFW,614,1,United Air Lines Inc.,0A875,"Denver, CO","Dallas/Fort Worth, TX",CO,TX,F,641,2,24,24,2017,2,6
938261,4117,5314,4840,3898,493,0,DEN,FLL,634,1,United Air Lines Inc.,0A875,"Denver, CO","Fort Lauderdale, FL",CO,FL,F,1703,4,24,23,2017,2,6
846278,3600,1835,1351,2282,388,0,DEN,ICT,694,1,United Air Lines Inc.,0A875,"Denver, CO","Wichita, KS",CO,KS,F,420,1,24,24,2017,2,6
999794,4056,10354,9830,3552,1252,0,DEN,KOA,622,1,United Air Lines Inc.,0A875,"Denver, CO","Kona, HI",CO,HI,F,3329,7,24,24,2017,2,6
996961,4056,10426,9826,3711,5028,0,DEN,OGG,622,1,United Air Lines Inc.,0A875,"Denver, CO","Kahului, HI",CO,HI,F,3302,7,24,24,2017,2,6
948399,3972,4942,4384,3779,5719,27470,DEN,TPA,614,1,United Air Lines Inc.,0A875,"Denver, CO","Tampa, FL",CO,FL,F,1506,4,24,24,2017,2,6
1014240,4296,6149,5423,4189,491,0,FLL,DEN,634,1,United Air Lines Inc.,0A875,"Fort Lauderdale, FL","Denver, CO",FL,CO,F,1703,4,24,24,2017,2,6
768301,3600,1979,1536,2917,229,0,ICT,DEN,694,1,United Air Lines Inc.,0A875,"Wichita, KS","Denver, CO",KS,CO,F,420,1,24,24,2017,2,6
654428,3072,2021,1444,2327,219,0,JAC,DEN,698,1,United Air Lines Inc.,0A875,"Jackson, WY","Denver, CO",WY,CO,F,406,1,24,24,2017,2,6
1158310,4056,9492,9038,3052,5865,0,KOA,DEN,622,1,United Air Lines Inc.,0A875,"Kona, HI","Denver, CO",HI,CO,F,3329,7,24,24,2017,2,6
1156427,4056,9395,8906,3450,1858,0,OGG,DEN,622,1,United Air Lines Inc.,0A875,"Kahului, HI","Denver, CO",HI,CO,F,3302,7,24,24,2017,2,6
779974,3072,2309,1896,2594,377,0,TUL,DEN,698,1,United Air Lines Inc.,0A875,"Tulsa, OK","Denver, CO",OK,CO,F,541,2,24,24,2017,2,6
1041600,4200,2416,2030,3865,2184,0,BOI,DEN,614,1,Southwest Airlines Co.,6725,"Boise, ID","Denver, CO",ID,CO,F,649,2,24,24,2017,2,6
830400,3432,4580,4142,3238,3203,0,DEN,JAX,612,1,Southwest Airlines Co.,6725,"Denver, CO","Jacksonville, FL",CO,FL,F,1447,3,24,24,2017,2,6
830400,3432,5175,4728,3283,996,0,JAX,DEN,612,1,Southwest Airlines Co.,6725,"Jacksonville, FL","Denver, CO",FL,CO,F,1447,3,24,24,2017,2,6
1041600,4200,2947,2521,4050,2376,0,ONT,DEN,614,1,Southwest Airlines Co.,6725,"Ontario, CA","Denver, CO",CA,CO,F,819,2,24,24,2017,2,6
1041600,4200,3388,2931,3856,1103,0,SJC,DEN,614,1,Southwest Airlines Co.,6725,"San Jose, CA","Denver, CO",CA,CO,F,948,2,24,24,2017,2,6
458208,1680,3153,2621,1627,0,0,AUS,DEN,677,1,Republic Airlines,6003,"Austin, TX","Denver, CO",TX,CO,F,775,2,24,24,2017,2,6
458208,1679,2363,1847,1289,0,0,DEN,MAF,677,1,Republic Airlines,6003,"Denver, CO","Midland/Odessa, TX",CO,TX,F,563,2,24,24,2017,2,6
458208,1679,4219,3618,1547,0,0,SDF,DEN,677,1,Republic Airlines,6003,"Louisville, KY","Denver, CO",KY,CO,F,1024,3,24,24,2017,2,6
439116,1610,2362,1908,1365,0,0,TUL,DEN,677,1,Republic Airlines,6003,"Tulsa, OK","Denver, CO",OK,CO,F,541,2,24,23,2017,2,6
868800,4320,2096,1555,3723,0,0,DEN,FSD,694,1,Frontier Airlines Inc.,6460,"Denver, CO","Sioux Falls, SD",CO,SD,F,483,1,24,24,2017,2,6
868800,4320,2556,1837,3458,0,0,FSD,DEN,694,1,Frontier Airlines Inc.,6460,"Sioux Falls, SD","Denver, CO",SD,CO,F,483,1,24,24,2017,2,6
84000,0,1796,1630,0,40688,0,CPR,HDN,416,2,Federal Express Corporation,6200,"Casper, WY","Hayden, CO",WY,CO,G,172,1,24,24,2017,2,6
240000,1200,3134,2557,962,0,0,COS,IAH,675,1,ExpressJet Airlines Inc.,6085,"Colorado Springs, CO","Houston, TX",CO,TX,F,809,2,24,24,2017,2,6
38400,192,1986,1672,176,0,0,DEN,CEZ,479,1,Boutique Air,1177,"Denver, CO","Cortez, CO",CO,CO,F,277,1,24,24,2017,2,6
440250,1750,4439,3827,1602,0,0,CVG,DEN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Cincinnati, OH","Denver, CO",KY,CO,F,1069,3,25,25,2017,2,6
380000,1900,4249,3519,1698,0,0,DEN,MFR,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Medford, OR",CO,OR,F,964,2,25,25,2017,2,6
466020,1750,3135,2527,1516,0,0,PSP,DEN,631,1,SkyWest Airlines Inc.,6700,"Palm Springs, CA","Denver, CO",CA,CO,F,776,2,25,25,2017,2,6
1000021,4138,6766,6127,4020,2585,11777,BOS,DEN,614,1,United Air Lines Inc.,0A875,"Boston, MA","Denver, CO",MA,CO,F,1754,4,25,25,2017,2,6
792164,3200,5458,4872,2770,73,0,CLT,DEN,698,1,United Air Lines Inc.,0A875,"Charlotte, NC","Denver, CO",NC,CO,F,1337,3,25,25,2017,2,6
1018725,4126,4310,3666,3610,2093,21199,DEN,ATL,614,1,United Air Lines Inc.,0A875,"Denver, CO","Atlanta, GA",CO,GA,F,1199,3,25,25,2017,2,6
992355,4138,2817,2274,3660,3285,0,DEN,BOI,614,1,United Air Lines Inc.,0A875,"Denver, CO","Boise, ID",CO,ID,F,649,2,25,25,2017,2,6
876454,3200,4688,4034,2745,3913,0,DEN,CLT,698,1,United Air Lines Inc.,0A875,"Denver, CO","Charlotte, NC",CO,NC,F,1337,3,25,25,2017,2,6
851692,3200,3973,3299,2893,384,13475,DEN,SFO,698,1,United Air Lines Inc.,0A875,"Denver, CO","San Francisco, CA",CO,CA,F,967,2,25,25,2017,2,6
955614,4102,3264,2442,4022,591,21700,DFW,DEN,614,1,United Air Lines Inc.,0A875,"Dallas/Fort Worth, TX","Denver, CO",TX,CO,F,641,2,25,25,2017,2,6
921417,4138,3109,2458,3668,167,2678,MSP,DEN,614,1,United Air Lines Inc.,0A875,"Minneapolis, MN","Denver, CO",MN,CO,F,680,2,25,25,2017,2,6
