AIRCRAFT_TYPE,AIRCRAFT_CONFIG,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,RAMP_TO_RAMP,AIR_TIME,DISTANCE_GROUP,CLASS
694,1,178092,750,738,471,0,540,437,2,F
634,1,219754,895,852,99,0,1037,907,3,F
698,1,164357,640,581,62,2205,980,856,3,F
694,1,173288,750,461,4,0,564,441,2,F
634,1,219154,895,813,24,0,929,816,3,F
698,1,179325,640,500,90,0,786,660,3,F
627,1,494650,1820,1483,31037,37,1012,900,4,F
698,1,179937,640,528,136,0,665,587,2,F
694,1,155745,750,632,42,0,785,681,2,F
694,1,183219,750,602,8,0,626,542,2,F
694,1,214834,900,694,155,0,887,758,2,F
694,1,182492,750,592,0,7649,721,623,2,F
698,1,179711,640,490,128,0,552,456,2,F
614,1,199330,830,823,52,0,1298,1117,4,F
698,1,173090,640,564,33,0,611,506,2,F
634,1,237436,895,697,109,4105,497,399,2,F
634,1,243490,895,804,0,0,502,355,1,F
694,1,175729,750,656,54,0,626,528,2,F
614,1,208982,830,699,460,0,707,618,2,F
698,1,165519,640,605,50,301,755,634,3,F
698,1,170187,640,613,0,0,717,621,2,F
698,1,170921,640,619,27,0,551,476,2,F
619,1,161000,715,619,1612,0,830,736,3,F
612,1,173000,715,633,0,0,689,598,2,F
619,1,161000,715,665,1845,0,530,448,2,F
619,1,161000,715,697,1226,0,578,498,2,F
619,1,161000,715,686,1674,0,700,622,2,F
612,1,173000,715,673,0,0,643,564,2,F
614,1,217000,875,715,139,0,422,350,1,F
614,1,217000,875,821,0,0,987,899,3,F
619,1,161000,715,700,832,0,683,592,2,F
677,1,95460,350,331,0,0,655,545,2,F
699,1,230000,1150,877,0,0,606,442,2,F
699,1,230000,1150,1091,0,0,533,396,2,F
614,1,213845,810,653,0,1785,581,474,2,F
675,1,55590,250,209,0,0,545,449,2,F
405,1,22500,95,14,0,0,199,133,1,F
405,1,22500,95,13,0,0,202,135,1,F
631,1,105660,420,387,0,0,807,640,2,F
631,1,105660,420,390,0,0,834,598,2,F
631,1,105660,420,349,0,0,994,809,3,F
631,1,105660,420,332,0,0,1074,902,3,F
631,1,112440,420,382,0,0,1229,1019,3,F
673,1,91200,456,421,0,0,1198,1029,3,F
673,1,91200,456,363,0,0,941,740,2,F
673,1,91200,456,412,0,0,1214,1020,3,F
629,1,81000,300,272,0,0,1014,828,2,F
673,1,91200,456,190,0,0,1103,939,3,F
631,1,112440,420,330,0,0,640,515,2,F
631,1,112440,420,329,0,0,751,603,2,F
673,1,91200,456,384,0,0,501,389,1,F
631,1,112440,420,392,0,0,891,716,2,F
631,1,112440,420,325,0,0,601,492,2,F
673,1,91200,456,222,0,0,911,790,3,F
631,1,112440,420,300,0,0,756,642,2,F
629,1,77500,300,248,0,0,928,774,2,F
631,1,112440,420,382,0,0,602,482,2,F
631,1,112440,420,375,0,0,671,544,2,F
634,1,229852,1074,937,174,3035,747,618,2,F
634,1,279180,1074,850,86,7332,959,829,3,F
694,1,218358,900,727,0,0,862,719,3,F
614,1,244614,984,930,0,310,818,690,2,F
694,1,213159,900,795,0,6981,540,436,2,F
694,1,215633,900,780,2,0,813,647,2,F
694,1,204199,900,811,0,1316,896,781,3,F
627,1,597376,2184,2053,65896,24545,1430,1246,4,F
614,1,220146,984,954,0,2309,926,822,2,F
698,1,196685,768,755,34,7586,962,854,2,F
694,1,218579,900,755,0,0,824,713,2,F
694,1,208319,900,817,122,0,899,771,2,F
694,1,204040,900,761,121,7850,1495,1270,4,F
612,1,207600,858,801,0,0,1336,1240,4,F
614,1,303800,1225,1157,391,0,1378,1242,3,F
614,1,260400,1050,989,8,0,533,424,2,F
619,1,193200,858,753,889,0,911,798,2,F
614,1,260400,1050,994,497,0,505,407,1,F
614,1,260400,1050,915,0,0,1249,1138,3,F
614,1,260400,1050,885,1786,0,887,717,2,F
614,1,260400,1050,1002,1409,0,466,348,1,F
677,1,114552,420,398,0,0,1112,981,3,F
677,1,95460,350,308,0,0,872,738,3,F
677,1,114552,420,400,0,0,808,588,2,F
677,1,114552,420,387,0,0,514,373,1,F
677,1,114552,420,397,0,0,916,771,3,F
622,2,377317,0,0,125368,0,290,215,1,G
626,2,743355,0,0,367675,0,812,659,2,G
730,2,820366,0,0,460413,0,855,652,2,G
622,2,375089,0,0,66319,0,317,227,1,G
730,2,820366,0,0,465747,0,875,716,2,G
675,1,66708,300,251,0,0,538,404,1,F
655,1,280000,1162,921,0,0,582,444,1,F
655,1,280000,1162,858,0,0,552,408,1,F
631,1,123270,490,453,0,0,1128,960,3,F
631,1,123270,490,450,0,0,1227,1116,3,F
631,1,131180,490,419,0,0,927,779,2,F
673,1,106400,532,448,0,0,1035,831,2,F
673,1,106400,532,503,0,0,1612,1380,3,F
631,1,131180,490,430,0,0,383,257,1,F
673,1,106400,532,489,0,0,1508,1283,3,F
673,1,106400,532,480,0,0,1775,1601,3,F
614,1,289418,1162,843,123,0,564,427,1,F
698,1,235841,896,877,0,0,783,646,2,F
698,1,211673,896,630,94,0,915,776,2,F
614,1,283069,1162,904,314,5234,599,461,1,F
698,1,226041,896,862,495,0,733,620,2,F
698,1,252096,896,701,89,0,967,832,2,F
634,1,338785,1253,869,694,0,666,535,2,F
634,1,248921,1253,802,9,0,1063,950,2,F
698,1,217873,896,706,34,0,1062,929,2,F
634,1,325178,1253,1153,4,0,903,759,2,F
698,1,238540,896,772,57,0,623,495,1,F
698,1,247363,896,761,608,4252,1197,1070,3,F
634,1,322848,1253,780,2692,9568,581,444,1,F
634,1,342206,1253,1034,193,0,682,568,2,F
634,1,324021,1253,938,0,0,971,836,2,F
694,1,245606,1050,895,0,3916,729,577,2,F
634,1,286418,1253,1158,10,0,1085,912,2,F
614,1,294120,1162,1054,327,9567,1632,1460,4,F
698,1,247173,896,807,51,9150,1340,1210,3,F
694,1,254324,1050,844,1,0,653,535,2,F
619,1,225400,995,953,688,0,896,769,2,F
614,1,303800,1225,1150,3842,0,1276,1165,3,F
614,1,303800,1225,1144,1096,0,1470,1315,4,F
612,1,242200,1001,944,0,0,1123,1010,3,F
614,1,303800,1225,1152,3608,0,1267,1159,3,F
612,1,242200,1001,959,0,0,1213,1094,3,F
619,1,225400,1001,928,76,0,696,581,2,F
675,1,77826,350,290,0,0,944,759,2,F
675,1,77826,350,298,0,0,387,216,1,F
675,1,77826,350,294,0,0,633,491,1,F
740,2,910573,0,0,433940,3085,1013,825,3,G
740,2,1190777,0,0,579794,3949,1132,978,3,G
694,1,308200,1200,876,0,0,856,665,2,F
694,1,308200,1200,1007,0,870,826,665,2,F
631,1,140880,560,523,0,0,1398,1167,3,F
631,1,149920,560,530,0,0,1431,1243,3,F
631,1,131180,490,397,0,0,769,625,2,F
631,1,149920,560,464,0,0,757,579,1,F
698,1,263688,1024,972,393,1614,999,854,2,F
698,1,282418,1024,642,24,1027,957,822,2,F
694,1,284532,1200,1038,500,9731,1777,1538,4,F
694,1,286022,1200,1017,1089,9567,1366,1149,3,F
614,1,320716,1328,1240,47,0,1881,1695,4,F
698,1,278722,1024,945,62,0,1696,1542,4,F
694,1,272353,1200,1016,24,0,922,791,2,F
634,1,374632,1420,1072,4189,4546,882,731,2,F
634,1,347727,1432,1323,55,4840,1313,1118,3,F
694,1,286781,1200,922,8,0,740,593,2,F
698,1,287522,1024,812,0,0,1155,1000,2,F
694,1,284735,1200,1170,458,1102,1283,1143,3,F
634,1,374573,1432,1232,305,7313,668,474,1,F
614,1,347200,1400,1209,1918,0,1097,955,2,F
619,1,257600,1138,1010,817,0,1123,968,2,F
619,1,257600,1144,1105,1092,0,1178,924,2,F
619,1,257600,1144,986,1610,0,703,559,1,F
619,1,257600,1144,1099,1273,0,899,704,2,F
619,1,257600,1144,1062,2813,0,1252,1063,2,F
619,1,257600,1144,1048,208,0,843,689,2,F
619,1,257600,1144,1056,284,0,849,670,2,F
614,1,347200,1400,1313,1163,0,1721,1567,3,F
677,1,152736,560,525,0,0,1361,1096,3,F
698,1,240000,1200,917,0,0,1351,1146,2,F
698,1,240000,1200,905,0,0,1137,933,2,F
740,2,1552063,0,0,147267,0,1240,1011,2,G
675,1,88944,400,371,0,0,508,315,1,F
675,1,88944,400,245,0,0,476,290,1,F
675,1,88944,400,344,0,0,456,248,1,F
698,1,909000,1404,1299,0,0,918,702,2,F
698,1,909000,1404,1257,0,0,924,696,2,F
655,1,360000,1494,1268,0,0,1038,786,2,F
698,1,909000,1404,1267,0,0,1092,852,2,F
655,1,360000,1494,1272,0,0,942,738,2,F
698,1,909000,1404,1184,0,0,1032,804,2,F
675,1,67500,450,308,0,0,1086,942,2,F
675,1,90000,450,344,0,0,930,768,2,F
629,1,118000,450,356,0,0,1073,842,2,F
673,1,136800,684,651,0,0,1213,981,2,F
629,1,121500,450,409,0,0,854,659,1,F
631,1,168660,630,549,0,0,833,624,1,F
673,1,136800,684,570,0,0,1155,944,2,F
631,1,168660,630,486,0,0,551,363,1,F
673,1,136800,684,630,0,0,1408,1178,2,F
694,1,310348,1350,1215,38,3161,2143,1909,3,F
694,1,328654,1350,1254,404,2685,1247,1067,2,F
614,1,366721,1494,1266,81,9963,1327,1173,2,F
694,1,330697,1350,1185,679,11574,1583,1339,3,F
694,1,325299,1350,1144,3,0,1227,1068,2,F
694,1,306134,1350,1259,395,10049,1371,1228,2,F
694,1,314071,1350,1183,224,0,1267,1076,2,F
619,1,289800,1287,1056,882,0,1546,1340,3,F
614,1,390600,1575,1296,8211,0,1846,1684,4,F
614,1,390600,1575,1501,2897,0,1363,1227,2,F
614,1,390600,1575,1369,3031,0,1036,876,2,F
619,1,289800,1287,1151,219,0,1224,1041,2,F
698,1,270000,1350,1275,0,0,1846,1593,3,F
622,2,746460,0,0,297183,13732,1422,1259,3,G
673,1,152000,760,724,0,0,2014,1699,3,F
629,1,135000,500,444,0,0,1535,1252,2,F
673,1,152000,760,690,0,0,1742,1482,3,F
673,1,152000,760,667,0,0,1249,991,2,F
629,1,135000,500,486,0,0,1404,1176,2,F
694,1,364649,1500,1341,178,5254,2439,2224,4,F
694,1,363084,1500,1358,509,8159,2046,1727,3,F
694,1,358429,1500,1248,1925,0,948,723,2,F
614,1,399617,1648,1089,56,0,892,688,1,F
698,1,316431,1280,1073,131,0,1243,1050,2,F
694,1,330439,1500,1261,110,0,1057,856,2,F
694,1,362195,1500,1472,501,5817,2229,1971,3,F
634,1,433068,1790,1663,259,1960,1608,1403,3,F
634,1,438317,1790,1618,255,0,1233,1031,2,F
698,1,349081,1280,916,0,0,1203,1008,2,F
612,1,346000,1430,1332,3391,0,1576,1408,3,F
619,1,322000,1430,1178,321,0,1066,888,2,F
614,1,434000,1750,1691,1259,0,1049,885,2,F
612,1,380600,1573,1359,2736,0,1534,1336,3,F
619,1,322000,1430,1336,1541,0,912,737,1,F
612,1,346000,1430,1329,2418,0,1610,1450,3,F
619,1,322000,1430,1366,5484,0,1475,1225,2,F
677,1,190920,700,670,0,0,1452,1161,2,F
698,1,300000,1500,1287,0,0,2283,1999,3,F
698,1,300000,1500,1366,0,0,999,769,2,F
698,1,300000,1500,1436,0,0,1057,835,2,F
691,2,1057707,0,0,247774,0,2182,1882,2,G
626,2,1253301,0,0,932323,0,1438,1179,2,G
675,1,111180,500,403,0,0,1003,758,2,F
675,1,111180,500,422,0,0,1056,852,2,F
405,1,4500,19,13,0,0,73,60,1,F
405,1,4500,19,11,0,0,66,52,1,F
479,1,16000,80,77,0,0,946,831,1,F
479,1,14400,72,64,0,0,820,718,1,F
698,1,378906,1452,1341,1607,0,2481,2190,4,F
629,1,148500,550,477,0,0,1065,854,1,F
614,1,439369,1826,1750,78,3181,2505,2261,3,F
694,1,400501,1650,1180,147,0,1764,1491,2,F
694,1,394420,1650,1532,384,1871,2082,1848,3,F
614,1,399135,1660,1609,763,3248,1497,1304,3,F
634,1,505928,1957,1689,0,6198,955,680,1,F
634,1,471648,1969,1761,351,0,1415,1186,2,F
614,1,457245,1814,1619,1621,11123,1605,1388,2,F
614,1,453758,1814,1216,318,0,1039,768,1,F
614,1,477400,1925,1806,2751,0,2060,1860,3,F
619,1,354200,1573,1499,9031,0,1537,1274,2,F
614,1,477400,1925,1838,88,0,1096,892,2,F
619,1,354200,1573,1517,1139,0,1066,900,2,F
698,1,330000,1650,1388,0,0,1572,1308,2,F
698,1,330000,1650,1401,0,0,1429,1156,2,F
675,1,122298,550,503,0,0,1742,1447,3,F
694,1,486200,1950,1704,0,0,2982,2629,4,F
694,1,486200,1950,1770,0,0,3498,3020,4,F
631,1,211320,840,776,0,0,1496,1229,2,F
631,1,211320,840,761,0,0,1709,1440,2,F
629,1,158500,600,528,0,0,2006,1761,2,F
694,1,470394,1950,1716,3504,4317,1429,1185,2,F
698,1,427827,1536,1426,186,6256,2385,2072,3,F
614,1,487206,1980,1878,79,10278,2000,1718,3,F
694,1,408503,1800,1731,616,8809,1420,1127,2,F
614,1,458261,1980,1873,90,0,1829,1542,2,F
634,1,470478,2112,1577,37,6299,1413,1120,2,F
694,1,432929,1800,1543,500,7881,1574,1327,2,F
619,1,386400,1716,1498,2576,0,1789,1552,3,F
622,2,761644,0,0,147172,0,1101,933,2,G
675,1,133416,600,520,0,0,1451,1128,2,F
698,1,1313000,2028,1874,0,0,2238,1986,3,F
698,1,1313000,2028,1776,0,0,1992,1686,3,F
698,1,447798,1716,1492,4,0,3306,2811,4,F
631,1,241380,909,762,0,0,1153,823,1,F
629,1,172000,650,501,0,0,1758,1468,2,F
694,1,441252,1950,1495,719,8615,1090,862,1,F
614,1,580110,2324,1903,4017,0,1386,1110,2,F
614,1,520827,2146,1926,187,0,1705,1415,2,F
614,1,534595,2158,1870,243,8853,1092,792,1,F
614,1,535027,2158,1836,357,0,1655,1405,2,F
694,1,460703,1950,1772,285,16658,2637,2328,4,F
634,1,555504,2327,2217,5,3446,2883,2598,4,F
698,1,453556,1664,1579,484,173,2935,2655,3,F
694,1,458537,1950,1724,2,64,1741,1442,2,F
698,1,390000,1950,1648,0,0,1276,902,2,F
694,1,471600,2340,2259,0,0,1661,1337,2,F
698,1,390000,1950,1855,0,0,1256,1016,2,F
694,1,471600,2340,2180,0,0,1402,1102,2,F
698,1,390000,1950,1820,0,0,2557,2231,3,F
698,1,390000,1950,1849,0,0,2213,1919,3,F
698,1,390000,1950,1862,0,0,2797,2502,3,F
698,1,390000,1950,1853,0,0,2058,1642,3,F
622,2,821902,0,0,540673,0,1833,1503,2,G
629,1,185500,700,596,0,0,1726,1383,2,F
694,1,503832,2100,1486,405,0,1190,897,1,F
614,1,577161,2288,2007,56,1459,1698,1393,2,F
614,1,548961,2324,2082,111,1,1800,1578,2,F
614,1,569672,2324,1877,20,0,1563,1210,2,F
698,1,440142,1664,1586,2188,1588,1870,1499,2,F
614,1,576876,2312,2069,47,34416,1327,983,1,F
614,1,582620,2324,2031,81,0,1779,1505,2,F
614,1,589824,2324,1929,12,0,2003,1725,2,F
619,1,450800,2002,1910,8741,0,1585,1353,2,F
614,1,607600,2450,2359,4467,0,3355,3044,4,F
699,1,644000,3220,2967,0,0,2221,1912,3,F
699,1,644000,3220,2602,0,0,2095,1764,3,F
673,1,228000,1140,1007,0,0,2765,2376,3,F
629,1,199000,750,644,0,0,2378,1949,2,F
673,1,228000,1140,1053,0,0,2578,2121,3,F
614,1,537403,2490,2081,217,0,1074,786,1,F
614,1,609778,2490,2231,70,8661,2661,2340,3,F
634,1,668947,2673,2331,27,37245,1374,1074,1,F
614,1,578658,2490,2302,435,15902,3004,2647,3,F
677,1,267288,980,932,0,0,1636,1239,2,F
694,1,543600,2700,2455,0,0,1838,1504,2,F
694,1,543600,2700,2373,0,0,2240,1769,2,F
732,2,2590926,0,0,1163906,0,2070,1605,2,G
675,1,166770,750,637,0,0,1635,1349,2,F
675,1,166770,750,565,0,0,1521,1187,2,F
675,1,166770,750,569,0,0,1679,1389,2,F
673,1,271500,1140,1004,0,0,2946,2327,3,F
673,1,271500,1140,1024,0,0,2358,1865,3,F
888,1,785440,2880,2613,690,365,2875,2547,3,F
629,1,212500,800,605,0,0,2013,1594,2,F
614,1,641859,2656,2324,316,0,1167,831,1,F
694,1,545897,2400,2187,615,6609,1647,1320,2,F
698,1,491612,2048,1854,0,0,4016,3537,4,F
614,1,606415,2656,2427,437,8373,2417,2000,3,F
614,1,643870,2644,2296,182,13668,2122,1791,2,F
677,1,305472,1120,985,0,0,2420,2037,2,F
694,1,578400,2880,2812,0,0,2693,2322,3,F
694,1,578400,2880,2728,0,0,2405,2021,3,F
698,1,480000,2400,2234,0,0,1954,1564,2,F
698,1,480000,2400,2227,0,0,2738,2222,3,F
698,1,480000,2400,1813,0,0,1900,1405,2,F
698,1,480000,2400,2302,0,0,3071,2622,3,F
622,2,1013557,0,0,317135,0,1628,1405,2,G
622,2,1013764,0,0,321148,0,2418,2100,3,G
622,2,1012365,0,0,482374,0,2221,1889,2,G
732,2,2753758,0,0,1382593,0,2295,1899,2,G
622,2,1013557,0,0,660324,0,2583,2318,3,G
675,1,177888,800,707,0,0,1653,1397,2,F
675,1,177888,800,708,0,0,2198,1875,2,F
458,1,32000,128,117,0,0,1409,1220,1,F
458,1,32000,128,121,0,0,1345,1145,1,F
622,1,898280,3582,3355,285,0,2016,1643,2,F
622,1,848520,3383,3222,926,1925,3209,2726,3,F
631,1,299370,1190,1059,0,0,1722,1361,2,F
673,1,258400,1292,807,0,0,1398,1001,1,F
631,1,318580,1190,1129,0,0,1833,1290,2,F
673,1,258400,1292,1048,0,0,2416,1928,2,F
631,1,318580,1190,1124,0,0,1728,1412,2,F
673,1,258400,1292,1098,0,0,2161,1782,2,F
698,1,557128,2176,1932,252,8621,3079,2732,3,F
634,1,718383,3043,2665,466,0,1203,851,1,F
634,1,837542,3401,3223,503,8119,3311,2842,3,F
634,1,800721,3043,2875,113,2806,2409,2019,2,F
694,1,619723,2550,2193,287,2039,1874,1496,2,F
698,1,590285,2176,1985,87,0,2315,2013,2,F
614,1,638180,2656,2494,791,5323,2527,2212,3,F
634,1,723450,3031,2721,1632,15235,3356,3023,3,F
634,1,772241,3019,2500,145,0,2472,2104,2,F
619,1,547400,2431,2123,3577,0,1975,1626,2,F
698,1,510000,2550,2319,0,0,2657,2337,2,F
694,1,612000,3060,2891,0,0,3045,2580,3,F
698,1,510000,2550,2433,0,0,2556,2114,2,F
694,1,614400,3060,2934,0,0,2668,2142,3,F
675,1,189006,850,679,0,0,1972,1649,2,F
631,1,337320,1260,918,0,0,1822,1442,2,F
673,1,273600,1368,1058,0,0,3120,2687,2,F
631,1,336080,1260,888,0,0,1985,1417,2,F
673,1,273600,1368,1184,0,0,2908,2250,2,F
631,1,334840,1260,873,0,0,1572,1199,1,F
634,1,773884,3222,2893,546,0,1334,994,1,F
614,1,738198,2988,2741,1405,18722,3554,3171,3,F
698,1,632007,2304,2115,2694,3387,2874,2509,3,F
698,1,614952,2304,2160,517,1185,2499,2059,2,F
634,1,769195,3222,3066,303,8184,3226,2794,3,F
614,1,737711,2988,2620,361,0,2641,2312,2,F
698,1,644372,2304,2097,190,0,2688,2323,2,F
694,1,654372,2700,1747,2929,16797,1519,1133,1,F
694,1,646522,2700,2494,1156,1283,2003,1671,2,F
694,1,586479,2700,2222,342,14959,1395,1034,1,F
634,1,806903,3222,3047,983,23360,4006,3573,4,F
614,1,781200,3150,2922,2500,0,1912,1561,2,F
677,1,324564,1190,1052,0,0,1701,1282,2,F
675,1,200124,900,801,0,0,845,381,1,F
675,1,200124,900,769,0,0,732,315,1,F
675,1,200124,900,677,0,0,1958,1656,2,F
691,2,1846385,0,0,567627,0,1556,1172,1,G
691,2,1849732,0,0,1175210,26302,1514,1151,1,G
691,2,1931611,0,0,856546,0,2387,1952,2,G
691,2,1926720,0,0,1399292,0,2152,1816,2,G
691,2,1932711,0,0,1331386,0,2207,2005,2,G
631,1,353580,1330,799,0,0,1474,1081,1,F
631,1,356060,1330,1235,0,0,2895,2334,3,F
673,1,288800,1444,988,0,0,1387,990,1,F
698,1,629688,2432,2334,688,16317,4774,4372,4,F
698,1,663289,2432,1451,0,0,1884,1335,2,F
698,1,664139,2432,2272,1529,0,1805,1460,2,F
698,1,600835,2432,2077,324,0,2954,2536,2,F
634,1,814602,3401,3116,575,3060,2811,2437,3,F
614,1,799521,3130,2211,837,7032,1966,1580,2,F
698,1,673686,2432,2274,262,0,2578,2200,2,F
634,1,843265,3401,2356,684,24519,2286,1965,2,F
889,1,2143463,4788,4382,17245,2,2984,2357,2,F
698,1,622352,2432,1495,171,0,1701,1376,1,F
614,1,793158,3142,2518,413,0,2321,1955,2,F
698,1,646737,2432,1960,72,0,2375,1978,2,F
889,1,2244789,4788,4400,196833,858,2857,2117,2,F
694,1,689028,2850,2747,916,21458,4254,3700,4,F
677,1,362748,1330,1220,0,0,1506,1073,1,F
677,1,362748,1330,1203,0,0,1451,996,1,F
677,1,362748,1330,1222,0,0,3233,2748,3,F
677,1,362748,1330,1232,0,0,1693,1251,1,F
677,1,362748,1330,1144,0,0,2038,1604,2,F
698,1,570000,2850,2198,0,0,2766,2215,2,F
622,2,1193619,0,0,738980,0,2010,1614,2,G
622,2,1201649,0,0,620058,0,1954,1532,2,G
691,2,2010808,0,0,1402901,0,2805,2369,2,G
631,1,352200,1400,1231,0,0,4005,3292,3,F
631,1,352200,1400,642,0,0,2315,1845,2,F
631,1,334590,1330,1219,0,0,2870,2469,3,F
631,1,354800,1380,893,0,0,1421,1000,1,F
673,1,304000,1520,1309,0,0,3681,3245,3,F
673,1,304000,1520,1343,0,0,2030,1487,2,F
629,1,266500,1000,727,0,0,2218,1691,2,F
631,1,372320,1400,1359,0,0,2552,1975,2,F
673,1,304000,1520,1266,0,0,2935,2249,2,F
673,1,304000,1520,1489,0,0,2190,1671,2,F
631,1,354820,1330,1264,0,0,2619,2186,2,F
694,1,670867,3000,2599,1573,12928,2523,2145,2,F
694,1,682346,3000,2835,851,0,4026,3612,3,F
694,1,708842,3000,2533,822,0,3650,3187,3,F
694,1,719949,3000,2539,164,0,1666,1280,1,F
698,1,703814,2560,1873,12,0,1706,1318,1,F
614,1,833604,3308,2451,370,0,2692,2322,2,F
698,1,700428,2560,2357,1076,5556,1870,1405,2,F
694,1,722077,3000,2185,64,0,1777,1365,1,F
694,1,713797,3000,2786,918,10407,3481,3041,3,F
694,1,708101,3000,2694,311,1009,2699,2346,2,F
694,1,704610,3000,2630,1695,6890,2400,2015,2,F
694,1,686159,3000,2341,252,0,1933,1466,1,F
614,1,868000,3500,3315,14047,0,3262,2849,3,F
694,1,721200,3600,3185,0,0,1851,1443,2,F
694,1,721200,3600,3192,0,0,2196,1749,2,F
698,1,600000,3000,2392,0,0,3268,2636,2,F
888,1,1030890,3779,3556,3649,1757,2472,2069,2,F
631,1,352200,1400,1220,0,0,1546,1138,1,F
629,1,283500,1050,852,0,0,2460,1834,2,F
673,1,319200,1596,1345,0,0,1596,1102,1,F
629,1,276500,1050,987,0,0,2662,2145,2,F
631,1,372540,1449,1004,0,0,1324,938,1,F
614,1,810902,3320,3030,348,37051,3778,3266,3,F
694,1,760416,3150,2821,182,0,4590,4250,4,F
614,1,869700,3474,3082,1835,7869,2322,1866,2,F
698,1,750536,2688,2389,211,0,2682,2331,2,F
694,1,761150,3150,2839,2737,27576,3179,2771,2,F
698,1,753016,2688,2401,559,12762,3424,3000,3,F
634,1,839000,3735,3102,623,0,3198,2731,2,F
634,1,856207,3759,3465,235,25409,4348,3860,4,F
698,1,706542,2560,2346,38,0,3352,2877,3,F
698,1,737222,2688,2571,899,14408,2117,1720,2,F
698,1,722018,2688,2463,179,0,2645,2249,2,F
698,1,675319,2560,2399,2057,9608,4983,4388,4,F
694,1,720003,3150,2854,85,17626,4244,3817,3,F
694,1,714355,3150,2937,1033,12299,2884,2409,2,F
614,1,830193,3486,3323,371,2418,4615,4185,4,F
612,1,726600,3003,2247,6073,0,4452,4045,4,F
614,1,911400,3675,1683,6063,0,2693,2402,2,F
614,1,911400,3675,2102,3689,0,2969,2629,3,F
614,1,911400,3675,3148,6210,0,1652,1286,1,F
677,1,400932,1469,1354,0,0,2035,1509,2,F
416,2,74800,0,0,35966,0,1532,1329,1,G
416,2,74800,0,0,21747,0,471,344,1,G
631,1,369810,1470,1332,0,0,3331,2688,3,F
631,1,387420,1540,1184,0,0,1249,690,1,F
631,1,387420,1540,1171,0,0,2598,2123,2,F
631,1,409800,1540,696,0,0,3192,2635,2,F
673,1,334400,1672,1581,0,0,3308,2713,2,F
629,1,297000,1100,779,0,0,2589,2110,2,F
631,1,411040,1540,1379,0,0,2846,2376,2,F
673,1,334400,1672,1215,0,0,1882,1482,1,F
698,1,759201,2816,2543,118,22653,4775,4283,4,F
694,1,793919,3300,3055,1536,11430,1738,1344,1,F
698,1,775888,2816,2489,262,0,4319,3800,3,F
698,1,787877,2816,1559,70,0,3260,2774,2,F
627,1,2178105,7913,6174,17922,18900,3425,2775,2,F
694,1,772058,3300,3078,1186,0,5580,4906,4,F
694,1,711169,3150,2855,102,1749,2679,2083,2,F
698,1,706175,2816,2673,738,845,3810,3363,3,F
694,1,764309,3300,2966,171,20983,2148,1605,1,F
694,1,784666,3300,2615,848,4261,3173,2747,2,F
698,1,762468,2816,2661,116,0,5111,4631,3,F
634,1,1005021,3938,3690,1894,13457,2840,2358,2,F
698,1,641670,2816,2037,31,0,2991,2517,2,F
612,1,761200,3146,2872,7027,0,4005,3632,3,F
614,1,954800,3850,3714,21316,0,3486,3055,3,F
614,1,954800,3850,3766,1479,0,4790,4291,4,F
677,1,420024,1540,1430,0,0,3749,3117,3,F
694,1,798000,3960,3289,0,0,2178,1641,2,F
694,1,798000,3960,3366,0,0,2039,1551,2,F
416,2,77000,0,0,35960,0,1532,1329,1,G
622,2,1385637,0,0,576847,0,2790,2357,2,G
416,2,77000,0,0,21715,0,471,345,1,G
416,2,77000,0,0,11749,0,1516,1388,1,G
622,2,1387471,0,0,824702,0,2906,2451,2,G
691,2,2360599,0,0,552896,0,2939,2474,2,G
631,1,405030,1610,1245,0,0,1194,634,1,F
631,1,440250,1750,1602,0,0,2159,1583,1,F
631,1,405030,1610,1484,0,0,1601,1065,1,F
629,1,307000,1150,1064,0,0,2084,1348,1,F
673,1,349600,1748,1645,0,0,4532,3933,3,F
673,1,349600,1748,1532,0,0,3294,2614,2,F
673,1,349600,1748,1650,0,0,4319,3722,3,F
629,1,307000,1150,1087,0,0,1801,1269,1,F
673,1,349600,1748,1653,0,0,2726,2115,2,F
673,1,349600,1748,1379,0,0,3533,2888,2,F
673,1,349600,1748,1578,0,0,2748,2110,2,F
673,1,349600,1748,1367,0,0,2242,1746,1,F
673,1,349600,1748,1652,0,0,2622,2011,2,F
629,1,310500,1150,1023,0,0,3596,2881,2,F
629,1,303500,1150,996,0,0,3623,2957,2,F
631,1,428540,1610,1102,0,0,3002,2410,2,F
634,1,1053224,4117,3699,660,0,2362,1927,2,F
634,1,969154,4117,3729,3280,0,2586,2099,2,F
698,1,807479,2944,2485,507,0,1900,1474,1,F
694,1,748476,3450,2105,488,0,2106,1667,1,F
698,1,757346,2944,2706,703,0,2267,1768,1,F
634,1,999993,4117,3887,797,41239,5553,4854,4,F
614,1,943700,3794,3365,574,21015,2297,1855,2,F
627,1,2290381,8277,6738,129167,24,3378,2606,2,F
612,1,795800,3289,2635,279,0,5079,4581,3,F
614,1,998200,4025,3760,3097,0,2477,2102,2,F
612,1,761200,3146,2970,745,0,4135,3727,3,F
614,1,998200,4025,3708,3409,0,4071,3622,3,F
614,1,998200,4025,2760,10538,0,3697,3315,3,F
614,1,998200,4025,3476,4522,0,2294,1953,2,F
677,1,439116,1609,1450,0,0,4331,3727,3,F
677,1,439116,1609,1269,0,0,2505,1967,2,F
