AIRCRAFT_TYPE,AIRCRAFT_CONFIG,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,RAMP_TO_RAMP,AIR_TIME,DISTANCE_GROUP,CLASS
675,1,255714,1150,1046,0,0,3820,3296,3,F
675,1,244596,1100,1009,0,0,4108,3721,3,F
675,1,230000,1150,1096,0,0,3682,3167,2,F
675,1,230000,1150,916,0,0,3358,2861,2,F
608,1,717600,2640,2486,1529,1008,3959,3556,3,F
608,1,717600,2640,2380,1,1293,3665,3161,3,F
631,1,440250,1750,1462,0,0,2605,1988,2,F
631,1,405030,1610,1157,0,0,1896,1491,1,F
629,1,324000,1200,1059,0,0,3528,2812,2,F
629,1,324000,1200,925,0,0,3945,3314,2,F
631,1,447280,1680,1489,0,0,3793,3158,2,F
629,1,320500,1200,1061,0,0,2797,2170,2,F
614,1,971593,3972,3522,201,0,2464,1993,2,F
634,1,1200038,4463,3576,27,7209,3137,2540,2,F
694,1,859025,3600,3070,610,7504,2883,2440,2,F
614,1,1009889,3936,3383,4871,14152,2556,2054,2,F
634,1,938261,4117,3898,493,0,5314,4840,4,F
694,1,846278,3600,2282,388,0,1835,1351,1,F
622,1,999794,4056,3552,1252,0,10354,9830,7,F
622,1,996961,4056,3711,5028,0,10426,9826,7,F
614,1,948399,3972,3779,5719,27470,4942,4384,4,F
634,1,1014240,4296,4189,491,0,6149,5423,4,F
694,1,768301,3600,2917,229,0,1979,1536,1,F
698,1,654428,3072,2327,219,0,2021,1444,1,F
622,1,1158310,4056,3052,5865,0,9492,9038,7,F
622,1,1156427,4056,3450,1858,0,9395,8906,7,F
698,1,779974,3072,2594,377,0,2309,1896,2,F
614,1,1041600,4200,3865,2184,0,2416,2030,2,F
612,1,830400,3432,3238,3203,0,4580,4142,3,F
612,1,830400,3432,3283,996,0,5175,4728,3,F
614,1,1041600,4200,4050,2376,0,2947,2521,2,F
614,1,1041600,4200,3856,1103,0,3388,2931,2,F
677,1,458208,1680,1627,0,0,3153,2621,2,F
677,1,458208,1679,1289,0,0,2363,1847,2,F
677,1,458208,1679,1547,0,0,4219,3618,3,F
677,1,439116,1610,1365,0,0,2362,1908,2,F
694,1,868800,4320,3723,0,0,2096,1555,1,F
694,1,868800,4320,3458,0,0,2556,1837,1,F
416,2,84000,0,0,40688,0,1796,1630,1,G
675,1,240000,1200,962,0,0,3134,2557,2,F
479,1,38400,192,176,0,0,1986,1672,1,F
631,1,440250,1750,1602,0,0,4439,3827,3,F
673,1,380000,1900,1698,0,0,4249,3519,2,F
631,1,466020,1750,1516,0,0,3135,2527,2,F
614,1,1000021,4138,4020,2585,11777,6766,6127,4,F
698,1,792164,3200,2770,73,0,5458,4872,3,F
614,1,1018725,4126,3610,2093,21199,4310,3666,3,F
614,1,992355,4138,3660,3285,0,2817,2274,2,F
698,1,876454,3200,2745,3913,0,4688,4034,3,F
698,1,851692,3200,2893,384,13475,3973,3299,2,F
614,1,955614,4102,4022,591,21700,3264,2442,2,F
614,1,921417,4138,3668,167,2678,3109,2458,2,F
698,1,890467,3200,2777,1068,1429,3344,2845,2,F
614,1,1085000,4375,4063,12170,0,2923,2385,2,F
614,1,1085000,4375,3748,8631,0,3262,2825,2,F
677,1,477300,1750,1666,0,0,2361,1739,1,F
698,1,750000,3750,3543,0,0,2104,1558,1,F
698,1,750000,3750,3589,0,0,3005,2390,2,F
698,1,750000,3750,3157,0,0,2737,2050,2,F
698,1,750000,3750,3477,0,0,2151,1393,1,F
698,1,750000,3750,3592,0,0,3528,2879,2,F
416,2,88400,0,0,40799,0,1612,1453,1,G
631,1,457860,1820,1693,0,0,3899,3301,2,F
631,1,457860,1820,1519,0,0,2398,1888,1,F
631,1,484760,1820,1369,0,0,3759,3211,2,F
673,1,395200,1976,1878,0,0,4531,3928,3,F
631,1,487240,1820,1537,0,0,4181,3467,3,F
673,1,395200,1976,1538,0,0,2454,1791,1,F
631,1,484760,1820,1409,0,0,3391,2687,2,F
629,1,344000,1300,1036,0,0,3422,2784,2,F
673,1,395200,1976,1876,0,0,2957,2403,2,F
629,1,351000,1300,857,0,0,2930,2272,2,F
673,1,395200,1976,1856,0,0,2646,1984,1,F
629,1,344000,1300,1034,0,0,3823,3293,2,F
698,1,923286,3328,2976,92,0,2323,1790,2,F
634,1,1099589,4654,4320,1002,9892,2656,2108,2,F
694,1,916944,3900,3602,91,0,3742,3218,2,F
614,1,1128400,4550,4367,5586,0,3451,2976,2,F
612,1,830400,3432,3362,5171,0,5018,4494,4,F
612,1,934200,3861,3680,1221,0,4699,4132,3,F
612,1,899600,3718,3526,6116,0,6369,5728,4,F
614,1,1128400,4550,3776,1335,0,3176,2730,2,F
698,1,780000,3900,3208,0,0,2971,2372,2,F
694,1,942000,4680,3677,0,0,3674,3054,2,F
698,1,780000,3900,3388,0,0,2890,2297,2,F
694,1,942000,4680,4463,0,0,4297,3573,2,F
698,1,780000,3900,3674,0,0,2894,2159,2,F
416,2,91000,0,0,40799,0,1609,1453,1,G
612,1,886237,3303,2861,122,7052,2839,2350,2,F
612,1,886237,3303,2982,816,7011,3177,2555,2,F
675,1,289068,1300,1231,0,0,2518,1888,2,F
675,1,289068,1300,1208,0,0,1556,957,1,F
675,1,289068,1300,880,0,0,1574,943,1,F
479,1,41600,208,114,0,0,1458,1207,1,F
479,1,41600,208,93,0,0,1412,1194,1,F
479,1,41600,208,193,0,0,2085,1772,1,F
631,1,510690,2030,1906,0,0,2763,2034,2,F
631,1,475470,1890,1722,0,0,3388,2626,2,F
631,1,457860,1820,1681,0,0,2465,1891,1,F
631,1,503500,1890,1573,0,0,4640,3998,3,F
673,1,410400,2052,1860,0,0,4266,3504,3,F
629,1,364500,1350,1016,0,0,2929,2267,2,F
673,1,410400,2052,1387,0,0,2233,1572,1,F
673,1,410400,2052,1997,0,0,2633,1832,1,F
629,1,364500,1350,1134,0,0,3914,3104,2,F
634,1,1115121,4821,4385,2034,29315,5432,4751,3,F
634,1,1181822,4833,3896,3289,14285,2905,2300,2,F
614,1,1107148,4410,3647,2449,12484,3174,2694,2,F
698,1,967461,3456,2703,542,5063,3951,3419,2,F
698,1,912709,3456,3283,1082,17166,2715,2180,2,F
614,1,1049430,4410,3716,444,2777,3566,3062,2,F
612,1,934200,3861,3488,2312,0,6471,6022,4,F
614,1,1171800,4725,4554,12594,0,6626,6136,4,F
614,1,1171800,4725,4330,22565,0,7495,6622,4,F
614,1,1171800,4725,4551,7042,0,4352,3760,3,F
614,1,1171800,4725,4227,5294,0,3219,2751,2,F
677,1,515484,1890,1667,0,0,1191,534,1,F
677,1,515484,1890,1616,0,0,3439,2763,2,F
740,2,5177242,0,0,2198850,0,3781,2932,2,G
614,1,967900,3840,2610,569,0,5020,4498,4,F
698,1,1013500,3584,3163,466,0,2972,2386,2,F
622,1,1301100,4754,2489,0,0,3313,2524,2,F
614,1,1126200,4480,4196,80,0,4003,3130,2,F
699,1,1405600,5068,4330,250,5277,7068,6225,4,F
698,1,1013500,3584,3296,431,3077,2823,2236,2,F
694,1,1127491,4640,4451,922,257,4696,4025,3,F
631,1,510690,2030,1686,0,0,2669,2025,1,F
631,1,493080,1960,1643,0,0,3126,2576,2,F
631,1,524720,1960,1767,0,0,4913,4218,3,F
673,1,425600,2128,1880,0,0,4492,3481,2,F
629,1,378000,1400,1111,0,0,2252,1630,1,F
629,1,378000,1400,1040,0,0,2482,1952,1,F
614,1,1020305,4576,4160,915,359,3481,2933,2,F
634,1,1094514,5012,4629,167,0,6544,5733,3,F
634,1,1170629,4833,4488,480,0,5217,4687,3,F
614,1,1215200,4900,4400,951,0,4730,4234,3,F
698,1,840000,4200,3949,0,0,5331,4772,3,F
698,1,840000,4200,3838,0,0,3447,2848,2,F
694,1,1016400,5040,4765,0,0,4228,3453,2,F
698,1,840000,4200,3890,0,0,6339,5555,3,F
698,1,840000,4200,3981,0,0,3960,3121,2,F
694,1,1013600,5040,4466,0,0,4530,3850,3,F
699,1,1276800,6384,5775,0,0,6147,5620,4,F
699,1,1276800,6384,5583,0,0,6966,6147,4,F
694,1,1013600,5040,4792,0,0,4161,3463,2,F
638,1,525460,2015,1648,0,0,3165,2479,2,F
675,1,311304,1400,1038,0,0,2936,2363,2,F
675,1,280000,1400,1158,0,0,4293,3443,2,F
614,1,1166600,4640,3826,195,521,4768,3401,2,F
699,1,1455800,5249,4379,201,2423,6998,6063,4,F
622,1,1351200,4938,3286,0,0,3568,2967,2,F
631,1,501885,1890,1193,0,0,3287,2635,2,F
629,1,388000,1450,1346,0,0,2490,1728,1,F
631,1,538270,2030,1587,0,0,3775,2996,2,F
634,1,1251431,5191,4615,3997,41631,5065,4241,3,F
634,1,1268046,5191,4558,1502,0,3786,3223,2,F
627,1,2943917,10556,9532,175205,9451,4168,3271,2,F
698,1,1029335,3712,3446,1307,12336,3147,2485,2,F
887,1,2330529,6351,5596,54130,1818,4864,3659,2,F
627,1,2919836,10556,9571,111333,592,3836,3092,2,F
612,1,1003400,4147,3896,1841,0,4072,3524,3,F
614,1,1302000,5250,4516,3713,0,4131,3608,2,F
614,1,1258600,5075,4540,8163,0,7550,6455,4,F
612,1,1003400,4147,3210,409,0,4633,4131,3,F
677,1,553668,2030,1757,0,0,5151,4470,3,F
694,1,1044000,5220,5027,0,0,5792,4673,3,F
694,1,1045200,5220,4719,0,0,4723,4007,3,F
694,1,1053600,5220,4577,0,0,4647,3946,2,F
698,1,870000,4350,4100,0,0,3930,3399,2,F
698,1,870000,4350,4038,0,0,6787,5863,3,F
698,1,870000,4350,4210,0,0,4024,3229,2,F
694,1,1049800,5220,4442,0,0,3961,3283,2,F
694,1,1044000,5220,4446,0,0,4108,3390,2,F
694,1,1044000,5220,4242,0,0,3972,3417,2,F
694,1,1049800,5220,4925,0,0,3738,2853,2,F
694,1,1049800,5220,4613,0,0,5088,4494,3,F
694,1,1049800,5220,4846,0,0,3919,3247,2,F
694,1,1038200,5220,4690,0,0,3573,2833,2,F
694,1,1049800,5220,4826,0,0,3927,3177,2,F
638,1,565880,2173,1885,23,0,3662,2883,2,F
638,1,586090,2249,1099,0,0,2557,1902,1,F
638,1,586090,2249,1213,0,0,2455,1718,1,F
614,1,1279360,5088,4548,1673,2297,5593,4826,3,F
614,1,1279360,5088,4472,3374,0,4860,3962,3,F
675,1,322422,1450,1104,0,0,2350,1760,1,F
675,1,311304,1400,1155,0,0,2286,1747,1,F
699,1,1551000,5610,4970,0,0,3266,2559,2,F
699,1,1551000,5610,5219,5603,17270,3185,2431,2,F
694,1,1127491,4633,4272,3000,0,5368,4547,3,F
694,1,1088612,4477,4155,4997,0,4653,4007,3,F
694,1,1166370,4791,4616,934,717,5309,4654,3,F
631,1,528300,2100,1101,0,0,1508,789,1,F
631,1,528300,2100,1074,0,0,1635,926,1,F
629,1,401500,1500,1377,0,0,2938,2238,2,F
631,1,562200,2100,1822,0,0,4063,3280,2,F
629,1,398000,1500,1409,0,0,3688,2948,2,F
673,1,456000,2280,2140,0,0,3705,2890,2,F
631,1,560960,2100,1635,0,0,4205,3476,2,F
629,1,401500,1500,1231,0,0,3347,2703,2,F
629,1,401500,1500,1230,0,0,3246,2564,2,F
631,1,562200,2100,1821,0,0,4303,3398,2,F
629,1,398000,1500,1002,0,0,3148,2541,2,F
627,1,2836187,10920,9692,64061,94184,12598,11911,7,F
634,1,1299030,5370,4629,694,0,3800,3191,2,F
627,1,3031887,10920,10120,344222,42972,11691,10842,7,F
887,1,2421885,6570,6022,314830,13993,4260,3393,2,F
698,1,979905,3840,3015,639,0,2820,2096,1,F
634,1,1256246,5370,5095,345,39216,4779,4153,2,F
634,1,1222413,5358,4659,1139,6242,4553,3799,3,F
612,1,1038000,4290,4156,7094,0,6067,5545,4,F
614,1,1302000,5250,4468,7290,0,4374,3823,2,F
612,1,1038000,4290,4114,5114,0,7565,6396,4,F
612,1,1038000,4290,4158,1784,0,6491,5951,4,F
677,1,572760,2099,1973,0,0,4624,3833,3,F
699,1,1380000,6900,6530,0,0,4162,3286,2,F
699,1,1380000,6900,5709,0,0,5787,5062,3,F
698,1,900000,4500,4265,0,0,6232,5512,3,F
694,1,1082400,5400,4684,0,0,5675,4752,3,F
698,1,900000,4500,4166,0,0,6180,5492,4,F
698,1,900000,4500,3970,0,0,3028,2451,2,F
694,1,1083600,5400,4906,0,0,5404,4443,3,F
698,1,900000,4500,4042,0,0,5250,4502,3,F
699,1,1380000,6900,5791,0,0,3878,3036,2,F
699,1,1380000,6900,6024,0,0,5128,4413,3,F
698,1,900000,4500,4238,0,0,5439,4776,3,F
698,1,900000,4500,4019,0,0,3491,2603,2,F
698,1,900000,4500,4253,0,0,5717,5053,3,F
699,1,1380000,6900,5830,0,0,3450,2644,2,F
694,1,1094400,5400,5262,0,0,6810,6007,4,F
699,1,1380000,6900,6427,0,0,4050,3318,2,F
694,1,1087200,5400,4884,0,0,6681,6033,4,F
694,1,1110000,5400,5282,0,0,4667,4009,3,F
694,1,1092000,5400,5107,0,0,2729,1901,1,F
699,1,1380000,6900,6484,0,0,4752,4091,2,F
694,1,1081200,5400,4952,0,0,6191,5439,4,F
698,1,900000,4500,4247,0,0,6208,5487,4,F
694,1,1083600,5400,4881,0,0,5341,4699,3,F
694,1,1104000,5400,5035,0,0,4033,3459,2,F
699,1,1380000,6900,6608,0,0,5069,4380,3,F
699,1,1380000,6900,6379,0,0,2552,1925,1,F
699,1,1380000,6900,5959,0,0,3564,2897,2,F
698,1,900000,4500,4193,0,0,6227,5537,4,F
698,1,900000,4500,4219,0,0,3817,2955,2,F
699,1,1380000,6900,6328,0,0,3416,2507,2,F
694,1,1105200,5400,5148,0,0,7391,6495,4,F
698,1,900000,4500,4243,0,0,6637,5973,4,F
699,1,1380000,6900,6482,0,0,4541,3779,2,F
694,1,1087200,5400,4934,0,0,7752,6635,4,F
694,1,1110000,5400,5291,0,0,5112,4362,3,F
694,1,1092000,5400,4940,0,0,3092,2257,1,F
699,1,1380000,6900,6037,0,0,4553,3634,2,F
694,1,1084800,5400,5089,0,0,7638,6518,4,F
698,1,900000,4500,4107,0,0,7504,6384,4,F
698,1,900000,4500,4175,0,0,3001,2338,2,F
694,1,1084800,5400,4543,0,0,6090,5329,3,F
699,1,1380000,6900,6308,0,0,4209,3337,2,F
699,1,1380000,6900,6262,0,0,4603,3723,3,F
699,1,1380000,6900,6107,0,0,2672,1701,1,F
699,1,1380000,6900,6556,0,0,4169,3368,2,F
698,1,900000,4500,4031,0,0,6733,5890,4,F
694,1,1092000,5400,4029,0,0,3221,2597,2,F
698,1,870000,4350,3682,0,0,4365,3529,2,F
694,1,1074000,5400,4741,0,0,3487,2775,2,F
698,1,870000,4350,3987,0,0,4203,3312,2,F
634,1,1227201,5373,4766,923,0,5155,4398,3,F
634,1,1186121,5195,4770,14054,0,4477,3650,3,F
675,1,333540,1500,1222,0,0,4599,3906,3,F
675,1,322422,1450,1273,0,0,5021,4404,3,F
699,1,1602700,5797,5483,1686,227,7604,6581,4,F
673,1,471200,2356,1950,0,0,2886,2101,1,F
673,1,471200,2356,1922,0,0,2997,2194,1,F
629,1,415000,1550,1379,0,0,3340,2622,2,F
673,1,471200,2356,1809,0,0,4913,4164,2,F
629,1,415000,1550,1101,0,0,2903,2205,1,F
673,1,471200,2356,2193,0,0,5148,4188,2,F
673,1,471200,2356,1889,0,0,4532,3814,2,F
698,1,1102165,3968,3211,14,0,2329,1792,1,F
694,1,1088106,4650,4354,186,0,6900,6119,4,F
614,1,1221212,5122,4866,242,10318,6569,5856,4,F
694,1,1115534,4650,4038,2019,13909,3376,2664,2,F
694,1,1081322,4650,4094,697,3066,3153,2509,2,F
634,1,1394238,5549,4744,0,40600,4110,3512,2,F
612,1,1072600,4433,3996,3239,0,4862,4149,3,F
698,1,930000,4650,4458,0,0,6215,5120,3,F
699,1,1426000,7130,6614,0,0,4198,3613,2,F
694,1,1126800,5580,5280,0,0,2588,1925,1,F
694,1,1149600,5580,5327,0,0,4610,3454,2,F
694,1,1126800,5580,5338,0,0,2633,1842,1,F
675,1,344658,1550,1394,0,0,4817,3976,3,F
675,1,344658,1550,1343,0,0,5268,4641,3,F
626,2,3920321,0,0,1946318,279975,4421,3752,3,G
699,1,1388800,6400,5404,0,0,6998,6327,4,F
699,1,1388800,6400,5414,0,0,8730,7221,4,F
694,1,1440725,5907,4522,1599,65,3343,2551,1,F
694,1,1440725,5906,5168,11066,1286,3023,2141,1,F
631,1,563520,2240,1961,0,0,4383,3619,2,F
631,1,597200,2240,1743,0,0,5275,4274,3,F
694,1,1139462,4800,4612,2301,13670,8321,7568,4,F
634,1,1309313,5716,5316,477,8776,6065,5335,3,F
698,1,1136123,4096,3890,214,4306,4399,3742,2,F
614,1,1432200,5775,5118,2890,0,4041,3350,2,F
614,1,1388800,5600,5247,5419,0,7284,6571,4,F
614,1,1388800,5600,5184,5345,0,3486,2917,2,F
612,1,1141800,4719,4319,4652,0,4053,3534,2,F
614,1,1388800,5600,5312,17855,0,8048,6949,4,F
612,1,1107200,4576,4049,7127,0,3774,3246,2,F
677,1,610944,2240,1891,0,0,5091,4255,3,F
698,1,960000,4800,4642,0,0,4425,3685,2,F
698,1,960000,4800,4263,0,0,5007,4061,2,F
626,2,4053241,0,0,2592196,27897,4935,4330,3,G
629,1,442000,1650,1445,0,0,3039,2289,1,F
673,1,501600,2508,2034,0,0,4792,3752,2,F
634,1,1475727,5907,5265,530,59489,6306,5490,3,F
698,1,1105723,4224,3938,1118,52500,3104,2419,1,F
614,1,1432200,5775,5318,1325,0,5598,4851,3,F
614,1,1432200,5775,5196,7280,0,4849,4203,2,F
612,1,1141800,4719,4278,3555,0,3470,2857,2,F
677,1,630036,2309,2209,0,0,5324,4588,2,F
694,1,1191600,5940,5468,0,0,3036,2324,2,F
694,1,1191600,5940,5574,0,0,3548,2783,2,F
740,2,6340967,0,0,2861762,0,4790,3891,2,G
675,1,366894,1650,1458,0,0,4078,3300,2,F
675,1,366894,1650,1207,0,0,3811,3040,2,F
614,1,1363000,5440,4423,1286,39,3852,2913,2,F
629,1,452000,1700,1613,0,0,4141,3246,2,F
698,1,1173503,4224,3904,320,0,4440,3709,2,F
694,1,1213420,5100,4826,9985,6089,4709,3949,2,F
634,1,1402794,6086,5667,936,30119,4298,3322,2,F
614,1,1432200,5775,5383,6857,0,7572,6824,4,F
694,1,1251600,6120,5791,0,0,6357,5390,3,F
675,1,378012,1700,1381,0,0,2594,1937,1,F
888,1,1718150,6300,5660,4926,0,5559,4811,3,F
629,1,465500,1750,1473,0,0,2439,1604,1,F
673,1,532000,2660,2369,0,0,6186,5301,3,F
694,1,1263884,5250,4739,3690,11064,3730,2946,2,F
698,1,1228073,4480,3967,2474,10332,4028,3109,2,F
694,1,1216233,5100,4905,248,0,8453,7373,4,F
698,1,1148023,4352,3980,235,0,4981,4290,2,F
634,1,1499656,6265,5720,598,6559,4823,3969,2,F
698,1,1032355,4480,4076,12,810,4599,3872,2,F
614,1,1519000,6125,5859,5383,0,4983,4254,3,F
614,1,1519000,6125,5678,7416,0,7091,6310,4,F
612,1,1211000,5005,4406,3868,0,6138,5525,3,F
612,1,1211000,5005,4586,2922,0,4302,3672,2,F
614,1,1519000,6125,5159,5450,0,7682,7042,3,F
614,1,1519000,6125,5689,7865,0,4898,4266,2,F
694,1,1294800,6300,5851,0,0,5764,4799,3,F
626,2,4305903,0,0,2576162,0,4926,4147,2,G
626,2,4308926,0,0,3056879,0,5298,4601,2,G
675,1,389130,1750,1561,0,0,2701,2001,1,F
675,1,400248,1800,1694,0,0,2755,1957,1,F
675,1,378012,1700,1456,0,0,3577,2866,2,F
888,1,1767240,6480,6096,2003,1784,6050,5287,3,F
631,1,633960,2520,2229,0,0,6388,5509,3,F
629,1,469000,1750,1487,0,0,5408,4377,2,F
629,1,486000,1800,1519,0,0,3682,2803,2,F
629,1,479000,1800,1546,0,0,3616,2809,1,F
629,1,475500,1800,1418,0,0,4208,3403,2,F
614,1,1464422,5964,5509,3509,21074,5772,5082,3,F
694,1,1263845,5400,4873,2797,22176,9160,7881,4,F
614,1,1562400,6300,4411,20632,0,5435,4701,2,F
677,1,687312,2520,2188,0,0,4877,3992,2,F
675,1,400248,1800,1612,0,0,4225,3266,2,F
691,2,3860657,0,0,2547707,24458,5626,4967,3,G
888,1,1816330,6660,6261,14700,15768,6940,5956,3,F
698,1,1240056,4752,4559,3415,159,8209,7326,4,F
698,1,1205610,4619,4346,7666,3989,9777,7978,4,F
631,1,651570,2590,2012,0,0,2512,1800,1,F
629,1,499500,1850,1585,0,0,4034,3194,2,F
634,1,1647839,6623,6129,963,43297,8392,7529,3,F
634,1,1650380,6432,5611,5066,49414,4055,3206,2,F
698,1,1282143,4608,4159,189,0,5059,4362,3,F
694,1,1274427,5550,5164,854,17563,7800,6991,4,F
698,1,1300637,4736,4461,758,13284,3006,2287,1,F
614,1,1496393,6094,5570,1118,47024,9412,8153,4,F
694,1,1344205,5700,5281,1549,21376,5603,4641,2,F
612,1,1280200,5291,4737,917,0,3676,3063,2,F
612,1,1280200,5291,4958,13681,0,5656,5026,3,F
612,1,1280200,5291,4990,4064,0,7631,6880,4,F
612,1,1280200,5291,4886,3250,0,7428,6723,4,F
614,1,1605800,6475,6252,6723,0,8330,7622,4,F
675,1,411366,1850,1478,0,0,5210,4278,2,F
629,1,506000,1900,1568,0,0,3862,3004,2,F
629,1,506000,1900,1382,0,0,3745,2811,2,F
698,1,1342729,4864,4290,6000,12898,5541,4479,2,F
612,1,1280200,5291,5135,7039,0,8039,7112,4,F
612,1,1314800,5434,4814,5181,0,5041,4316,2,F
612,1,1185240,4216,3939,4141,3993,6008,5144,3,F
675,1,433602,1950,1542,0,0,3652,2725,1,F
612,1,1349400,5577,5182,9331,0,6025,5396,2,F
612,1,1220100,4340,4029,1856,0,5355,4405,3,F
612,1,1349400,5577,4784,7185,0,4142,3552,2,F
698,1,1257230,4992,4248,610,0,4302,3403,2,F
698,1,1378403,4992,4415,3569,0,3658,2895,2,F
694,1,1428551,6000,5580,9102,23238,5546,4438,2,F
673,1,608000,3040,2804,0,0,4713,3713,2,F
405,1,180000,760,382,0,0,3470,2829,1,F
698,1,1382661,4992,4638,441,2148,5131,4503,2,F
673,1,608000,3040,2826,0,0,4704,3576,2,F
629,1,529500,2000,1453,0,0,2945,2083,1,F
698,1,1371985,4992,4750,1089,9758,5363,4332,2,F
698,1,1380308,5248,3950,210,0,5008,4110,2,F
698,1,1443020,5248,3976,92,0,4365,3565,2,F
694,1,1464197,6150,4739,620,0,3375,2592,1,F
694,1,1501396,6300,5843,3087,25177,6226,4846,2,F
698,1,1322189,5248,5009,1674,21481,4882,3797,2,F
698,1,1452029,5248,4051,39,0,4798,3951,2,F
614,1,1779400,7175,6430,3863,0,4203,3363,2,F
614,1,1779400,7175,6641,8682,0,5316,4588,2,F
405,1,180000,760,351,0,0,3414,2686,1,F
698,1,1308948,5016,4557,7710,1601,3091,2212,1,F
673,1,638400,3192,2660,0,0,6505,5414,2,F
673,1,638400,3192,2630,0,0,4054,2994,1,F
673,1,638400,3192,2448,0,0,3055,2009,1,F
629,1,556500,2100,1887,0,0,3834,2740,1,F
673,1,638400,3192,2797,0,0,4417,3436,1,F
698,1,1450992,5376,4866,2812,0,5368,4457,2,F
634,1,1804225,7518,6536,2061,23689,6045,5170,2,F
612,1,1418600,5863,4751,15999,0,9261,8474,3,F
614,1,1822800,7350,5983,23466,0,6279,5265,3,F
608,1,1285700,4729,4337,0,0,7447,6356,3,F
698,1,1343394,5148,4489,1083,48,3363,2603,1,F
673,1,653600,3268,3017,0,0,6219,4925,2,F
694,1,1394121,6450,5042,83,0,3442,2561,1,F
694,1,1498183,6450,6246,1556,1628,9454,8507,3,F
608,1,1285700,4728,4378,1512,168,6821,5475,3,F
631,1,757230,3010,2565,0,0,7608,6287,3,F
614,1,1812400,7280,6246,2266,56522,7151,6100,3,F
634,1,1851767,7876,7006,1511,13487,9142,8249,4,F
634,1,1931438,7876,7196,1178,255,5891,5018,2,F
698,1,1423502,5632,5065,482,8914,5276,4269,2,F
614,1,1909600,7700,7402,7872,0,5769,4878,2,F
614,1,1909600,7700,7077,6124,0,5738,5015,2,F
631,1,827670,3290,3004,0,0,5606,4458,2,F
629,1,600500,2250,1747,0,0,5438,4479,2,F
694,1,1598251,6750,6406,5090,18839,8760,7661,3,F
699,1,2070000,10350,9407,0,0,6771,5191,2,F
699,1,2070000,10350,9732,0,0,7721,5849,2,F
673,1,699200,3496,3249,0,0,4779,3533,2,F
673,1,699200,3496,3110,0,0,7436,6365,2,F
673,1,699200,3496,3231,0,0,6976,5930,2,F
634,1,1865886,8234,7491,18225,25930,10944,9732,4,F
634,1,2154661,8389,7767,15937,7241,6872,5501,2,F
614,1,1805350,7612,6859,418,43975,8211,7248,3,F
698,1,1631725,5888,5284,446,0,6514,5438,2,F
675,1,511428,2300,2129,0,0,6332,5405,2,F
405,1,207000,874,381,0,0,3677,2986,1,F
694,1,1788434,7360,6261,1727,0,12167,10397,4,F
629,1,617500,2300,1757,0,0,5615,4337,2,F
673,1,714400,3572,2847,0,0,6448,5455,2,F
694,1,1642081,7050,6450,9437,18913,10449,9090,4,F
698,1,1604832,5888,5287,169,0,5499,4606,2,F
634,1,1959851,8401,6895,4324,42659,9824,8590,4,F
622,1,2267265,7943,7486,6677,89632,11607,10185,4,F
694,1,1677356,7050,6692,6438,21421,10626,9479,4,F
614,1,2039800,8225,7485,27946,0,6679,5473,2,F
614,1,2039800,8225,7583,40569,0,5994,5135,2,F
677,1,897324,3289,3090,0,0,6835,5581,2,F
405,1,202500,855,385,0,0,3813,3048,1,F
614,1,1956960,7680,7288,7102,417,10832,9503,4,F
656,1,1795190,7427,7061,3605,6016,8314,7205,3,F
614,1,1956860,7679,7342,16456,19662,13164,10873,4,F
629,1,641000,2400,2134,0,0,4841,3611,2,F
614,1,1887524,7944,7395,482,11828,8905,7950,3,F
622,1,2261341,8112,7386,10665,44602,10709,9213,4,F
612,1,1660800,6864,6423,3298,0,9288,8556,3,F
656,1,1833360,7583,7029,2608,58,7921,6802,3,F
694,1,1827313,7499,6666,729,0,10779,9185,4,F
631,1,862890,3430,3165,0,0,6122,4926,2,F
631,1,862890,3430,2769,0,0,4206,3124,1,F
631,1,862890,3430,2522,0,0,4283,2945,1,F
629,1,658000,2450,1877,0,0,7125,5865,2,F
629,1,631000,2350,2083,0,0,6114,4972,2,F
673,1,744800,3724,2747,0,0,7919,6580,2,F
614,1,1975044,8098,7447,1648,6423,11230,10051,4,F
634,1,2182461,8759,7755,4512,10884,7262,6059,2,F
612,1,1660800,6864,6315,21866,0,11826,10533,4,F
675,1,490000,2450,2193,0,0,7055,5675,2,F
675,1,548134,2500,2024,0,0,3624,2797,1,F
629,1,671500,2500,2016,0,0,3300,2154,1,F
629,1,671500,2500,1892,0,0,3402,2153,1,F
631,1,931665,3500,2878,0,0,8273,7058,3,F
614,1,2044645,8288,5427,52536,3227,15042,14069,5,F
614,1,2170000,8750,7861,17156,0,6822,5912,2,F
675,1,560826,2550,1858,0,0,3903,3189,1,F
631,1,949310,3570,2245,0,0,8101,6734,3,F
629,1,664500,2500,1912,0,0,4596,3053,1,F
673,1,775200,3876,3307,0,0,7290,6141,2,F
612,1,1764600,7293,6809,7460,0,11613,10486,3,F
461,1,305500,1410,730,0,0,4423,3602,1,F
461,1,299000,1380,758,0,0,4991,4252,1,F
629,1,681500,2550,828,0,0,3389,2270,1,F
629,1,695000,2600,1949,0,0,5510,4231,2,F
629,1,698500,2600,1185,0,0,2321,1213,1,F
629,1,691500,2600,1975,0,0,5633,4367,2,F
629,1,681500,2550,787,0,0,3696,2687,1,F
614,1,2168304,8620,7204,2650,16993,5687,4519,2,F
