ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED
10140,11292,23,23
10397,11292,23,23
10800,11292,23,23
11193,11292,23,23
11292,10140,23,23
11292,11298,23,23
11292,11638,23,23
11292,14107,23,23
11775,11292,23,23
13198,11292,23,23
13264,11292,23,23
14698,11292,23,23
14771,10372,23,23
10713,11292,23,23
11292,10713,23,23
11292,12441,23,23
13851,11292,23,23
14100,11292,23,23
14107,11292,23,23
14771,11292,23,23
10994,11292,23,23
11292,10994,23,22
11433,11292,23,23
14730,11292,23,23
15376,11292,23,23
11066,11292,23,23
13158,11292,23,23
11292,15412,23,23
15412,11292,23,22
12266,13502,23,23
13502,12266,23,23
11193,11292,24,24
11292,11193,24,24
11292,14783,24,25
12278,11292,24,23
10800,11292,24,24
11292,14698,24,24
12266,10372,24,24
15370,11292,24,24
10713,11292,24,24
11292,10423,24,25
11292,10423,24,24
11292,11298,24,24
11292,11697,24,23
11292,12278,24,24
11292,12758,24,24
11292,13830,24,24
11292,15304,24,24
11697,11292,24,24
12278,11292,24,24
12441,11292,24,24
12758,11292,24,24
13830,11292,24,24
11292,12451,24,24
12451,11292,24,24
13891,11292,24,24
14831,11292,24,24
10423,11292,24,24
11292,13158,24,24
14730,11292,24,24
15370,11292,24,23
11292,11775,24,24
11775,11292,24,24
11122,12094,24,24
11109,12266,24,24
11292,10950,24,24
11193,11292,25,25
11292,13264,25,25
14262,11292,25,25
10721,11292,25,25
11057,11292,25,25
11292,10397,25,25
11292,10713,25,25
11292,11057,25,25
11292,14771,25,25
11298,11292,25,25
13487,11292,25,25
14893,11292,25,25
11259,11292,25,25
11292,13851,25,25
11292,14869,25,25
11292,15016,25,25
12889,11109,25,25
14869,11292,25,25
15016,11292,25,25
11413,10140,26,26
13244,11292,26,26
13851,11292,26,26
10372,12266,26,26
10693,11292,26,26
11292,10599,26,26
11292,11775,26,26
11292,14262,26,26
11292,14814,26,26
11423,11292,26,26
12389,11292,26,26
13871,11292,26,26
14814,11292,26,26
11292,15370,26,26
14107,11292,26,26
14831,11292,26,26
10423,11292,26,26
11292,14100,26,24
11292,14122,26,27
11697,11292,26,26
11884,11292,26,26
11109,12889,26,26
11292,12339,26,26
11292,12889,26,26
12339,11292,26,26
12889,11292,26,26
11292,13487,26,26
13487,11292,26,26
11292,13198,26,26
11292,13502,26,26
13502,11292,26,26
10140,10272,26,26
10272,10140,26,26
10950,11292,26,26
11292,13198,27,29
11292,13486,27,27
13871,11292,27,26
10693,11292,27,27
11292,10693,27,27
11292,12389,27,27
11292,13029,27,27
11292,13871,27,27
12892,11109,27,27
11292,10821,27,27
11292,14107,27,27
11292,14683,27,27
11292,14893,27,27
14107,11292,27,27
14683,11292,27,27
10257,11292,27,27
10529,11292,27,27
10721,11292,27,27
11292,11433,27,27
14570,11292,27,27
11109,11292,27,27
11292,10423,27,27
11292,13244,27,27
11292,14100,28,24
11292,14107,28,28
11503,11298,28,26
12892,11292,28,28
13303,11292,28,28
14107,11292,28,28
11292,11433,28,29
11292,13851,28,29
13486,11292,28,28
10599,11292,28,28
11109,13930,28,28
11292,13029,28,28
13029,11292,28,28
10423,11292,28,28
11278,11292,28,28
11292,11278,28,27
11292,14122,28,28
11292,14492,28,28
11292,14683,28,28
14057,11292,28,28
14492,11292,28,28
14683,11292,28,28
11292,11433,28,28
11292,11697,28,28
11697,11292,28,28
12266,11292,28,28
13502,11298,28,26
11292,11637,28,28
11292,12892,29,29
11292,13303,29,29
11298,11503,29,27
10372,11298,29,27
11292,12278,29,29
11298,10372,29,29
11292,10397,29,29
11292,11884,29,29
11292,14107,29,29
11292,14771,29,29
12892,11292,29,29
11292,11986,29,29
11292,12339,29,30
11618,11292,29,29
11986,11292,29,29
10599,11292,29,29
10397,11292,29,29
11292,11066,29,29
11292,14057,29,29
11292,14679,29,29
12264,11292,29,29
14679,11292,29,29
11292,12266,29,29
11298,11292,29,29
11433,11292,29,29
13487,11292,29,29
11298,13502,29,28
13502,14107,29,29
14107,13502,29,29
11292,14747,29,32
14747,11292,29,32
11097,11292,29,29
11292,11097,29,28
11292,14107,30,30
14107,11292,30,30
10397,11109,30,29
11109,10397,30,28
11433,11292,30,30
11292,11503,30,30
11503,11292,30,30
10849,11292,30,30
11109,12266,30,30
11292,10713,30,30
11292,11638,30,30
11292,12156,30,30
12156,11292,30,30
12266,11109,30,30
12519,11292,30,30
11292,12173,30,30
11884,11292,30,30
12173,11292,30,30
12266,11292,30,30
12278,11292,30,30
12339,11292,30,30
14747,11292,30,30
11292,10257,30,30
11292,14893,30,30
14100,11292,30,30
15304,11292,30,30
11292,10693,30,30
10423,11292,30,30
11042,11292,30,30
11057,11292,30,30
11066,11292,30,30
11109,13204,30,30
11109,14107,30,30
11292,10397,30,30
11292,10423,30,30
11292,11042,30,30
11292,11057,30,30
11292,11298,30,30
11292,12264,30,30
11292,12889,30,30
11292,12953,30,30
11292,13244,30,30
11292,13303,30,30
11292,13495,30,30
11292,13871,30,30
11292,14057,30,30
11292,14100,30,30
11292,14122,30,30
11292,14679,30,30
11292,14747,30,30
11292,14869,30,30
11292,15016,30,30
11292,15304,30,30
11298,11292,30,30
12889,11292,30,30
12953,11292,30,30
13204,11109,30,30
13244,11292,30,30
13303,11292,30,30
13495,11292,30,30
13871,11292,30,30
14057,11292,30,30
14107,11109,30,30
14122,11292,30,30
14679,11292,30,30
14869,11292,30,30
15016,11292,30,30
11292,12892,30,30
11292,13487,30,30
12892,11292,30,30
14747,11292,30,29
11292,12217,30,30
12217,11292,30,29
14100,11292,31,31
10620,11292,31,31
11292,10620,31,31
11292,10849,31,31
11292,14689,31,31
12278,11292,31,31
13930,11109,31,31
14689,11292,31,31
11292,12278,31,31
11292,12953,31,31
11292,13204,31,31
11292,14107,31,31
14107,11292,31,31
14893,11292,31,31
11292,11433,31,31
10397,11292,31,31
11292,14679,31,31
11292,14869,31,31
14679,11292,31,31
14869,11292,31,31
11292,14730,31,31
14730,11292,31,31
11292,12478,32,32
12478,11292,32,32
11292,14869,32,37
14869,11292,32,37
10423,11292,32,32
11292,11193,32,32
10721,11292,32,32
11042,11292,32,32
11292,14908,32,32
11292,10423,32,33
11292,10721,32,32
11292,11259,32,32
13891,11292,32,33
14100,11292,32,32
14570,11292,32,32
11292,10599,32,32
11292,13342,32,32
13342,11292,32,32
14730,11292,32,32
11292,11775,33,33
12892,11109,33,33
10397,11292,33,33
13871,11292,33,33
11292,10397,33,33
13342,11292,33,33
15376,11292,33,33
12339,11292,33,33
11292,13198,33,33
13198,11292,33,33
13244,11292,33,33
11292,12992,33,33
11637,11292,33,33
11292,11298,34,34
15376,11292,34,34
11292,13342,34,33
11292,13930,34,34
11298,11292,34,34
11292,11697,34,33
11433,11292,34,34
11292,13029,34,34
11292,11433,35,35
11292,14457,35,35
11986,11292,35,35
11292,11298,35,35
12953,11292,35,34
13342,11292,35,34
14679,11292,35,35
14908,11292,35,35
11292,10693,35,35
11292,14100,35,35
11433,11292,35,35
11884,11292,35,35
12264,11292,35,35
14057,11292,35,35
11292,12339,35,35
12339,11292,35,35
10140,11292,35,35
11292,10140,35,36
11292,11540,35,34
11292,10397,36,36
11267,11292,36,36
11109,13930,36,35
11292,13158,36,36
11775,11292,36,36
15919,11292,36,36
11292,11042,36,36
11618,11292,36,36
11292,14771,36,36
11109,12266,36,36
11540,11292,36,36
14730,11292,36,36
10397,11292,37,37
11292,12478,37,36
12478,11292,37,35
14457,11292,37,37
13158,11292,37,37
10821,11292,37,37
11292,11298,37,36
11292,11986,37,36
11292,13204,37,37
11292,13871,37,37
11618,11292,37,37
13930,11292,37,38
10713,11292,37,37
11292,11066,37,37
11292,15304,37,37
13204,11292,37,37
13367,11292,37,37
10627,11292,38,38
11292,10627,38,38
14771,11292,38,38
11292,12953,38,37
11292,14570,38,38
11292,14747,38,34
13029,11292,39,39
11292,14057,39,39
14747,11292,39,35
11292,10713,39,39
11423,11292,39,39
11292,11423,39,39
12892,11292,40,40
15376,11292,40,40
11292,14534,40,40
11292,14679,40,39
10713,11292,40,40
14457,11292,40,40
14679,11292,40,39
11003,11292,41,41
11292,11003,41,41
11292,12441,41,41
11292,12892,41,42
11298,11292,41,41
11648,11292,41,41
12889,11292,41,41
15016,11292,41,41
14534,11292,41,40
14869,11292,42,38
11292,10800,42,42
11292,13851,42,42
11292,14457,42,42
11292,14869,42,42
13851,11292,42,42
11292,11648,42,42
11292,14893,42,42
10821,11292,42,41
14747,11292,42,42
11292,14747,43,43
11292,14869,43,39
11292,13244,43,43
12441,11292,43,43
14492,11292,43,43
14747,11292,44,43
11292,10397,44,43
11292,11433,44,44
11292,13204,44,44
11292,14679,44,44
13487,11292,44,44
11292,13342,44,44
11292,15016,45,47
14783,11292,45,45
11292,14492,45,45
11292,13930,45,45
13930,11292,45,45
11292,11423,46,46
11292,14831,46,46
