"code","long","lat"
"10968",-73.91,41.03
"10969",-74.49,41.29
"10970",-74.07,41.19
"10973",-74.47,41.38
"10974",-74.15,41.16
"10975",-74.14,41.24
"10976",-73.91,41.02
"10977",-74.04,41.11
"10979",-74.31,41.18
"10980",-74.04,41.23
"10981",-74.28,41.32
"10982",-74.09,41.11
"10983",-73.94,41.02
"10984",-74.01,41.20
"10985",-74.36,41.58
"10986",-73.99,41.27
"10987",-74.23,41.20
"10988",-74.56,41.30
"10989",-73.93,41.12
"10990",-74.36,41.26
"10992",-74.17,41.42
"10993",-73.97,41.21
"10994",-73.97,41.09
"10996",-73.97,41.38
"10997",-73.95,41.38
"10998",-74.54,41.33
"11001",-73.70,40.72
"11002",-73.70,40.72
"11003",-73.70,40.69
"11004",-73.71,40.74
"11005",-73.71,40.75
"11010",-73.67,40.70
"11020",-73.71,40.77
"11021",-73.72,40.78
"11022",-73.72,40.78
"11023",-73.73,40.79
"11024",-73.74,40.81
"11030",-73.68,40.79
"11040",-73.67,40.74
"11041",-73.68,40.73
"11042",-73.69,40.75
"11050",-73.69,40.83
"11051",-73.70,40.84
"11052",-73.69,40.84
"11053",-73.70,40.84
"11054",-73.70,40.84
"11055",-73.70,40.84
"11096",-73.75,40.61
"11101",-73.93,40.74
"11102",-73.92,40.77
"11103",-73.91,40.76
"11104",-73.92,40.74
"11105",-73.90,40.77
"11106",-73.93,40.76
"11109",-73.95,40.74
"11201",-73.98,40.69
"11202",-73.99,40.69
"11203",-73.93,40.64
"11204",-73.98,40.61
"11205",-73.96,40.69
"11206",-73.94,40.70
"11207",-73.89,40.67
"11208",-73.87,40.67
"11209",-74.03,40.62
"11210",-73.94,40.62
"11211",-73.95,40.71
"11212",-73.91,40.66
"11213",-73.93,40.67
"11214",-73.99,40.59
"11215",-73.97,40.66
"11216",-73.94,40.68
"11217",-73.97,40.68
"11218",-73.97,40.64
"11219",-73.99,40.63
"11220",-74.01,40.64
"11221",-73.92,40.69
"11222",-73.94,40.72
"11223",-73.97,40.59
"11224",-73.98,40.57
"11225",-73.95,40.66
"11226",-73.95,40.64
"11228",-74.01,40.61
"11229",-73.94,40.60
"11230",-73.96,40.62
"11231",-74.00,40.67
"11232",-73.99,40.65
"11233",-73.91,40.67
"11234",-73.91,40.60
"11235",-73.94,40.58
"11236",-73.90,40.63
"11237",-73.92,40.70
"11238",-73.96,40.67
"11239",-73.87,40.64
"11241",-73.99,40.69
"11242",-73.99,40.69
"11243",-73.97,40.68
"11245",-73.98,40.69
"11247",-73.94,40.68
"11248",-73.98,40.68
"11249",-73.99,40.69
"11251",-73.97,40.70
"11252",-74.02,40.61
"11256",-73.86,40.66
"11351",-73.82,40.78
"11352",-73.82,40.75
"11354",-73.82,40.76
"11355",-73.82,40.75
"11356",-73.84,40.78
"11357",-73.81,40.78
"11358",-73.79,40.76
"11359",-73.77,40.79
"11360",-73.78,40.78
"11361",-73.77,40.76
"11362",-73.73,40.75
"11363",-73.74,40.77
"11364",-73.75,40.74
"11365",-73.79,40.73
"11366",-73.79,40.72
"11367",-73.82,40.73
"11368",-73.85,40.74
"11369",-73.87,40.76
"11370",-73.89,40.76
"11371",-73.87,40.77
"11372",-73.88,40.75
"11373",-73.87,40.73
"11374",-73.86,40.72
"11375",-73.84,40.72
"11377",-73.90,40.74
"11378",-73.90,40.72
"11379",-73.87,40.71
"11380",-73.88,40.74
"11381",-73.89,40.71
"11385",-73.88,40.70
"11386",-73.89,40.70
"11390",-73.81,40.78
"11405",-73.79,40.70
"11411",-73.73,40.69
"11412",-73.75,40.69
"11413",-73.75,40.66
"11414",-73.84,40.65
"11415",-73.82,40.70
"11416",-73.84,40.68
"11417",-73.84,40.67
"11418",-73.83,40.69
"11419",-73.82,40.68
"11420",-73.81,40.67
"11421",-73.85,40.69
"11422",-73.73,40.66
"11423",-73.76,40.71
"11424",-73.82,40.71
"11425",-73.76,40.69
"11426",-73.72,40.73
"11427",-73.75,40.72
"11428",-73.74,40.72
"11429",-73.73,40.70
"11430",-73.78,40.64
"11431",-73.79,40.70
"11432",-73.79,40.71
"11433",-73.78,40.69
"11434",-73.77,40.67
"11435",-73.80,40.70
"11436",-73.79,40.67
"11439",-73.79,40.72
"11451",-73.79,40.70
"11484",-73.77,40.65
"11499",-73.77,40.65
"11501",-73.63,40.74
"11507",-73.65,40.77
"11509",-73.73,40.58
"11510",-73.60,40.65
"11514",-73.61,40.74
"11516",-73.72,40.62
"11518",-73.66,40.63
"11520",-73.58,40.65
"11530",-73.63,40.72
"11531",-73.62,40.72
"11535",-73.63,40.72
"11536",-73.65,40.73
"11542",-73.62,40.87
"11545",-73.58,40.82
"11547",-73.64,40.83
"11548",-73.62,40.81
"11549",-73.59,40.71
"11550",-73.61,40.70
"11551",-73.63,40.70
"11552",-73.65,40.69
"11553",-73.59,40.70
"11554",-73.56,40.71
"11555",-73.57,40.69
"11556",-73.57,40.69
"11557",-73.69,40.63
"11558",-73.65,40.60
"11559",-73.72,40.61
"11560",-73.58,40.88
"11561",-73.63,40.58
"11563",-73.67,40.65
"11564",-73.67,40.65
"11565",-73.67,40.67
"11566",-73.55,40.66
"11568",-73.59,40.78
"11569",-73.58,40.59
"11570",-73.63,40.66
"11571",-73.64,40.65
"11572",-73.63,40.63
"11575",-73.58,40.68
"11576",-73.64,40.79
"11577",-73.63,40.78
"11579",-73.64,40.84
"11580",-73.70,40.67
"11581",-73.71,40.65
"11582",-73.70,40.66
"11583",-73.71,40.66
"11588",-73.59,40.72
"11590",-73.57,40.75
"11592",-73.62,40.65
"11593",-73.58,40.74
"11594",-73.55,40.77
"11595",-73.55,40.77
"11596",-73.64,40.75
"11597",-73.55,40.77
"11598",-73.71,40.63
"11599",-73.61,40.73
"11690",-73.75,40.60
"11691",-73.76,40.60
"11692",-73.79,40.59
"11693",-73.82,40.61
"11694",-73.85,40.57
"11695",-73.82,40.59
"11697",-73.91,40.55
"11701",-73.41,40.68
"11702",-73.43,40.61
"11703",-73.32,40.73
"11704",-73.36,40.71
"11705",-73.05,40.74
"11706",-73.26,40.73
"11707",-73.31,40.70
"11708",-73.42,40.67
"11709",-73.56,40.90
"11710",-73.53,40.67
"11713",-72.94,40.77
"11714",-73.48,40.74
"11715",-73.03,40.74
"11716",-73.12,40.77
"11717",-73.25,40.78
"11718",-73.26,40.71
"11719",-72.90,40.77
"11720",-73.08,40.86
"11721",-73.37,40.89
"11722",-73.19,40.78
"11724",-73.45,40.86
"11725",-73.28,40.84
"11726",-73.39,40.68
"11727",-73.00,40.87
"11729",-73.32,40.76
"11730",-73.17,40.72
"11731",-73.31,40.86
"11732",-73.54,40.84
"11733",-73.10,40.93
"11735",-73.43,40.73
"11736",-73.44,40.72
"11737",-73.41,40.71
"11738",-73.03,40.83
"11739",-73.16,40.72
"11740",-73.36,40.86
"11741",-73.06,40.79
"11742",-73.04,40.81
"11743",-73.43,40.88
"11745",-73.18,40.85
"11746",-73.35,40.81
"11747",-73.41,40.78
"11749",-73.17,40.80
"11750",-73.41,40.78
"11751",-73.21,40.73
"11752",-73.17,40.75
"11753",-73.53,40.78
"11754",-73.24,40.88
"11755",-73.11,40.85
"11756",-73.51,40.72
"11757",-73.37,40.68
"11758",-73.46,40.68
"11760",-73.18,40.81
"11762",-73.44,40.68
"11763",-72.98,40.82
"11764",-72.97,40.93
"11765",-73.55,40.88
"11766",-73.01,40.93
"11767",-73.14,40.84
"11768",-73.32,40.90
"11769",-73.12,40.73
"11770",-73.15,40.64
"11771",-73.52,40.86
"11772",-72.99,40.77
"11773",-73.51,40.80
"11774",-73.44,40.72
"11775",-73.40,40.76
"11776",-73.04,40.91
"11777",-73.06,40.94
"11778",-72.92,40.93
"11779",-73.11,40.81
"11780",-73.16,40.89
"11782",-73.08,40.74
"11783",-73.49,40.66
"11784",-73.04,40.86
"11786",-72.88,40.94
"11787",-73.21,40.85
"11788",-73.21,40.81
"11789",-72.97,40.95
"11790",-73.13,40.90
"11791",-73.50,40.82
"11792",-72.83,40.94
"11793",-73.51,40.68
"11794",-73.12,40.90
"11795",-73.29,40.70
"11796",-73.10,40.72
"11797",-73.47,40.81
"11798",-73.37,40.75
"11801",-73.52,40.76
"11802",-73.53,40.76
"11803",-73.47,40.78
"11804",-73.45,40.75
"11805",-73.53,40.76
"11815",-73.51,40.76
"11819",-73.52,40.76
"11854",-73.53,40.76
"11855",-73.53,40.76
"11901",-72.64,40.92
"11930",-72.10,40.97
"11931",-72.63,40.93
"11932",-72.30,40.93
"11933",-72.75,40.92
"11934",-72.79,40.80
"11935",-72.48,41.01
"11937",-72.18,40.98
"11939",-72.34,41.12
"11940",-72.75,40.81
"11941",-72.71,40.82
"11942",-72.58,40.84
"11944",-72.37,41.10
"11946",-72.53,40.88
"11947",-72.58,40.94
"11948",-72.55,40.96
"11949",-72.78,40.86
"11950",-72.85,40.80
"11951",-72.83,40.76
"11952",-72.54,40.99
"11953",-72.94,40.88
"11954",-71.94,41.04
"11955",-72.82,40.80
"11956",-72.47,40.99
"11957",-72.27,41.14
"11958",-72.46,41.04
"11959",-72.60,40.81
"11960",-72.67,40.81
"11961",-72.87,40.88
"11962",-72.27,40.92
"11963",-72.30,40.97
"11964",-72.31,41.05
"11965",-72.34,41.07
"11967",-72.87,40.79
"11968",-72.41,40.90
"11969",-72.39,40.88
"11970",-72.57,40.93
"11971",-72.42,41.05
"11972",-72.70,40.81
"11973",-72.87,40.87
"11975",-72.23,40.95
"11976",-72.34,40.92
"11977",-72.67,40.81
"11978",-72.64,40.83
"11980",-72.92,40.83
"12007",-73.94,42.47
"12008",-73.90,42.85
"12009",-74.03,42.69
"12010",-74.17,42.93
"12015",-73.82,42.28
"12016",-74.30,42.92
"12017",-73.45,42.31
"12018",-73.52,42.63
"12019",-73.84,42.92
"12020",-73.87,43.00
"12022",-73.33,42.67
"12023",-74.17,42.60
"12024",-73.54,42.48
"12025",-74.14,43.08
"12027",-73.90,42.92
"12028",-73.45,42.95
"12029",-73.42,42.41
"12031",-74.47,42.76
"12032",-74.54,43.27
"12033",-73.70,42.53
"12035",-74.37,42.73
"12036",-74.68,42.53
"12037",-73.55,42.33
"12040",-73.36,42.62
"12041",-73.98,42.55
"12042",-73.86,42.37
"12043",-74.52,42.70
"12045",-73.79,42.47
"12046",-73.91,42.49
"12047",-73.72,42.78
"12050",-73.76,42.34
"12051",-73.84,42.34
"12052",-73.47,42.75
"12053",-74.19,42.75
"12054",-73.86,42.60
"12055",-74.04,42.51
"12056",-74.09,42.76
"12057",-73.34,42.97
"12058",-73.92,42.35
"12059",-74.06,42.61
"12060",-73.49,42.41
"12061",-73.65,42.59
"12062",-73.50,42.52
"12063",-73.63,42.55
"12064",-74.68,42.60
"12065",-73.78,42.85
"12066",-74.35,42.78
"12067",-73.92,42.55
"12068",-74.40,42.95
"12069",-74.29,42.95
"12070",-74.25,42.98
"12071",-74.42,42.56
"12072",-74.36,42.88
"12073",-74.23,42.66
"12074",-74.03,43.03
"12075",-73.63,42.29
"12076",-74.39,42.41
"12077",-73.78,42.59
"12078",-74.36,43.12
"12082",-73.47,42.76
"12083",-74.02,42.42
"12084",-73.90,42.70
"12085",-74.02,42.70
"12086",-74.11,42.99
"12087",-73.88,42.42
"12089",-73.32,42.86
"12090",-73.35,42.88
"12092",-74.37,42.70
"12093",-74.62,42.49
"12094",-73.48,42.87
"12095",-74.39,43.02
"12106",-73.70,42.38
"12107",-74.11,42.67
"12108",-74.43,43.55
"12110",-73.77,42.75
"12115",-73.59,42.46
"12116",-74.91,42.53
"12117",-74.24,43.16
"12118",-73.72,42.92
"12120",-74.14,42.46
"12121",-73.60,42.84
"12122",-74.30,42.53
"12123",-73.60,42.52
"12124",-73.78,42.44
"12125",-73.40,42.47
"12128",-73.76,42.72
"12130",-73.65,42.44
"12131",-74.48,42.45
"12132",-73.63,42.47
"12133",-73.33,42.92
"12134",-74.22,43.26
"12136",-73.55,42.43
"12137",-74.13,42.85
"12138",-73.36,42.74
"12139",-74.57,43.59
"12140",-73.57,42.69
"12141",-74.18,42.73
"12143",-73.85,42.48
"12144",-73.71,42.62
"12147",-74.15,42.51
"12148",-73.85,42.83
"12149",-74.56,42.61
"12150",-74.04,42.87
"12151",-73.78,42.91
"12153",-73.46,42.63
"12154",-73.60,42.93
"12155",-74.82,42.59
"12156",-73.74,42.47
"12157",-74.30,42.65
"12158",-73.82,42.54
"12159",-73.88,42.64
"12160",-74.37,42.76
"12161",-73.83,42.62
"12164",-74.35,43.55
"12165",-73.49,42.30
"12166",-74.45,42.83
"12167",-74.59,42.41
"12168",-73.40,42.55
"12169",-73.43,42.57
"12170",-73.66,42.99
"12172",-73.75,42.28
"12173",-73.75,42.38
"12174",-73.73,42.35
"12175",-74.53,42.54
"12176",-73.95,42.38
"12177",-74.29,42.95
"12180",-73.59,42.75
"12181",-73.68,42.73
"12182",-73.63,42.79
"12183",-73.69,42.74
"12184",-73.65,42.42
"12185",-73.53,42.89
"12186",-73.97,42.63
"12187",-74.45,42.61
"12188",-73.69,42.82
"12189",-73.71,42.73
"12190",-74.27,43.47
"12192",-73.82,42.40
"12193",-74.04,42.51
"12194",-74.45,42.52
"12195",-73.46,42.48
"12196",-73.61,42.63
"12197",-74.72,42.60
"12198",-73.63,42.67
"12201",-73.84,42.72
"12202",-73.76,42.63
"12203",-73.84,42.68
"12204",-73.73,42.68
"12205",-73.82,42.71
"12206",-73.77,42.67
"12207",-73.74,42.65
"12208",-73.80,42.65
"12209",-73.78,42.63
"12210",-73.75,42.65
"12211",-73.76,42.70
"12212",-73.85,42.72
"12220",-73.82,42.69
"12222",-73.82,42.69
"12223",-73.75,42.65
"12224",-73.75,42.65
"12225",-73.83,42.68
"12226",-73.80,42.68
"12227",-73.75,42.65
"12228",-73.75,42.64
"12229",-73.68,42.65
"12230",-73.75,42.65
"12231",-73.76,42.65
"12232",-73.80,42.68
"12233",-73.75,42.65
"12234",-73.75,42.65
"12235",-73.75,42.65
"12236",-73.75,42.65
"12237",-73.75,42.65
"12238",-73.75,42.65
"12239",-73.75,42.65
"12240",-73.75,42.65
"12241",-73.75,42.65
"12242",-73.75,42.65
"12243",-73.75,42.65
"12244",-73.75,42.65
"12245",-73.75,42.65
"12246",-73.82,42.68
"12247",-73.75,42.65
"12248",-73.75,42.65
"12249",-73.75,42.65
"12250",-73.73,42.67
"12252",-73.75,42.65
"12255",-73.75,42.65
"12256",-73.75,42.65
"12257",-73.75,42.65
"12260",-73.77,42.67
"12261",-73.78,42.67
"12288",-73.85,42.72
"12301",-73.93,42.81
"12302",-73.98,42.88
"12303",-73.92,42.74
"12304",-73.89,42.76
"12305",-73.94,42.81
"12306",-74.02,42.80
"12307",-73.93,42.80
"12308",-73.92,42.82
"12309",-73.86,42.79
"12325",-73.93,42.86
"12345",-73.95,42.81
"12401",-74.15,41.93
"12402",-74.00,41.93
"12404",-74.23,41.81
"12405",-74.09,42.32
"12406",-74.56,42.09
"12407",-74.31,42.23
"12409",-74.15,42.05
"12410",-74.45,42.08
"12411",-74.03,41.88
"12412",-74.27,42.00
"12413",-74.02,42.30
"12414",-73.92,42.22
"12416",-74.28,42.09
"12417",-73.98,41.90
"12418",-74.16,42.36
"12419",-74.10,41.85
"12420",-74.29,41.60
"12421",-74.52,42.25
"12422",-74.20,42.39
"12423",-74.11,42.38
"12424",-74.14,42.25
"12427",-74.11,42.14
"12428",-74.45,41.74
"12429",-73.96,41.82
"12430",-74.50,42.19
"12431",-74.01,42.36
"12432",-73.94,42.04
"12433",-74.15,42.00
"12434",-74.65,42.42
"12435",-74.52,41.73
"12436",-74.09,42.19
"12438",-74.60,42.20
"12439",-74.21,42.29
"12440",-74.14,41.79
"12441",-74.48,42.14
"12442",-74.25,42.23
"12443",-74.08,41.93
"12444",-74.28,42.27
"12446",-74.31,41.79
"12448",-74.20,42.07
"12449",-74.00,41.99
"12450",-74.22,42.15
"12451",-73.95,42.30
"12452",-74.37,42.24
"12453",-73.93,42.09
"12454",-74.15,42.29
"12455",-74.67,42.16
"12456",-73.99,42.03
"12457",-74.23,42.04
"12458",-74.41,41.81
"12459",-74.68,42.21
"12460",-74.16,42.41
"12461",-74.27,41.91
"12463",-74.01,42.18
"12464",-74.34,42.03
"12465",-74.50,42.14
"12466",-73.98,41.90
"12468",-74.40,42.29
"12469",-74.23,42.44
"12470",-74.01,42.27
"12471",-74.03,41.83
"12472",-74.07,41.84
"12473",-74.06,42.27
"12474",-74.55,42.30
"12475",-74.01,42.01
"12477",-73.99,42.08
"12480",-74.37,42.13
"12481",-74.21,41.98
"12482",-73.95,42.26
"12483",-74.42,41.66
"12484",-74.17,41.86
"12485",-74.11,42.20
"12486",-74.06,41.83
"12487",-73.99,41.86
"12489",-74.35,41.75
"12490",-73.93,42.12
"12491",-74.13,41.97
"12492",-74.34,42.18
"12493",-73.96,41.79
"12494",-74.28,41.96
"12495",-74.22,42.08
"12496",-74.27,42.32
"12498",-74.10,42.04
"12501",-73.56,41.85
"12502",-73.65,42.07
"12503",-73.57,42.03
"12504",-73.87,41.99
"12506",-73.69,41.87
"12507",-73.92,41.99
"12508",-73.95,41.49
"12510",-73.76,41.67
"12511",-73.95,41.54
"12512",-73.96,41.55
"12513",-73.71,42.21
"12514",-73.76,41.86
"12515",-74.06,41.67
"12516",-73.55,42.10
"12517",-73.50,42.11
"12518",-74.02,41.41
"12520",-74.01,41.43
"12521",-73.65,42.16
"12522",-73.59,41.71
"12523",-73.76,42.09
"12524",-73.89,41.53
"12525",-74.18,41.68
"12526",-73.85,42.12
"12527",-73.91,41.52
"12528",-74.00,41.72
"12529",-73.54,42.20
"12530",-73.69,42.20
"12531",-73.67,41.53
"12533",-73.79,41.55
"12534",-73.74,42.22
"12537",-73.91,41.57
"12538",-73.89,41.79
"12540",-73.72,41.66
"12541",-73.71,42.11
"12542",-73.99,41.61
"12543",-74.21,41.48
"12544",-73.66,42.25
"12545",-73.67,41.78
"12546",-73.53,41.96
"12547",-73.98,41.65
"12548",-74.10,41.66
"12549",-74.25,41.52
"12550",-74.04,41.53
"12551",-74.01,41.50
"12552",-74.01,41.50
"12553",-74.07,41.45
"12555",-74.11,41.51
"12561",-74.09,41.75
"12563",-73.58,41.49
"12564",-73.58,41.57
"12565",-73.64,42.25
"12566",-74.33,41.63
"12567",-73.65,41.98
"12568",-74.07,41.61
"12569",-73.79,41.73
"12570",-73.66,41.62
"12571",-73.80,42.00
"12572",-73.86,41.92
"12574",-73.95,41.91
"12575",-74.15,41.48
"12577",-74.11,41.42
"12578",-73.79,41.80
"12580",-73.87,41.85
"12581",-73.69,41.90
"12582",-73.72,41.54
"12583",-73.87,42.06
"12584",-74.05,41.45
"12585",-73.69,41.71
"12586",-74.17,41.56
"12588",-74.37,41.62
"12589",-74.16,41.62
"12590",-73.88,41.59
"12592",-73.54,41.78
"12594",-73.54,41.67
"12601",-73.91,41.70
"12602",-73.92,41.70
"12603",-73.86,41.67
"12604",-73.89,41.68
"12701",-74.72,41.64
"12719",-74.92,41.49
"12720",-74.90,41.66
"12721",-74.42,41.57
"12722",-74.39,41.58
"12723",-75.02,41.77
"12724",-74.94,41.83
"12725",-74.53,41.97
"12726",-75.02,41.69
"12727",-74.95,41.64
"12729",-74.62,41.49
"12732",-74.88,41.54
"12733",-74.61,41.73
"12734",-74.76,41.74
"12736",-75.03,41.84
"12737",-74.80,41.51
"12738",-74.58,41.65
"12740",-74.48,41.89
"12741",-75.08,41.83
"12742",-74.72,41.72
"12743",-74.84,41.54
"12745",-75.02,41.78
"12746",-74.65,41.43
"12747",-74.65,41.76
"12748",-74.92,41.77
"12749",-74.83,41.69
"12750",-74.96,41.72
"12751",-74.67,41.67
"12752",-74.99,41.69
"12754",-74.73,41.79
"12758",-74.73,41.94
"12759",-74.65,41.78
"12760",-75.09,41.90
"12762",-74.79,41.68
"12763",-74.53,41.68
"12764",-74.98,41.59
"12765",-74.62,41.85
"12766",-74.98,41.81
"12767",-75.00,41.84
"12768",-74.72,41.86
"12769",-74.44,41.63
"12770",-74.85,41.45
"12771",-74.62,41.37
"12775",-74.58,41.62
"12776",-74.93,41.95
"12777",-74.71,41.55
"12778",-74.81,41.66
"12779",-74.64,41.69
"12780",-74.72,41.44
"12781",-74.44,41.61
"12782",-74.40,41.90
"12783",-74.84,41.73
"12784",-74.62,41.66
"12785",-74.55,41.49
"12786",-74.85,41.65
"12787",-74.84,41.80
"12788",-74.58,41.79
"12789",-74.58,41.70
"12790",-74.52,41.58
"12791",-74.89,41.80
"12792",-74.93,41.52
"12801",-73.64,43.31
"12803",-73.63,43.28
"12804",-73.67,43.34
"12808",-73.75,43.74
"12809",-73.46,43.23
"12810",-73.89,43.48
"12811",-74.01,43.61
"12812",-74.42,43.83
"12814",-73.64,43.60
"12815",-73.69,43.70
"12816",-73.37,43.05
"12817",-73.82,43.64
"12819",-73.45,43.60
"12820",-73.64,43.45
"12821",-73.40,43.45
"12822",-73.89,43.24
"12823",-73.40,43.17
"12824",-73.68,43.51
"12827",-73.51,43.44
"12828",-73.54,43.24
"12831",-73.68,43.19
"12832",-73.31,43.37
"12833",-73.84,43.14
"12834",-73.50,43.09
"12835",-73.99,43.32
"12836",-73.54,43.72
"12837",-73.26,43.54
"12838",-73.40,43.33
"12839",-73.55,43.35
"12841",-73.50,43.63
"12842",-74.26,43.75
"12843",-74.07,43.59
"12844",-73.63,43.49
"12845",-73.70,43.42
"12846",-73.80,43.32
"12847",-74.58,43.97
"12848",-73.52,43.10
"12849",-73.29,43.44
"12850",-73.99,43.11
"12851",-73.99,43.77
"12852",-74.13,44.01
"12853",-73.92,43.72
"12854",-73.33,43.50
"12855",-73.79,44.00
"12856",-74.04,43.73
"12857",-74.05,43.85
"12858",-73.67,43.88
"12859",-73.91,43.17
"12860",-73.84,43.75
"12861",-73.41,43.74
"12862",-73.88,43.66
"12863",-73.92,43.06
"12864",-74.30,43.73
"12865",-73.33,43.21
"12866",-73.74,43.07
"12870",-73.77,43.85
"12871",-73.61,43.09
"12872",-73.72,43.87
"12873",-73.31,43.11
"12874",-73.50,43.70
"12878",-74.02,43.42
"12879",-74.12,43.96
"12883",-73.50,43.84
"12884",-73.57,43.09
"12885",-73.78,43.51
"12886",-73.92,43.64
"12887",-73.36,43.53
"12901",-73.47,44.70
"12903",-73.46,44.65
"12910",-73.68,44.86
"12911",-73.46,44.51
"12912",-73.79,44.46
"12913",-74.02,44.38
"12914",-74.58,44.93
"12915",-74.03,44.85
"12916",-74.52,44.83
"12917",-74.17,44.92
"12918",-73.67,44.68
"12919",-73.44,44.96
"12920",-74.06,44.90
"12921",-73.44,44.89
"12922",-74.65,44.24
"12923",-73.93,44.95
"12924",-73.57,44.49
"12926",-74.32,44.95
"12927",-74.84,44.22
"12928",-73.52,43.95
"12929",-73.71,44.72
"12930",-74.52,44.72
"12932",-73.63,44.21
"12933",-73.81,44.88
"12934",-73.87,44.83
"12935",-73.77,44.85
"12936",-73.39,44.26
"12937",-74.48,44.96
"12939",-74.16,44.42
"12941",-73.72,44.34
"12942",-73.78,44.25
"12943",-73.82,44.13
"12944",-73.51,44.43
"12945",-74.25,44.36
"12946",-73.99,44.23
"12949",-74.66,44.73
"12950",-73.58,44.31
"12952",-73.95,44.72
"12953",-74.26,44.74
"12955",-73.96,44.79
"12956",-73.50,44.09
"12957",-74.58,44.85
"12958",-73.58,44.96
"12959",-73.71,44.96
"12960",-73.51,44.03
"12961",-73.58,44.06
"12962",-73.59,44.70
"12964",-73.58,44.14
"12965",-74.64,44.72
"12966",-74.41,44.79
"12967",-74.69,44.76
"12969",-74.07,44.71
"12970",-74.29,44.47
"12972",-73.58,44.55
"12973",-74.56,44.24
"12974",-73.52,44.02
"12975",-73.40,44.52
"12976",-74.12,44.49
"12977",-74.09,44.29
"12978",-73.81,44.61
"12979",-73.37,44.99
"12980",-74.53,44.51
"12981",-73.83,44.66
"12983",-74.34,44.34
"12985",-73.75,44.55
"12986",-74.39,44.20
"12987",-73.83,44.32
"12989",-74.09,44.52
"12992",-73.52,44.81
"12993",-73.47,44.20
"12995",-74.26,44.80
"12996",-73.41,44.35
"12997",-73.84,44.39
"12998",-73.53,44.09
"13020",-76.07,42.81
"13021",-76.55,42.92
"13022",-76.61,42.93
"13024",-76.57,42.93
"13026",-76.66,42.75
"13027",-76.36,43.16
"13028",-75.93,43.30
"13029",-76.15,43.22
"13030",-75.95,43.15
"13031",-76.31,43.04
"13032",-75.76,43.08
"13033",-76.56,43.18
"13034",-76.71,42.91
"13035",-75.81,42.93
"13036",-76.19,43.32
"13037",-75.86,43.05
"13039",-76.06,43.16
"13040",-75.93,42.56
"13041",-76.19,43.18
"13042",-75.85,43.26
"13043",-75.74,43.04
"13044",-75.99,43.29
"13045",-76.18,42.58
"13051",-75.91,42.87
"13052",-75.87,42.72
"13053",-76.26,42.47
"13054",-75.66,43.16
"13056",-76.10,42.66
"13057",-76.04,43.09
"13060",-76.42,43.01
"13061",-75.74,42.85
"13062",-76.38,42.48
"13063",-75.97,42.84
"13064",-76.69,43.32
"13065",-76.81,42.81
"13066",-75.99,43.03
"13068",-76.36,42.50
"13069",-76.38,43.32
"13071",-76.53,42.67
"13072",-75.76,42.76
"13073",-76.38,42.58
"13074",-76.54,43.31
"13076",-76.15,43.35
"13077",-76.19,42.71
"13078",-76.06,42.96
"13080",-76.47,43.08
"13081",-76.62,42.67
"13082",-75.94,43.10
"13083",-75.98,43.64
"13084",-76.11,42.88
"13087",-76.14,42.73
"13088",-76.19,43.10
"13089",-76.22,43.13
"13090",-76.21,43.14
"13092",-76.41,42.65
"13093",-76.38,43.49
"13101",-76.06,42.60
"13102",-76.29,42.55
"13103",-76.09,43.33
"13104",-75.95,42.96
"13107",-76.14,43.45
"13108",-76.32,42.97
"13110",-76.28,42.89
"13111",-76.62,43.25
"13112",-76.40,43.09
"13113",-76.53,43.16
"13114",-76.24,43.46
"13115",-76.47,43.39
"13116",-76.00,43.07
"13117",-76.70,43.00
"13118",-76.38,42.75
"13119",-76.42,42.97
"13120",-76.16,42.94
"13121",-76.30,43.47
"13122",-75.85,42.81
"13123",-75.74,43.23
"13124",-75.82,42.65
"13126",-76.46,43.43
"13131",-76.08,43.41
"13132",-76.24,43.26
"13134",-75.68,42.96
"13135",-76.31,43.25
"13136",-75.84,42.60
"13137",-76.44,43.15
"13138",-76.01,42.90
"13139",-76.61,42.73
"13140",-76.65,43.06
"13141",-76.18,42.76
"13142",-76.12,43.54
"13143",-76.71,43.23
"13144",-75.97,43.57
"13145",-76.12,43.65
"13146",-76.75,43.08
"13147",-76.56,42.77
"13148",-76.78,42.91
"13152",-76.37,42.89
"13153",-76.45,43.01
"13154",-76.76,43.13
"13155",-75.76,42.65
"13156",-76.65,43.33
"13157",-75.72,43.20
"13158",-75.97,42.72
"13159",-76.11,42.80
"13160",-76.65,42.82
"13162",-75.72,43.19
"13163",-75.70,43.08
"13164",-76.35,43.10
"13165",-76.87,42.90
"13166",-76.55,43.07
"13167",-76.06,43.31
"13201",-76.15,43.04
"13202",-76.15,43.04
"13203",-76.13,43.06
"13204",-76.17,43.05
"13205",-76.14,43.00
"13206",-76.10,43.07
"13207",-76.16,43.01
"13208",-76.14,43.07
"13209",-76.24,43.08
"13210",-76.12,43.02
"13211",-76.11,43.10
"13212",-76.12,43.12
"13214",-76.07,43.04
"13215",-76.22,42.97
"13217",-76.12,43.05
"13218",-76.15,43.05
"13219",-76.22,43.03
"13220",-76.12,43.12
"13221",-76.13,43.12
"13224",-76.10,43.03
"13225",-76.14,43.11
"13235",-76.13,43.04
"13244",-76.13,43.03
"13250",-76.13,43.12
"13251",-76.13,43.12
"13252",-76.15,43.05
"13261",-76.15,43.05
"13290",-76.17,43.06
"13301",-75.21,43.42
