Aircraft_Group,Aircraft_Type,Aircraft_Config,LineNUM
6,694,1,1645
6,612,1,1646
6,622,1,1647
6,629,1,1648
6,629,1,1649
6,629,1,1650
6,629,1,1651
6,629,1,1652
6,629,1,1653
6,629,1,1654
6,629,1,1655
6,614,1,1656
6,614,1,1657
6,614,1,1658
6,634,1,1659
6,612,1,1660
6,612,1,1661
6,614,1,1662
6,612,1,1663
6,694,1,1664
6,694,1,1665
6,675,1,1666
6,675,1,1667
6,675,1,1668
4,479,1,1669
4,479,1,1670
6,629,1,1671
6,634,1,1672
6,612,1,1673
6,612,1,1674
6,698,1,1675
6,694,1,1676
6,675,1,1677
6,675,1,1678
6,694,1,1679
6,694,1,1680
6,608,1,1681
6,608,1,1682
6,631,1,1683
6,673,1,1684
6,638,1,1685
6,631,1,1686
6,638,1,1687
6,698,1,1688
6,614,1,1689
6,614,1,1690
6,612,1,1691
6,698,1,1692
6,675,1,1693
6,675,1,1694
6,614,1,1695
6,614,1,1696
6,629,1,1697
6,629,1,1698
6,698,1,1699
6,698,1,1700
6,634,1,1701
6,694,1,1702
6,699,1,1703
6,699,1,1704
6,699,1,1705
6,694,1,1706
6,694,1,1707
6,694,1,1708
6,675,1,1709
6,675,1,1710
6,614,1,1711
6,614,1,1712
6,614,1,1713
6,631,1,1714
6,629,1,1715
6,629,1,1716
6,629,1,1717
6,631,1,1718
6,629,1,1719
6,631,1,1720
6,631,1,1721
6,631,1,1722
6,634,1,1723
6,634,1,1724
6,694,1,1725
6,694,1,1726
6,694,1,1727
6,694,1,1728
6,694,1,1729
6,699,1,1730
6,694,1,1731
6,694,1,1732
6,675,1,1733
6,675,1,1734
6,699,1,1735
6,612,1,1736
6,612,1,1737
6,612,1,1738
6,631,1,1739
6,612,1,1740
6,631,1,1741
6,629,1,1742
6,631,1,1743
6,614,1,1744
6,675,1,1745
6,634,1,1746
6,675,1,1747
6,614,1,1748
6,629,1,1749
6,629,1,1750
6,634,1,1751
6,698,1,1752
6,614,1,1753
6,614,1,1754
6,629,1,1755
6,629,1,1756
6,629,1,1757
6,694,1,1758
6,698,1,1759
6,694,1,1760
6,612,1,1761
6,614,1,1762
6,612,1,1763
6,614,1,1764
6,675,1,1765
6,675,1,1766
6,612,1,1767
6,614,1,1768
6,675,1,1769
6,614,1,1770
6,612,1,1771
6,677,1,1772
6,612,1,1773
6,675,1,1774
6,612,1,1775
6,614,1,1776
6,612,1,1777
6,614,1,1778
6,629,1,1779
6,614,1,1780
4,479,1,1781
4,405,1,1782
4,405,1,1783
4,479,1,1784
6,612,1,1785
6,612,1,1786
6,612,1,1787
8,888,1,1788
6,614,1,1789
6,694,1,1790
8,888,1,1791
6,694,1,1792
6,634,1,1793
6,694,1,1794
6,614,1,1795
6,634,1,1796
6,655,1,1797
6,629,1,1798
6,634,1,1799
6,694,1,1800
6,612,1,1801
6,655,1,1802
6,612,1,1803
6,634,1,1804
6,634,1,1805
6,634,1,1806
6,612,1,1807
6,612,1,1808
6,612,1,1809
6,612,1,1810
6,612,1,1811
6,612,1,1812
6,612,1,1813
6,614,1,1814
6,612,1,1815
6,614,1,1816
6,673,1,1817
6,634,1,1818
6,629,1,1819
6,612,1,1820
6,629,1,1821
6,612,1,1822
6,694,1,1823
6,694,1,1824
6,614,1,1825
6,612,1,1826
6,629,1,1827
6,612,1,1828
6,698,1,1829
6,629,1,1830
6,614,1,1831
6,673,1,1832
6,638,1,1833
6,673,1,1834
6,698,1,1835
6,638,1,1836
6,612,1,1837
6,673,1,1838
6,694,1,1839
6,614,1,1840
6,614,1,1841
6,612,1,1842
6,614,1,1843
6,612,1,1844
6,612,1,1845
6,612,1,1846
6,673,1,1847
6,634,1,1848
6,673,1,1849
6,629,1,1850
6,614,1,1851
6,612,1,1852
6,612,1,1853
6,694,1,1854
6,612,1,1855
6,612,1,1856
6,612,1,1857
6,673,1,1858
6,612,1,1859
6,631,1,1860
6,631,1,1861
6,612,1,1862
6,612,1,1863
6,614,1,1864
6,612,1,1865
6,655,1,1866
6,655,1,1867
6,614,1,1868
6,612,1,1869
6,614,1,1870
6,629,1,1871
6,694,1,1872
6,612,1,1873
6,612,1,1874
6,612,1,1875
6,629,1,1876
6,614,1,1877
6,673,1,1878
6,673,1,1879
6,612,1,1880
6,612,1,1881
6,656,1,1882
6,612,1,1883
6,612,1,1884
6,656,1,1885
6,614,1,1886
6,656,1,1887
6,656,1,1888
6,614,1,1889
6,612,1,1890
6,612,1,1891
6,612,1,1892
6,694,1,1893
6,612,1,1894
6,612,1,1895
6,631,1,1896
6,631,1,1897
6,612,1,1898
6,699,1,1899
6,699,1,1900
6,612,1,1901
6,612,1,1902
6,612,1,1903
6,612,1,1904
6,614,1,1905
6,699,1,1906
6,614,1,1907
6,612,1,1908
6,699,1,1909
