UNIQUE_CARRIER,Unique_Carrier_Name,Unique_Carrier_Entity________,Carrier_Name,Carrier_Group,Carrier_Group_New,Airline_ID,Region,Carrier,DEST_AIRPORT_ID,ORIGIN_AIRPORT_ID,LineNUM
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,12278,11292,253
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,13871,11292,254
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,14869,11292,255
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,12278,256
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,14730,257
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,15370,258
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,11193,259
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11066,11292,260
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11433,11292,261
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,12266,11292,262
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,12339,11292,263
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,13204,11292,264
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,13204,11292,265
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,13486,11292,266
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,13930,11292,267
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,13930,11292,268
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,14107,11292,269
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,15016,11292,270
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,15412,11292,271
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,11433,272
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,12264,273
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,12266,274
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,12339,275
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,13204,276
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,13486,277
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,13930,278
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,14107,279
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,15016,280
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,15304,281
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,15412,282
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11298,11292,283
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,12339,11292,284
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,13198,11292,285
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,13495,11292,286
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,14869,11292,287
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,15376,11292,288
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,14869,11921,289
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11292,12339,290
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11292,13198,291
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11921,13244,292
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11292,13796,293
NK,Spirit Air Lines,6830,Spirit Air Lines,3,3,20416,D,NK,11433,11292,294
NK,Spirit Air Lines,6830,Spirit Air Lines,3,3,20416,D,NK,11292,12266,295
YV,Mesa Airlines Inc.,6689,Mesa Airlines Inc.,2,2,20378,D,YV,12891,13502,296
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11413,11292,297
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,11413,298
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,11986,299
MQ,Envoy Air,6820,Envoy Air,3,3,20398,D,MQ,13502,11298,300
MQ,Envoy Air,6820,Envoy Air,3,3,20398,D,MQ,11298,13502,301
ZK,Great Lakes Airlines,6932,Great Lakes Airlines,1,6,20358,D,ZK,14877,11292,302
ZK,Great Lakes Airlines,6932,Great Lakes Airlines,1,6,20358,D,ZK,11292,14877,303
EV,ExpressJet Airlines Inc.,6085,ExpressJet Airlines Inc.,3,3,20366,D,EV,15016,11109,304
EV,ExpressJet Airlines Inc.,6085,ExpressJet Airlines Inc.,3,3,20366,D,EV,11109,11292,305
EV,ExpressJet Airlines Inc.,6085,ExpressJet Airlines Inc.,3,3,20366,D,EV,11292,12266,306
EV,ExpressJet Airlines Inc.,6085,ExpressJet Airlines Inc.,3,3,20366,D,EV,12012,12266,307
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,10559,11292,308
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,12889,11292,309
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,14730,11292,310
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,11292,14869,311
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,11292,14869,312
AA,American Airlines Inc.,0A050,American Airlines Inc.,3,3,19805,D,AA,14057,11292,313
AA,American Airlines Inc.,0A050,American Airlines Inc.,3,3,19805,D,AA,11292,12892,314
AA,American Airlines Inc.,0A050,American Airlines Inc.,3,3,19805,D,AA,11292,14100,315
DL,Delta Air Lines Inc.,1260,Delta Air Lines Inc.,3,3,19790,D,DL,13487,11292,316
DL,Delta Air Lines Inc.,1260,Delta Air Lines Inc.,3,3,19790,D,DL,13487,11292,317
DL,Delta Air Lines Inc.,1260,Delta Air Lines Inc.,3,3,19790,D,DL,11292,14869,318
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11986,11292,319
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,11423,320
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11109,321
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11109,11292,322
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11921,11292,323
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,12003,11292,324
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14057,11292,325
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14683,11292,326
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11109,11638,327
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,10372,11921,328
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11921,329
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11298,11921,330
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,12003,331
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11921,13930,332
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14679,333
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,15919,334
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10397,335
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11193,336
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11278,337
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10397,11292,338
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10721,11292,339
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11278,11292,340
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11884,11292,341
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,12278,11292,342
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14492,11292,343
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14689,11292,344
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,15304,11292,345
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,15376,11292,346
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11603,347
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11618,348
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11884,349
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11986,350
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,12278,351
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,12889,352
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,15304,353
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,15376,354
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10713,355
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,10140,11292,356
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,10821,11292,357
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,10994,11292,358
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11066,11292,359
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11884,11292,360
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14730,11292,361
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14869,11292,362
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,11884,363
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14057,364
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14679,365
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14747,366
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14831,367
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,11066,368
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,10599,11292,369
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11066,11292,370
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,13487,11292,371
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,15370,11292,372
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,13851,373
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,13485,11292,374
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,13487,11292,375
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,14492,11292,376
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,14683,11292,377
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,13485,378
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,14492,379
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,14683,380
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,10620,11292,381
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11540,11292,382
9E,Endeavor Air Inc.,7024,Endeavor Air Inc.,2,2,20363,D,9E,11292,11193,383
9E,Endeavor Air Inc.,7024,Endeavor Air Inc.,2,2,20363,D,9E,11193,11292,384
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,14869,11292,385
AA,American Airlines Inc.,0A050,American Airlines Inc.,3,3,19805,D,AA,11292,11298,386
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,10849,387
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,10849,11292,388
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,13487,11292,389
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,14730,11292,390
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,13367,391
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,14730,392
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,10140,393
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,10279,394
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,10849,395
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,10279,11292,396
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,10849,11292,397
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11193,11292,398
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11267,11292,399
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11986,11292,400
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,12896,11292,401
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13502,11292,402
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13891,11292,403
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14107,11292,404
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14262,11292,405
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14489,11292,406
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14683,11292,407
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,15370,11292,408
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11423,409
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11921,12892,410
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,12896,411
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13502,412
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13891,413
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14107,414
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14457,415
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10800,416
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10821,417
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11057,418
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10397,11292,419
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11618,11292,420
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13198,11292,421
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14262,11292,422
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13851,423
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13930,424
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14262,425
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14492,426
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10140,427
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10257,428
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10397,429
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10529,430
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,10994,11292,431
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,12339,11292,432
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,12954,11292,433
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13198,11292,434
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13495,11292,435
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13495,11292,436
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13871,11292,437
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13891,11292,438
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13931,11292,439
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14683,11292,440
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14747,11292,441
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14831,11292,442
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14893,11292,443
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,15376,11292,444
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,12339,445
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,12954,446
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13495,447
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13871,448
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13891,449
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13931,450
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,10140,451
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,10599,452
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,11042,453
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,10140,11292,454
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,10693,11292,455
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11540,11292,456
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,13244,11292,457
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,13851,11292,458
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,15919,11292,459
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,11298,460
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,11423,461
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,13244,462
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,13487,463
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,13495,464
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,13871,465
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,14683,466
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,15919,467
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,11003,468
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11003,11292,469
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,12339,11292,470
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,12339,471
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,13487,472
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,10620,473
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,10620,11292,474
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,14783,11292,475
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,14814,11292,476
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,15376,11292,477
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,13198,478
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,14814,479
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,15376,480
EV,ExpressJet Airlines Inc.,6085,ExpressJet Airlines Inc.,3,3,20366,D,EV,11109,13930,481
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,11292,13891,482
CP,Compass Airlines,1131,Compass Airlines,2,2,21167,D,CP,12892,11921,483
CP,Compass Airlines,1131,Compass Airlines,2,2,21167,D,CP,11921,12892,484
AA,American Airlines Inc.,0A050,American Airlines Inc.,3,3,19805,D,AA,11298,11292,485
AA,American Airlines Inc.,0A050,American Airlines Inc.,3,3,19805,D,AA,11292,11298,486
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,10140,487
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,10140,11292,488
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11298,11292,489
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,11298,490
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11884,11292,491
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13486,11292,492
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13487,11292,493
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14783,11292,494
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,12892,11413,495
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11884,496
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11413,12892,497
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13198,498
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13486,499
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13487,500
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13871,501
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14783,502
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10397,503
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10849,504
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11003,505
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11066,506
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11066,507
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11193,508
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10713,11292,509
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10849,11292,510
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11057,11292,511
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11066,11292,512
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11066,11292,513
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11603,11292,514
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11648,11292,515
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,12982,11292,516
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13485,11292,517
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13495,11292,518
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14100,11292,519
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14100,11292,520
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14570,11292,521
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14771,11292,522
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11433,523
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11648,524
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,12982,525
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13485,526
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14570,527
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10140,528
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10994,529
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,10423,11292,530
