UNIQUE_CARRIER,Unique_Carrier_Name,Unique_Carrier_Entity________,Carrier_Name,Carrier_Group,Carrier_Group_New,Airline_ID,Region,Carrier,DEST_AIRPORT_ID,ORIGIN_AIRPORT_ID,LineNUM
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13931,11292,531
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14679,11292,532
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14683,11292,533
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14831,11292,534
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13342,535
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13487,536
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13931,537
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14683,538
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14869,539
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,15376,540
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,12339,11292,541
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,14683,11292,542
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,11540,543
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,14869,544
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,13342,11292,545
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,14908,11292,546
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,13342,547
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,14908,548
SY,Sun Country Airlines d/b/a MN Airlines,6795,Sun Country Airlines d/b/a MN Airlines,2,2,20422,D,SY,13487,11292,549
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,12278,11292,550
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,12278,551
MQ,Envoy Air,6820,Envoy Air,3,3,20398,D,MQ,13930,13502,552
MQ,Envoy Air,6820,Envoy Air,3,3,20398,D,MQ,13502,13930,553
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,10800,11292,554
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,14730,11292,555
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,14869,11292,556
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,11292,14869,557
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11003,11292,558
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,12339,11292,559
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,12339,560
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,10620,561
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,10397,11292,562
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,10620,11292,563
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11042,11292,564
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11413,11292,565
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11648,11292,566
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,12278,11292,567
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13198,11292,568
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13244,11292,569
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13433,11292,570
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13871,11292,571
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14689,11292,572
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11413,573
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13198,574
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13244,575
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14262,576
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14869,577
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10713,578
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11057,579
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10821,11292,580
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11003,11292,581
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11057,11292,582
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11193,11292,583
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11618,11292,584
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11884,11292,585
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13264,11292,586
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13891,11292,587
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14831,11292,588
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14893,11292,589
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,15376,11292,590
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11697,591
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11884,592
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13198,593
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13851,594
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13891,595
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14057,596
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14747,597
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14831,598
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,15376,599
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10693,600
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,12954,11292,601
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13487,11292,602
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,15016,11292,603
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,12191,604
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,12954,605
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13851,606
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14122,607
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,15016,608
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,15016,609
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,14107,11292,610
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,14107,611
SY,Sun Country Airlines d/b/a MN Airlines,6795,Sun Country Airlines d/b/a MN Airlines,2,2,20422,D,SY,11292,13487,612
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11003,11292,613
ZK,Great Lakes Airlines,6932,Great Lakes Airlines,1,6,20358,D,ZK,11292,11233,614
ZK,Great Lakes Airlines,6932,Great Lakes Airlines,1,6,20358,D,ZK,11233,11292,615
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,13244,11292,616
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,13487,617
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,13930,13502,618
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,13502,13930,619
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,10397,620
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11042,621
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,12892,11109,622
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11057,11292,623
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13264,11292,624
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13964,11292,625
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11423,626
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11648,627
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,12278,628
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13244,629
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13433,630
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13964,631
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14489,632
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14689,633
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,15370,634
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,15376,635
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10423,636
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11433,11292,637
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11986,11292,638
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,12339,11292,639
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13198,11292,640
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13342,11292,641
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13495,11292,642
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11618,643
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,12339,644
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,12339,645
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13264,646
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13342,647
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14100,648
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11697,11292,649
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,12451,11292,650
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13198,11292,651
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13796,11292,652
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13851,11292,653
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,12451,654
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14771,655
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14869,656
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,10397,657
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,10397,11292,658
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11298,11292,659
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,13871,11292,660
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,14730,11292,661
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11921,11109,662
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,13244,11292,663
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,13244,11292,664
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11109,11921,665
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11292,13244,666
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11775,11292,667
G4,Allegiant Air,6035,Allegiant Air,3,3,20368,D,G4,12889,11921,668
G4,Allegiant Air,6035,Allegiant Air,3,3,20368,D,G4,11921,12889,669
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,15412,11292,670
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11292,15412,671
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,10423,672
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,10561,673
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11057,674
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11921,11292,675
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,14524,11292,676
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,14524,677
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10620,678
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10713,679
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10800,680
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10620,11292,681
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10713,11292,682
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10800,11292,683
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11423,11292,684
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11603,11292,685
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11603,11292,686
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13342,11292,687
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13851,11292,688
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14122,11292,689
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14869,11292,690
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11423,691
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11603,692
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13198,693
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13342,694
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14100,695
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14122,696
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,15370,697
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,10423,698
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,11042,699
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11618,11292,700
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14193,11292,701
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14492,11292,702
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14193,703
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,15370,704
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,11003,705
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,12094,11292,706
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,11775,707
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,14730,11292,708
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,11292,14730,709
AA,American Airlines Inc.,0A050,American Airlines Inc.,3,3,19805,D,AA,14107,11292,710
AA,American Airlines Inc.,0A050,American Airlines Inc.,3,3,19805,D,AA,11292,14107,711
G7,GoJet Airlines LLC d/b/a United Express,7041,GoJet Airlines LLC d/b/a United Express,2,2,20500,D,G7,11042,11292,712
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11193,713
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,15376,11292,714
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13851,715
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10423,716
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10423,11292,717
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10529,11292,718
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11433,11292,719
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11697,11292,720
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,12953,11292,721
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13485,11292,722
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,13487,11292,723
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14747,11292,724
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,15370,11292,725
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11603,726
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13495,727
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14869,728
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11884,11292,729
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,12191,11292,730
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,12892,11292,731
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13851,11292,732
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14107,11292,733
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14771,11292,734
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,12889,735
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13198,736
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14492,737
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11292,10693,738
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,14771,11109,739
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11109,14771,740
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,13796,11292,741
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,12012,11292,742
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,12012,743
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,12094,744
G4,Allegiant Air,6035,Allegiant Air,3,3,20368,D,G4,11109,10466,745
G4,Allegiant Air,6035,Allegiant Air,3,3,20368,D,G4,10466,11109,746
G4,Allegiant Air,6035,Allegiant Air,3,3,20368,D,G4,12889,11109,747
G4,Allegiant Air,6035,Allegiant Air,3,3,20368,D,G4,12892,11921,748
G4,Allegiant Air,6035,Allegiant Air,3,3,20368,D,G4,11109,12889,749
G4,Allegiant Air,6035,Allegiant Air,3,3,20368,D,G4,11921,12892,750
1AQ,Via Airlines d/b/a Charter Air Transport,1158,Via Airlines d/b/a Charter Air Transport,1,6,21477,D,1AQ,11292,10643,751
1AQ,Via Airlines d/b/a Charter Air Transport,1158,Via Airlines d/b/a Charter Air Transport,1,6,21477,D,1AQ,10643,11292,752
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11003,11292,753
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11648,11292,754
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13851,11292,755
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,13851,11292,756
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11648,757
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11921,758
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,13264,759
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10821,760
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,12339,11292,761
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14057,11292,762
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11433,763
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11603,764
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,12339,765
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13485,766
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,10397,11292,767
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,10529,11292,768
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,12339,769
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13487,770
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14683,771
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11278,11292,772
5X,United Parcel Service,6910,United Parcel Service,3,3,19917,D,5X,11292,14730,773
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,11066,774
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,10800,11292,775
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11066,11292,776
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,15376,11292,777
OO,SkyWest Airlines Inc.,6700,SkyWest Airlines Inc.,3,3,20304,D,OO,11292,15016,778
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,10529,779
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,10821,11292,780
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11423,11292,781
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11775,11292,782
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,14262,11292,783
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,11423,784
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,12264,785
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13495,786
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,13891,787
UA,United Air Lines Inc.,0A875,United Air Lines Inc.,3,3,19977,D,UA,11292,14262,788
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11042,11292,789
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,12889,11292,790
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,13487,11292,791
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,14730,11292,792
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,13851,793
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14730,794
WN,Southwest Airlines Co.,6725,Southwest Airlines Co.,3,3,19393,D,WN,11292,14771,795
YX,Republic Airlines,6003,Republic Airlines,2,2,20452,D,YX,11109,12266,796
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,11278,797
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11423,11292,798
F9,Frontier Airlines Inc.,6460,Frontier Airlines Inc.,3,3,20436,D,F9,11292,11423,799
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,13244,11292,800
FX,Federal Express Corporation,6200,Federal Express Corporation,3,3,20107,D,FX,11292,13244,801
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,15370,11292,802
AX,Trans States Airlines,6904,Trans States Airlines,1,5,20237,D,AX,11292,15370,803
ZK,Great Lakes Airlines,6932,Great Lakes Airlines,1,6,20358,D,ZK,15177,11292,804
ZK,Great Lakes Airlines,6932,Great Lakes Airlines,1,6,20358,D,ZK,11292,15177,805
4B,Boutique Air,1177,Boutique Air,1,6,21599,D,4B,14107,10950,806
4B,Boutique Air,1177,Boutique Air,1,6,21599,D,4B,10950,14107,807
