ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,Origin,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,Dest,DEST_WAC,LineNUM
11921,1192102,GJT,82,12892,1289205,LAX,91,483
12892,1289205,LAX,91,11921,1192102,GJT,82,484
11292,1129202,DEN,82,11298,1129804,DFW,74,485
11298,1129804,DFW,74,11292,1129202,DEN,82,486
10140,1014003,ABQ,86,11292,1129202,DEN,82,487
11292,1129202,DEN,82,10140,1014003,ABQ,86,488
11292,1129202,DEN,82,11298,1129804,DFW,74,489
11298,1129804,DFW,74,11292,1129202,DEN,82,490
11292,1129202,DEN,82,11884,1188402,GEG,93,491
11292,1129202,DEN,82,13486,1348602,MSO,84,492
11292,1129202,DEN,82,13487,1348702,MSP,63,493
11292,1129202,DEN,82,14783,1478302,SGF,64,494
11413,1141304,DRO,82,12892,1289205,LAX,91,495
11884,1188402,GEG,93,11292,1129202,DEN,82,496
12892,1289205,LAX,91,11413,1141304,DRO,82,497
13198,1319801,MCI,64,11292,1129202,DEN,82,498
13486,1348602,MSO,84,11292,1129202,DEN,82,499
13487,1348702,MSP,63,11292,1129202,DEN,82,500
13871,1387102,OMA,65,11292,1129202,DEN,82,501
14783,1478302,SGF,64,11292,1129202,DEN,82,502
10397,1039705,ATL,34,11292,1129202,DEN,82,503
10849,1084903,BZN,84,11292,1129202,DEN,82,504
11003,1100303,CID,61,11292,1129202,DEN,82,505
11066,1106603,CMH,44,11292,1129202,DEN,82,506
11066,1106603,CMH,44,11292,1129202,DEN,82,507
11193,1119302,CVG,52,11292,1129202,DEN,82,508
11292,1129202,DEN,82,10713,1071302,BOI,83,509
11292,1129202,DEN,82,10849,1084903,BZN,84,510
11292,1129202,DEN,82,11057,1105703,CLT,36,511
11292,1129202,DEN,82,11066,1106603,CMH,44,512
11292,1129202,DEN,82,11066,1106603,CMH,44,513
11292,1129202,DEN,82,11603,1160302,EUG,92,514
11292,1129202,DEN,82,11648,1164802,FCA,84,515
11292,1129202,DEN,82,12982,1298202,LIH,2,516
11292,1129202,DEN,82,13485,1348502,MSN,45,517
11292,1129202,DEN,82,13495,1349503,MSY,72,518
11292,1129202,DEN,82,14100,1410002,PHL,23,519
11292,1129202,DEN,82,14100,1410002,PHL,23,520
11292,1129202,DEN,82,14570,1457002,RNO,85,521
11292,1129202,DEN,82,14771,1477102,SFO,91,522
11433,1143302,DTW,43,11292,1129202,DEN,82,523
11648,1164802,FCA,84,11292,1129202,DEN,82,524
12982,1298202,LIH,2,11292,1129202,DEN,82,525
13485,1348502,MSN,45,11292,1129202,DEN,82,526
14570,1457002,RNO,85,11292,1129202,DEN,82,527
10140,1014003,ABQ,86,11292,1129202,DEN,82,528
10994,1099402,CHS,37,11292,1129202,DEN,82,529
11292,1129202,DEN,82,10423,1042302,AUS,74,530
11292,1129202,DEN,82,13931,1393102,ORF,38,531
11292,1129202,DEN,82,14679,1467903,SAN,91,532
11292,1129202,DEN,82,14683,1468303,SAT,74,533
11292,1129202,DEN,82,14831,1483104,SJC,91,534
13342,1334205,MKE,45,11292,1129202,DEN,82,535
13487,1348702,MSP,63,11292,1129202,DEN,82,536
13931,1393102,ORF,38,11292,1129202,DEN,82,537
14683,1468303,SAT,74,11292,1129202,DEN,82,538
14869,1486903,SLC,87,11292,1129202,DEN,82,539
15376,1537602,TUS,81,11292,1129202,DEN,82,540
11292,1129202,DEN,82,12339,1233904,IND,42,541
11292,1129202,DEN,82,14683,1468303,SAT,74,542
11540,1154003,ELP,74,11292,1129202,DEN,82,543
14869,1486903,SLC,87,11292,1129202,DEN,82,544
11292,1129202,DEN,82,13342,1334205,MKE,45,545
11292,1129202,DEN,82,14908,1490803,SNA,91,546
13342,1334205,MKE,45,11292,1129202,DEN,82,547
14908,1490803,SNA,91,11292,1129202,DEN,82,548
11292,1129202,DEN,82,13487,1348702,MSP,63,549
11292,1129202,DEN,82,12278,1227803,ICT,62,550
12278,1227803,ICT,62,11292,1129202,DEN,82,551
13502,1350202,MTJ,82,13930,1393004,ORD,41,552
13930,1393004,ORD,41,13502,1350202,MTJ,82,553
11292,1129202,DEN,82,10800,1080003,BUR,91,554
11292,1129202,DEN,82,14730,1473003,SDF,52,555
11292,1129202,DEN,82,14869,1486903,SLC,87,556
14869,1486903,SLC,87,11292,1129202,DEN,82,557
11292,1129202,DEN,82,11003,1100303,CID,61,558
11292,1129202,DEN,82,12339,1233904,IND,42,559
12339,1233904,IND,42,11292,1129202,DEN,82,560
10620,1062002,BIL,84,11292,1129202,DEN,82,561
11292,1129202,DEN,82,10397,1039705,ATL,34,562
11292,1129202,DEN,82,10620,1062002,BIL,84,563
11292,1129202,DEN,82,11042,1104203,CLE,44,564
11292,1129202,DEN,82,11413,1141304,DRO,82,565
11292,1129202,DEN,82,11648,1164802,FCA,84,566
11292,1129202,DEN,82,12278,1227803,ICT,62,567
11292,1129202,DEN,82,13198,1319801,MCI,64,568
11292,1129202,DEN,82,13244,1324402,MEM,54,569
11292,1129202,DEN,82,13433,1343302,MOT,66,570
11292,1129202,DEN,82,13871,1387102,OMA,65,571
11292,1129202,DEN,82,14689,1468902,SBA,91,572
11413,1141304,DRO,82,11292,1129202,DEN,82,573
13198,1319801,MCI,64,11292,1129202,DEN,82,574
13244,1324402,MEM,54,11292,1129202,DEN,82,575
14262,1426204,PSP,91,11292,1129202,DEN,82,576
14869,1486903,SLC,87,11292,1129202,DEN,82,577
10713,1071302,BOI,83,11292,1129202,DEN,82,578
11057,1105703,CLT,36,11292,1129202,DEN,82,579
11292,1129202,DEN,82,10821,1082104,BWI,35,580
11292,1129202,DEN,82,11003,1100303,CID,61,581
11292,1129202,DEN,82,11057,1105703,CLT,36,582
11292,1129202,DEN,82,11193,1119302,CVG,52,583
11292,1129202,DEN,82,11618,1161802,EWR,21,584
11292,1129202,DEN,82,11884,1188402,GEG,93,585
11292,1129202,DEN,82,13264,1326403,MFR,92,586
11292,1129202,DEN,82,13891,1389101,ONT,91,587
11292,1129202,DEN,82,14831,1483104,SJC,91,588
11292,1129202,DEN,82,14893,1489302,SMF,91,589
11292,1129202,DEN,82,15376,1537602,TUS,81,590
11697,1169704,FLL,33,11292,1129202,DEN,82,591
11884,1188402,GEG,93,11292,1129202,DEN,82,592
13198,1319801,MCI,64,11292,1129202,DEN,82,593
13851,1385103,OKC,73,11292,1129202,DEN,82,594
13891,1389101,ONT,91,11292,1129202,DEN,82,595
14057,1405702,PDX,92,11292,1129202,DEN,82,596
14747,1474703,SEA,93,11292,1129202,DEN,82,597
14831,1483104,SJC,91,11292,1129202,DEN,82,598
15376,1537602,TUS,81,11292,1129202,DEN,82,599
10693,1069302,BNA,54,11292,1129202,DEN,82,600
11292,1129202,DEN,82,12954,1295403,LGB,91,601
11292,1129202,DEN,82,13487,1348702,MSP,63,602
11292,1129202,DEN,82,15016,1501603,STL,64,603
12191,1219102,HOU,74,11292,1129202,DEN,82,604
12954,1295403,LGB,91,11292,1129202,DEN,82,605
13851,1385103,OKC,73,11292,1129202,DEN,82,606
14122,1412202,PIT,23,11292,1129202,DEN,82,607
15016,1501603,STL,64,11292,1129202,DEN,82,608
15016,1501603,STL,64,11292,1129202,DEN,82,609
11292,1129202,DEN,82,14107,1410702,PHX,81,610
14107,1410702,PHX,81,11292,1129202,DEN,82,611
13487,1348702,MSP,63,11292,1129202,DEN,82,612
11292,1129202,DEN,82,11003,1100303,CID,61,613
11233,1123302,CYS,88,11292,1129202,DEN,82,614
11292,1129202,DEN,82,11233,1123302,CYS,88,615
11292,1129202,DEN,82,13244,1324402,MEM,54,616
13487,1348702,MSP,63,11292,1129202,DEN,82,617
13502,1350202,MTJ,82,13930,1393004,ORD,41,618
13930,1393004,ORD,41,13502,1350202,MTJ,82,619
10397,1039705,ATL,34,11292,1129202,DEN,82,620
11042,1104203,CLE,44,11292,1129202,DEN,82,621
11109,1110902,COS,82,12892,1289205,LAX,91,622
11292,1129202,DEN,82,11057,1105703,CLT,36,623
11292,1129202,DEN,82,13264,1326403,MFR,92,624
11292,1129202,DEN,82,13964,1396403,OTH,92,625
11423,1142304,DSM,61,11292,1129202,DEN,82,626
11648,1164802,FCA,84,11292,1129202,DEN,82,627
12278,1227803,ICT,62,11292,1129202,DEN,82,628
13244,1324402,MEM,54,11292,1129202,DEN,82,629
13433,1343302,MOT,66,11292,1129202,DEN,82,630
13964,1396403,OTH,92,11292,1129202,DEN,82,631
14489,1448902,RDM,92,11292,1129202,DEN,82,632
14689,1468902,SBA,91,11292,1129202,DEN,82,633
15370,1537002,TUL,73,11292,1129202,DEN,82,634
15376,1537602,TUS,81,11292,1129202,DEN,82,635
10423,1042302,AUS,74,11292,1129202,DEN,82,636
11292,1129202,DEN,82,11433,1143302,DTW,43,637
11292,1129202,DEN,82,11986,1198603,GRR,43,638
11292,1129202,DEN,82,12339,1233904,IND,42,639
11292,1129202,DEN,82,13198,1319801,MCI,64,640
11292,1129202,DEN,82,13342,1334205,MKE,45,641
11292,1129202,DEN,82,13495,1349503,MSY,72,642
11618,1161802,EWR,21,11292,1129202,DEN,82,643
12339,1233904,IND,42,11292,1129202,DEN,82,644
12339,1233904,IND,42,11292,1129202,DEN,82,645
13264,1326403,MFR,92,11292,1129202,DEN,82,646
13342,1334205,MKE,45,11292,1129202,DEN,82,647
14100,1410002,PHL,23,11292,1129202,DEN,82,648
11292,1129202,DEN,82,11697,1169704,FLL,33,649
11292,1129202,DEN,82,12451,1245102,JAX,33,650
11292,1129202,DEN,82,13198,1319801,MCI,64,651
11292,1129202,DEN,82,13796,1379604,OAK,91,652
11292,1129202,DEN,82,13851,1385103,OKC,73,653
12451,1245102,JAX,33,11292,1129202,DEN,82,654
14771,1477102,SFO,91,11292,1129202,DEN,82,655
14869,1486903,SLC,87,11292,1129202,DEN,82,656
10397,1039705,ATL,34,11292,1129202,DEN,82,657
11292,1129202,DEN,82,10397,1039705,ATL,34,658
11292,1129202,DEN,82,11298,1129804,DFW,74,659
11292,1129202,DEN,82,13871,1387102,OMA,65,660
11292,1129202,DEN,82,14730,1473003,SDF,52,661
11109,1110902,COS,82,11921,1192102,GJT,82,662
11292,1129202,DEN,82,13244,1324402,MEM,54,663
11292,1129202,DEN,82,13244,1324402,MEM,54,664
11921,1192102,GJT,82,11109,1110902,COS,82,665
13244,1324402,MEM,54,11292,1129202,DEN,82,666
11292,1129202,DEN,82,11775,1177502,FSD,67,667
11921,1192102,GJT,82,12889,1288903,LAS,85,668
12889,1288903,LAS,85,11921,1192102,GJT,82,669
11292,1129202,DEN,82,15412,1541203,TYS,54,670
15412,1541203,TYS,54,11292,1129202,DEN,82,671
10423,1042302,AUS,74,11292,1129202,DEN,82,672
10561,1056103,BFL,91,11292,1129202,DEN,82,673
11057,1105703,CLT,36,11292,1129202,DEN,82,674
11292,1129202,DEN,82,11921,1192102,GJT,82,675
11292,1129202,DEN,82,14524,1452401,RIC,38,676
14524,1452401,RIC,38,11292,1129202,DEN,82,677
10620,1062002,BIL,84,11292,1129202,DEN,82,678
10713,1071302,BOI,83,11292,1129202,DEN,82,679
10800,1080003,BUR,91,11292,1129202,DEN,82,680
11292,1129202,DEN,82,10620,1062002,BIL,84,681
11292,1129202,DEN,82,10713,1071302,BOI,83,682
11292,1129202,DEN,82,10800,1080003,BUR,91,683
11292,1129202,DEN,82,11423,1142304,DSM,61,684
11292,1129202,DEN,82,11603,1160302,EUG,92,685
11292,1129202,DEN,82,11603,1160302,EUG,92,686
11292,1129202,DEN,82,13342,1334205,MKE,45,687
11292,1129202,DEN,82,13851,1385103,OKC,73,688
11292,1129202,DEN,82,14122,1412202,PIT,23,689
11292,1129202,DEN,82,14869,1486903,SLC,87,690
11423,1142304,DSM,61,11292,1129202,DEN,82,691
11603,1160302,EUG,92,11292,1129202,DEN,82,692
13198,1319801,MCI,64,11292,1129202,DEN,82,693
13342,1334205,MKE,45,11292,1129202,DEN,82,694
14100,1410002,PHL,23,11292,1129202,DEN,82,695
14122,1412202,PIT,23,11292,1129202,DEN,82,696
15370,1537002,TUL,73,11292,1129202,DEN,82,697
10423,1042302,AUS,74,11292,1129202,DEN,82,698
11042,1104203,CLE,44,11292,1129202,DEN,82,699
11292,1129202,DEN,82,11618,1161802,EWR,21,700
11292,1129202,DEN,82,14193,1419304,PNS,33,701
11292,1129202,DEN,82,14492,1449202,RDU,36,702
14193,1419304,PNS,33,11292,1129202,DEN,82,703
15370,1537002,TUL,73,11292,1129202,DEN,82,704
11003,1100303,CID,61,11292,1129202,DEN,82,705
11292,1129202,DEN,82,12094,1209402,HDN,82,706
11775,1177502,FSD,67,11292,1129202,DEN,82,707
11292,1129202,DEN,82,14730,1473003,SDF,52,708
14730,1473003,SDF,52,11292,1129202,DEN,82,709
11292,1129202,DEN,82,14107,1410702,PHX,81,710
14107,1410702,PHX,81,11292,1129202,DEN,82,711
11292,1129202,DEN,82,11042,1104203,CLE,44,712
11193,1119302,CVG,52,11292,1129202,DEN,82,713
11292,1129202,DEN,82,15376,1537602,TUS,81,714
13851,1385103,OKC,73,11292,1129202,DEN,82,715
10423,1042302,AUS,74,11292,1129202,DEN,82,716
11292,1129202,DEN,82,10423,1042302,AUS,74,717
11292,1129202,DEN,82,10529,1052904,BDL,11,718
11292,1129202,DEN,82,11433,1143302,DTW,43,719
11292,1129202,DEN,82,11697,1169704,FLL,33,720
11292,1129202,DEN,82,12953,1295302,LGA,22,721
11292,1129202,DEN,82,13485,1348502,MSN,45,722
11292,1129202,DEN,82,13487,1348702,MSP,63,723
11292,1129202,DEN,82,14747,1474703,SEA,93,724
11292,1129202,DEN,82,15370,1537002,TUL,73,725
11603,1160302,EUG,92,11292,1129202,DEN,82,726
13495,1349503,MSY,72,11292,1129202,DEN,82,727
14869,1486903,SLC,87,11292,1129202,DEN,82,728
11292,1129202,DEN,82,11884,1188402,GEG,93,729
11292,1129202,DEN,82,12191,1219102,HOU,74,730
11292,1129202,DEN,82,12892,1289205,LAX,91,731
11292,1129202,DEN,82,13851,1385103,OKC,73,732
11292,1129202,DEN,82,14107,1410702,PHX,81,733
11292,1129202,DEN,82,14771,1477102,SFO,91,734
12889,1288903,LAS,85,11292,1129202,DEN,82,735
13198,1319801,MCI,64,11292,1129202,DEN,82,736
14492,1449202,RDU,36,11292,1129202,DEN,82,737
10693,1069302,BNA,54,11292,1129202,DEN,82,738
11109,1110902,COS,82,14771,1477102,SFO,91,739
14771,1477102,SFO,91,11109,1110902,COS,82,740
11292,1129202,DEN,82,13796,1379604,OAK,91,741
11292,1129202,DEN,82,12012,1201203,GUC,82,742
12012,1201203,GUC,82,11292,1129202,DEN,82,743
12094,1209402,HDN,82,11292,1129202,DEN,82,744
10466,1046602,AZA,81,11109,1110902,COS,82,745
11109,1110902,COS,82,10466,1046602,AZA,81,746
11109,1110902,COS,82,12889,1288903,LAS,85,747
11921,1192102,GJT,82,12892,1289205,LAX,91,748
12889,1288903,LAS,85,11109,1110902,COS,82,749
12892,1289205,LAX,91,11921,1192102,GJT,82,750
10643,1064301,BKG,64,11292,1129202,DEN,82,751
11292,1129202,DEN,82,10643,1064301,BKG,64,752
11292,1129202,DEN,82,11003,1100303,CID,61,753
11292,1129202,DEN,82,11648,1164802,FCA,84,754
11292,1129202,DEN,82,13851,1385103,OKC,73,755
11292,1129202,DEN,82,13851,1385103,OKC,73,756
11648,1164802,FCA,84,11292,1129202,DEN,82,757
11921,1192102,GJT,82,11292,1129202,DEN,82,758
13264,1326403,MFR,92,11292,1129202,DEN,82,759
10821,1082104,BWI,35,11292,1129202,DEN,82,760
11292,1129202,DEN,82,12339,1233904,IND,42,761
11292,1129202,DEN,82,14057,1405702,PDX,92,762
11433,1143302,DTW,43,11292,1129202,DEN,82,763
11603,1160302,EUG,92,11292,1129202,DEN,82,764
12339,1233904,IND,42,11292,1129202,DEN,82,765
13485,1348502,MSN,45,11292,1129202,DEN,82,766
11292,1129202,DEN,82,10397,1039705,ATL,34,767
11292,1129202,DEN,82,10529,1052904,BDL,11,768
12339,1233904,IND,42,11292,1129202,DEN,82,769
13487,1348702,MSP,63,11292,1129202,DEN,82,770
14683,1468303,SAT,74,11292,1129202,DEN,82,771
11292,1129202,DEN,82,11278,1127803,DCA,38,772
14730,1473003,SDF,52,11292,1129202,DEN,82,773
11066,1106603,CMH,44,11292,1129202,DEN,82,774
11292,1129202,DEN,82,10800,1080003,BUR,91,775
11292,1129202,DEN,82,11066,1106603,CMH,44,776
11292,1129202,DEN,82,15376,1537602,TUS,81,777
15016,1501603,STL,64,11292,1129202,DEN,82,778
10529,1052904,BDL,11,11292,1129202,DEN,82,779
11292,1129202,DEN,82,10821,1082104,BWI,35,780
11292,1129202,DEN,82,11423,1142304,DSM,61,781
11292,1129202,DEN,82,11775,1177502,FSD,67,782
11292,1129202,DEN,82,14262,1426204,PSP,91,783
11423,1142304,DSM,61,11292,1129202,DEN,82,784
12264,1226402,IAD,38,11292,1129202,DEN,82,785
13495,1349503,MSY,72,11292,1129202,DEN,82,786
13891,1389101,ONT,91,11292,1129202,DEN,82,787
14262,1426204,PSP,91,11292,1129202,DEN,82,788
11292,1129202,DEN,82,11042,1104203,CLE,44,789
11292,1129202,DEN,82,12889,1288903,LAS,85,790
11292,1129202,DEN,82,13487,1348702,MSP,63,791
11292,1129202,DEN,82,14730,1473003,SDF,52,792
13851,1385103,OKC,73,11292,1129202,DEN,82,793
14730,1473003,SDF,52,11292,1129202,DEN,82,794
14771,1477102,SFO,91,11292,1129202,DEN,82,795
12266,1226603,IAH,74,11109,1110902,COS,82,796
11278,1127803,DCA,38,11292,1129202,DEN,82,797
11292,1129202,DEN,82,11423,1142304,DSM,61,798
11423,1142304,DSM,61,11292,1129202,DEN,82,799
11292,1129202,DEN,82,13244,1324402,MEM,54,800
13244,1324402,MEM,54,11292,1129202,DEN,82,801
11292,1129202,DEN,82,15370,1537002,TUL,73,802
15370,1537002,TUL,73,11292,1129202,DEN,82,803
11292,1129202,DEN,82,15177,1517702,TEX,82,804
15177,1517702,TEX,82,11292,1129202,DEN,82,805
10950,1095002,CEZ,82,14107,1410702,PHX,81,806
14107,1410702,PHX,81,10950,1095002,CEZ,82,807
11292,1129202,DEN,82,12953,1295302,LGA,22,808
13851,1385103,OKC,73,11292,1129202,DEN,82,809
10821,1082104,BWI,35,11292,1129202,DEN,82,810
11292,1129202,DEN,82,11603,1160302,EUG,92,811
11292,1129202,DEN,82,12264,1226402,IAD,38,812
11292,1129202,DEN,82,13495,1349503,MSY,72,813
11292,1129202,DEN,82,13871,1387102,OMA,65,814
11292,1129202,DEN,82,13891,1389101,ONT,91,815
11292,1129202,DEN,82,14893,1489302,SMF,91,816
11775,1177502,FSD,67,11292,1129202,DEN,82,817
11292,1129202,DEN,82,12264,1226402,IAD,38,818
12892,1289205,LAX,91,11292,1129202,DEN,82,819
13198,1319801,MCI,64,11292,1129202,DEN,82,820
14107,1410702,PHX,81,11292,1129202,DEN,82,821
11109,1110902,COS,82,12892,1289205,LAX,91,822
12892,1289205,LAX,91,11109,1110902,COS,82,823
11292,1129202,DEN,82,11986,1198603,GRR,43,824
11292,1129202,DEN,82,12478,1247803,JFK,22,825
12478,1247803,JFK,22,11292,1129202,DEN,82,826
11292,1129202,DEN,82,14683,1468303,SAT,74,827
14683,1468303,SAT,74,11292,1129202,DEN,82,828
11292,1129202,DEN,82,11603,1160302,EUG,92,829
11292,1129202,DEN,82,13487,1348702,MSP,63,830
11292,1129202,DEN,82,14492,1449202,RDU,36,831
11292,1129202,DEN,82,14747,1474703,SEA,93,832
11298,1129804,DFW,74,11292,1129202,DEN,82,833
13342,1334205,MKE,45,11292,1129202,DEN,82,834
13487,1348702,MSP,63,11292,1129202,DEN,82,835
14893,1489302,SMF,91,11292,1129202,DEN,82,836
11292,1129202,DEN,82,10693,1069302,BNA,54,837
11638,1163805,FAT,91,11921,1192102,GJT,82,838
14783,1478302,SGF,64,11292,1129202,DEN,82,839
11193,1119302,CVG,52,11292,1129202,DEN,82,840
11292,1129202,DEN,82,11193,1119302,CVG,52,841
12953,1295302,LGA,22,11292,1129202,DEN,82,842
11292,1129202,DEN,82,14869,1486903,SLC,87,843
13367,1336703,MLI,41,11292,1129202,DEN,82,844
11292,1129202,DEN,82,10620,1062002,BIL,84,845
11292,1129202,DEN,82,11423,1142304,DSM,61,846
11292,1129202,DEN,82,13342,1334205,MKE,45,847
11292,1129202,DEN,82,13871,1387102,OMA,65,848
11292,1129202,DEN,82,13891,1389101,ONT,91,849
11292,1129202,DEN,82,15304,1530402,TPA,33,850
13204,1320402,MCO,33,11292,1129202,DEN,82,851
14492,1449202,RDU,36,11292,1129202,DEN,82,852
14679,1467903,SAN,91,11292,1129202,DEN,82,853
10849,1084903,BZN,84,11292,1129202,DEN,82,854
11003,1100303,CID,61,11292,1129202,DEN,82,855
11292,1129202,DEN,82,10849,1084903,BZN,84,856
11292,1129202,DEN,82,11003,1100303,CID,61,857
11292,1129202,DEN,82,11995,1199502,GSO,36,858
11292,1129202,DEN,82,14747,1474703,SEA,93,859
11995,1199502,GSO,36,11292,1129202,DEN,82,860
14747,1474703,SEA,93,11292,1129202,DEN,82,861
13796,1379604,OAK,91,11292,1129202,DEN,82,862
11003,1100303,CID,61,11292,1129202,DEN,82,863
10620,1062002,BIL,84,11292,1129202,DEN,82,864
11292,1129202,DEN,82,10423,1042302,AUS,74,865
11292,1129202,DEN,82,14679,1467903,SAN,91,866
11423,1142304,DSM,61,11292,1129202,DEN,82,867
12266,1226603,IAH,74,11292,1129202,DEN,82,868
13871,1387102,OMA,65,11292,1129202,DEN,82,869
13891,1389101,ONT,91,11292,1129202,DEN,82,870
14831,1483104,SJC,91,11292,1129202,DEN,82,871
11259,1125903,DAL,74,11292,1129202,DEN,82,872
11697,1169704,FLL,33,11292,1129202,DEN,82,873
10693,1069302,BNA,54,11292,1129202,DEN,82,874
11292,1129202,DEN,82,10693,1069302,BNA,54,875
11109,1110902,COS,82,14747,1474703,SEA,93,876
11603,1160302,EUG,92,11292,1129202,DEN,82,877
14747,1474703,SEA,93,11109,1110902,COS,82,878
10140,1014003,ABQ,86,11292,1129202,DEN,82,879
11292,1129202,DEN,82,14122,1412202,PIT,23,880
13871,1387102,OMA,65,11292,1129202,DEN,82,881
14122,1412202,PIT,23,11292,1129202,DEN,82,882
11423,1142304,DSM,61,11292,1129202,DEN,82,883
11292,1129202,DEN,82,13485,1348502,MSN,45,884
13485,1348502,MSN,45,11292,1129202,DEN,82,885
11292,1129202,DEN,82,13244,1324402,MEM,54,886
11292,1129202,DEN,82,12003,1200302,GTF,84,887
11292,1129202,DEN,82,15919,1591902,XNA,71,888
15919,1591902,XNA,71,11292,1129202,DEN,82,889
11109,1110902,COS,82,14747,1474703,SEA,93,890
14747,1474703,SEA,93,11109,1110902,COS,82,891
11433,1143302,DTW,43,11292,1129202,DEN,82,892
11292,1129202,DEN,82,13367,1336703,MLI,41,893
11292,1129202,DEN,82,10140,1014003,ABQ,86,894
12889,1288903,LAS,85,11292,1129202,DEN,82,895
12953,1295302,LGA,22,11292,1129202,DEN,82,896
14747,1474703,SEA,93,11292,1129202,DEN,82,897
14893,1489302,SMF,91,11292,1129202,DEN,82,898
13244,1324402,MEM,54,11292,1129202,DEN,82,899
10693,1069302,BNA,54,11292,1129202,DEN,82,900
11292,1129202,DEN,82,10693,1069302,BNA,54,901
11292,1129202,DEN,82,13486,1348602,MSO,84,902
11292,1129202,DEN,82,15412,1541203,TYS,54,903
13486,1348602,MSO,84,11292,1129202,DEN,82,904
15412,1541203,TYS,54,11292,1129202,DEN,82,905
11921,1192102,GJT,82,11638,1163805,FAT,91,906
11921,1192102,GJT,82,13244,1324402,MEM,54,907
13244,1324402,MEM,54,11292,1129202,DEN,82,908
13244,1324402,MEM,54,11292,1129202,DEN,82,909
13244,1324402,MEM,54,11921,1192102,GJT,82,910
12003,1200302,GTF,84,11292,1129202,DEN,82,911
12992,1299204,LIT,71,11292,1129202,DEN,82,912
10950,1095002,CEZ,82,14107,1410702,PHX,81,913
14107,1410702,PHX,81,10950,1095002,CEZ,82,914
11292,1129202,DEN,82,13487,1348702,MSP,63,915
11433,1143302,DTW,43,11292,1129202,DEN,82,916
15370,1537002,TUL,73,11292,1129202,DEN,82,917
10140,1014003,ABQ,86,11292,1129202,DEN,82,918
11292,1129202,DEN,82,13198,1319801,MCI,64,919
11292,1129202,DEN,82,14262,1426204,PSP,91,920
11540,1154003,ELP,74,11292,1129202,DEN,82,921
14262,1426204,PSP,91,11292,1129202,DEN,82,922
11066,1106603,CMH,44,11292,1129202,DEN,82,923
11292,1129202,DEN,82,10140,1014003,ABQ,86,924
11292,1129202,DEN,82,11042,1104203,CLE,44,925
11292,1129202,DEN,82,12339,1233904,IND,42,926
11292,1129202,DEN,82,12889,1288903,LAS,85,927
13264,1326403,MFR,92,11292,1129202,DEN,82,928
13495,1349503,MSY,72,11292,1129202,DEN,82,929
14122,1412202,PIT,23,11292,1129202,DEN,82,930
14831,1483104,SJC,91,11292,1129202,DEN,82,931
11292,1129202,DEN,82,11259,1125903,DAL,74,932
11292,1129202,DEN,82,14057,1405702,PDX,92,933
11292,1129202,DEN,82,14747,1474703,SEA,93,934
14057,1405702,PDX,92,11292,1129202,DEN,82,935
14747,1474703,SEA,93,11292,1129202,DEN,82,936
11292,1129202,DEN,82,13367,1336703,MLI,41,937
11292,1129202,DEN,82,11540,1154003,ELP,74,938
11292,1129202,DEN,82,11603,1160302,EUG,92,939
11292,1129202,DEN,82,15919,1591902,XNA,71,940
11603,1160302,EUG,92,11292,1129202,DEN,82,941
12278,1227803,ICT,62,11292,1129202,DEN,82,942
10140,1014003,ABQ,86,11292,1129202,DEN,82,943
11292,1129202,DEN,82,10821,1082104,BWI,35,944
11292,1129202,DEN,82,11066,1106603,CMH,44,945
11292,1129202,DEN,82,12266,1226603,IAH,74,946
11292,1129202,DEN,82,14122,1412202,PIT,23,947
11292,1129202,DEN,82,14831,1483104,SJC,91,948
11292,1129202,DEN,82,14831,1483104,SJC,91,949
11292,1129202,DEN,82,14869,1486903,SLC,87,950
11292,1129202,DEN,82,15016,1501603,STL,64,951
14869,1486903,SLC,87,11292,1129202,DEN,82,952
15304,1530402,TPA,33,11292,1129202,DEN,82,953
11292,1129202,DEN,82,12889,1288903,LAS,85,954
11292,1129202,DEN,82,15370,1537002,TUL,73,955
11109,1110902,COS,82,11292,1129202,DEN,82,956
11292,1129202,DEN,82,11109,1110902,COS,82,957
11423,1142304,DSM,61,11292,1129202,DEN,82,958
10620,1062002,BIL,84,11292,1129202,DEN,82,959
11292,1129202,DEN,82,10620,1062002,BIL,84,960
11292,1129202,DEN,82,13891,1389101,ONT,91,961
13891,1389101,ONT,91,11292,1129202,DEN,82,962
14512,1451202,RFD,41,11292,1129202,DEN,82,963
11292,1129202,DEN,82,12278,1227803,ICT,62,964
11292,1129202,DEN,82,14730,1473003,SDF,52,965
14457,1445702,RAP,67,11292,1129202,DEN,82,966
10529,1052904,BDL,11,11292,1129202,DEN,82,967
10849,1084903,BZN,84,11292,1129202,DEN,82,968
11292,1129202,DEN,82,10849,1084903,BZN,84,969
11292,1129202,DEN,82,13264,1326403,MFR,92,970
11292,1129202,DEN,82,13495,1349503,MSY,72,971
11292,1129202,DEN,82,14107,1410702,PHX,81,972
11292,1129202,DEN,82,14570,1457002,RNO,85,973
11292,1129202,DEN,82,14683,1468303,SAT,74,974
11292,1129202,DEN,82,14771,1477102,SFO,91,975
11775,1177502,FSD,67,11292,1129202,DEN,82,976
11884,1188402,GEG,93,11292,1129202,DEN,82,977
14570,1457002,RNO,85,11292,1129202,DEN,82,978
14771,1477102,SFO,91,11292,1129202,DEN,82,979
