ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,Origin,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,Dest,DEST_WAC,LineNUM
15304,1530402,TPA,33,11292,1129202,DEN,82,980
10140,1014003,ABQ,86,11292,1129202,DEN,82,981
11292,1129202,DEN,82,10140,1014003,ABQ,86,982
11292,1129202,DEN,82,11042,1104203,CLE,44,983
11292,1129202,DEN,82,14869,1486903,SLC,87,984
13198,1319801,MCI,64,11292,1129202,DEN,82,985
11109,1110902,COS,82,13930,1393004,ORD,41,986
10194,1019403,AFW,74,11292,1129202,DEN,82,987
11292,1129202,DEN,82,10194,1019403,AFW,74,988
13244,1324402,MEM,54,11292,1129202,DEN,82,989
10397,1039705,ATL,34,11292,1129202,DEN,82,990
11292,1129202,DEN,82,13367,1336703,MLI,41,991
11292,1129202,DEN,82,13495,1349503,MSY,72,992
10372,1037203,ASE,82,14869,1486903,SLC,87,993
11267,1126702,DAY,44,11292,1129202,DEN,82,994
11292,1129202,DEN,82,13198,1319801,MCI,64,995
11292,1129202,DEN,82,15919,1591902,XNA,71,996
11298,1129804,DFW,74,11292,1129202,DEN,82,997
11638,1163805,FAT,91,11292,1129202,DEN,82,998
14107,1410702,PHX,81,11292,1129202,DEN,82,999
14683,1468303,SAT,74,11292,1129202,DEN,82,1000
10423,1042302,AUS,74,11292,1129202,DEN,82,1001
11057,1105703,CLT,36,11292,1129202,DEN,82,1002
11292,1129202,DEN,82,11057,1105703,CLT,36,1003
11292,1129202,DEN,82,11775,1177502,FSD,67,1004
11292,1129202,DEN,82,11775,1177502,FSD,67,1005
11292,1129202,DEN,82,11884,1188402,GEG,93,1006
11292,1129202,DEN,82,13198,1319801,MCI,64,1007
11292,1129202,DEN,82,13851,1385103,OKC,73,1008
11292,1129202,DEN,82,14122,1412202,PIT,23,1009
11292,1129202,DEN,82,14679,1467903,SAN,91,1010
11292,1129202,DEN,82,14683,1468303,SAT,74,1011
11775,1177502,FSD,67,11292,1129202,DEN,82,1012
11292,1129202,DEN,82,11042,1104203,CLE,44,1013
11292,1129202,DEN,82,11423,1142304,DSM,61,1014
11423,1142304,DSM,61,11292,1129202,DEN,82,1015
13930,1393004,ORD,41,11109,1110902,COS,82,1016
13487,1348702,MSP,63,11292,1129202,DEN,82,1017
11292,1129202,DEN,82,12278,1227803,ICT,62,1018
10713,1071302,BOI,83,11292,1129202,DEN,82,1019
11292,1129202,DEN,82,10140,1014003,ABQ,86,1020
11292,1129202,DEN,82,15016,1501603,STL,64,1021
14869,1486903,SLC,87,10372,1037203,ASE,82,1022
10397,1039705,ATL,34,11292,1129202,DEN,82,1023
11292,1129202,DEN,82,11697,1169704,FLL,33,1024
11292,1129202,DEN,82,13487,1348702,MSP,63,1025
11292,1129202,DEN,82,13891,1389101,ONT,91,1026
11292,1129202,DEN,82,14057,1405702,PDX,92,1027
11292,1129202,DEN,82,14747,1474703,SEA,93,1028
11292,1129202,DEN,82,14831,1483104,SJC,91,1029
11292,1129202,DEN,82,15304,1530402,TPA,33,1030
11986,1198603,GRR,43,11292,1129202,DEN,82,1031
13198,1319801,MCI,64,11292,1129202,DEN,82,1032
13891,1389101,ONT,91,11292,1129202,DEN,82,1033
14100,1410002,PHL,23,11292,1129202,DEN,82,1034
14122,1412202,PIT,23,11292,1129202,DEN,82,1035
15016,1501603,STL,64,11292,1129202,DEN,82,1036
15304,1530402,TPA,33,11292,1129202,DEN,82,1037
11292,1129202,DEN,82,10529,1052904,BDL,11,1038
11292,1129202,DEN,82,14570,1457002,RNO,85,1039
11292,1129202,DEN,82,14730,1473003,SDF,52,1040
11292,1129202,DEN,82,14869,1486903,SLC,87,1041
11292,1129202,DEN,82,13198,1319801,MCI,64,1042
10140,1014003,ABQ,86,11413,1141304,DRO,82,1043
11711,1171102,FMN,86,11413,1141304,DRO,82,1044
11292,1129202,DEN,82,11193,1119302,CVG,52,1045
12094,1209402,HDN,82,11292,1129202,DEN,82,1046
14783,1478302,SGF,64,11292,1129202,DEN,82,1047
10372,1037203,ASE,82,14771,1477102,SFO,91,1048
10423,1042302,AUS,74,11292,1129202,DEN,82,1049
11447,1144703,DVL,66,11292,1129202,DEN,82,1050
12992,1299204,LIT,71,11292,1129202,DEN,82,1051
13029,1302902,LNK,65,11292,1129202,DEN,82,1052
11292,1129202,DEN,82,10529,1052904,BDL,11,1053
11292,1129202,DEN,82,13871,1387102,OMA,65,1054
11292,1129202,DEN,82,14524,1452401,RIC,38,1055
11292,1129202,DEN,82,14689,1468902,SBA,91,1056
11292,1129202,DEN,82,14771,1477102,SFO,91,1057
11697,1169704,FLL,33,11292,1129202,DEN,82,1058
13487,1348702,MSP,63,11292,1129202,DEN,82,1059
13495,1349503,MSY,72,11292,1129202,DEN,82,1060
13871,1387102,OMA,65,11292,1129202,DEN,82,1061
14057,1405702,PDX,92,11292,1129202,DEN,82,1062
14524,1452401,RIC,38,11292,1129202,DEN,82,1063
14683,1468303,SAT,74,11292,1129202,DEN,82,1064
14689,1468902,SBA,91,11292,1129202,DEN,82,1065
11042,1104203,CLE,44,11292,1129202,DEN,82,1066
11292,1129202,DEN,82,11066,1106603,CMH,44,1067
11292,1129202,DEN,82,12953,1295302,LGA,22,1068
11292,1129202,DEN,82,11066,1106603,CMH,44,1069
10627,1062702,BIS,66,11292,1129202,DEN,82,1070
11292,1129202,DEN,82,10627,1062702,BIS,66,1071
10140,1014003,ABQ,86,11413,1141304,DRO,82,1072
11109,1110902,COS,82,13244,1324402,MEM,54,1073
11711,1171102,FMN,86,11413,1141304,DRO,82,1074
12094,1209402,HDN,82,11122,1112203,CPR,88,1075
13244,1324402,MEM,54,11109,1110902,COS,82,1076
11292,1129202,DEN,82,14570,1457002,RNO,85,1077
11292,1129202,DEN,82,12094,1209402,HDN,82,1078
11292,1129202,DEN,82,13871,1387102,OMA,65,1079
11292,1129202,DEN,82,14457,1445702,RAP,67,1080
10140,1014003,ABQ,86,11292,1129202,DEN,82,1081
10397,1039705,ATL,34,11292,1129202,DEN,82,1082
10800,1080003,BUR,91,11292,1129202,DEN,82,1083
11193,1119302,CVG,52,11292,1129202,DEN,82,1084
11292,1129202,DEN,82,10140,1014003,ABQ,86,1085
11292,1129202,DEN,82,11298,1129804,DFW,74,1086
11292,1129202,DEN,82,11638,1163805,FAT,91,1087
11292,1129202,DEN,82,14107,1410702,PHX,81,1088
11775,1177502,FSD,67,11292,1129202,DEN,82,1089
13198,1319801,MCI,64,11292,1129202,DEN,82,1090
13264,1326403,MFR,92,11292,1129202,DEN,82,1091
14698,1469802,SBP,91,11292,1129202,DEN,82,1092
14771,1477102,SFO,91,10372,1037203,ASE,82,1093
10713,1071302,BOI,83,11292,1129202,DEN,82,1094
11292,1129202,DEN,82,10713,1071302,BOI,83,1095
11292,1129202,DEN,82,12441,1244102,JAC,88,1096
13851,1385103,OKC,73,11292,1129202,DEN,82,1097
13851,1385103,OKC,73,11292,1129202,DEN,82,1098
14100,1410002,PHL,23,11292,1129202,DEN,82,1099
14107,1410702,PHX,81,11292,1129202,DEN,82,1100
14771,1477102,SFO,91,11292,1129202,DEN,82,1101
10994,1099402,CHS,37,11292,1129202,DEN,82,1102
11292,1129202,DEN,82,10713,1071302,BOI,83,1103
11292,1129202,DEN,82,10994,1099402,CHS,37,1104
11433,1143302,DTW,43,11292,1129202,DEN,82,1105
14730,1473003,SDF,52,11292,1129202,DEN,82,1106
15376,1537602,TUS,81,11292,1129202,DEN,82,1107
11066,1106603,CMH,44,11292,1129202,DEN,82,1108
13158,1315803,MAF,74,11292,1129202,DEN,82,1109
11292,1129202,DEN,82,15412,1541203,TYS,54,1110
15412,1541203,TYS,54,11292,1129202,DEN,82,1111
12266,1226603,IAH,74,13502,1350202,MTJ,82,1112
13502,1350202,MTJ,82,12266,1226603,IAH,74,1113
11193,1119302,CVG,52,11292,1129202,DEN,82,1114
11292,1129202,DEN,82,11193,1119302,CVG,52,1115
11292,1129202,DEN,82,14783,1478302,SGF,64,1116
12278,1227803,ICT,62,11292,1129202,DEN,82,1117
10800,1080003,BUR,91,11292,1129202,DEN,82,1118
11292,1129202,DEN,82,14698,1469802,SBP,91,1119
12266,1226603,IAH,74,10372,1037203,ASE,82,1120
15370,1537002,TUL,73,11292,1129202,DEN,82,1121
10713,1071302,BOI,83,11292,1129202,DEN,82,1122
11292,1129202,DEN,82,10423,1042302,AUS,74,1123
11292,1129202,DEN,82,10423,1042302,AUS,74,1124
11292,1129202,DEN,82,11298,1129804,DFW,74,1125
11292,1129202,DEN,82,11697,1169704,FLL,33,1126
11292,1129202,DEN,82,12278,1227803,ICT,62,1127
11292,1129202,DEN,82,12758,1275803,KOA,2,1128
11292,1129202,DEN,82,13830,1383002,OGG,2,1129
11292,1129202,DEN,82,15304,1530402,TPA,33,1130
11697,1169704,FLL,33,11292,1129202,DEN,82,1131
12278,1227803,ICT,62,11292,1129202,DEN,82,1132
12441,1244102,JAC,88,11292,1129202,DEN,82,1133
12758,1275803,KOA,2,11292,1129202,DEN,82,1134
13830,1383002,OGG,2,11292,1129202,DEN,82,1135
15370,1537002,TUL,73,11292,1129202,DEN,82,1136
10713,1071302,BOI,83,11292,1129202,DEN,82,1137
11292,1129202,DEN,82,12451,1245102,JAX,33,1138
12451,1245102,JAX,33,11292,1129202,DEN,82,1139
13891,1389101,ONT,91,11292,1129202,DEN,82,1140
14831,1483104,SJC,91,11292,1129202,DEN,82,1141
10423,1042302,AUS,74,11292,1129202,DEN,82,1142
11292,1129202,DEN,82,13158,1315803,MAF,74,1143
14730,1473003,SDF,52,11292,1129202,DEN,82,1144
15370,1537002,TUL,73,11292,1129202,DEN,82,1145
11292,1129202,DEN,82,11775,1177502,FSD,67,1146
11775,1177502,FSD,67,11292,1129202,DEN,82,1147
11122,1112203,CPR,88,12094,1209402,HDN,82,1148
11109,1110902,COS,82,12266,1226603,IAH,74,1149
11292,1129202,DEN,82,10950,1095002,CEZ,82,1150
11193,1119302,CVG,52,11292,1129202,DEN,82,1151
11292,1129202,DEN,82,13264,1326403,MFR,92,1152
14262,1426204,PSP,91,11292,1129202,DEN,82,1153
10721,1072102,BOS,13,11292,1129202,DEN,82,1154
11057,1105703,CLT,36,11292,1129202,DEN,82,1155
11292,1129202,DEN,82,10397,1039705,ATL,34,1156
11292,1129202,DEN,82,10713,1071302,BOI,83,1157
11292,1129202,DEN,82,11057,1105703,CLT,36,1158
11292,1129202,DEN,82,14771,1477102,SFO,91,1159
11298,1129804,DFW,74,11292,1129202,DEN,82,1160
13487,1348702,MSP,63,11292,1129202,DEN,82,1161
14893,1489302,SMF,91,11292,1129202,DEN,82,1162
11259,1125903,DAL,74,11292,1129202,DEN,82,1163
14893,1489302,SMF,91,11292,1129202,DEN,82,1164
11292,1129202,DEN,82,13851,1385103,OKC,73,1165
11292,1129202,DEN,82,14869,1486903,SLC,87,1166
11292,1129202,DEN,82,15016,1501603,STL,64,1167
12889,1288903,LAS,85,11109,1110902,COS,82,1168
14869,1486903,SLC,87,11292,1129202,DEN,82,1169
15016,1501603,STL,64,11292,1129202,DEN,82,1170
11413,1141304,DRO,82,10140,1014003,ABQ,86,1171
13244,1324402,MEM,54,11292,1129202,DEN,82,1172
13851,1385103,OKC,73,11292,1129202,DEN,82,1173
10372,1037203,ASE,82,12266,1226603,IAH,74,1174
10693,1069302,BNA,54,11292,1129202,DEN,82,1175
11292,1129202,DEN,82,10599,1059904,BHM,51,1176
11292,1129202,DEN,82,11775,1177502,FSD,67,1177
11292,1129202,DEN,82,14262,1426204,PSP,91,1178
11292,1129202,DEN,82,14814,1481402,SHV,72,1179
11423,1142304,DSM,61,11292,1129202,DEN,82,1180
12389,1238902,ISN,66,11292,1129202,DEN,82,1181
13871,1387102,OMA,65,11292,1129202,DEN,82,1182
14814,1481402,SHV,72,11292,1129202,DEN,82,1183
11292,1129202,DEN,82,15370,1537002,TUL,73,1184
14107,1410702,PHX,81,11292,1129202,DEN,82,1185
14831,1483104,SJC,91,11292,1129202,DEN,82,1186
10423,1042302,AUS,74,11292,1129202,DEN,82,1187
11292,1129202,DEN,82,14100,1410002,PHL,23,1188
11292,1129202,DEN,82,14122,1412202,PIT,23,1189
11697,1169704,FLL,33,11292,1129202,DEN,82,1190
11884,1188402,GEG,93,11292,1129202,DEN,82,1191
11109,1110902,COS,82,12889,1288903,LAS,85,1192
11292,1129202,DEN,82,12339,1233904,IND,42,1193
11292,1129202,DEN,82,12889,1288903,LAS,85,1194
12339,1233904,IND,42,11292,1129202,DEN,82,1195
12889,1288903,LAS,85,11292,1129202,DEN,82,1196
11413,1141304,DRO,82,10140,1014003,ABQ,86,1197
11292,1129202,DEN,82,13487,1348702,MSP,63,1198
13487,1348702,MSP,63,11292,1129202,DEN,82,1199
11292,1129202,DEN,82,13198,1319801,MCI,64,1200
11292,1129202,DEN,82,13502,1350202,MTJ,82,1201
13502,1350202,MTJ,82,11292,1129202,DEN,82,1202
10140,1014003,ABQ,86,10272,1027203,ALS,82,1203
10272,1027203,ALS,82,10140,1014003,ABQ,86,1204
10950,1095002,CEZ,82,11292,1129202,DEN,82,1205
11292,1129202,DEN,82,13198,1319801,MCI,64,1206
11292,1129202,DEN,82,13486,1348602,MSO,84,1207
13871,1387102,OMA,65,11292,1129202,DEN,82,1208
10693,1069302,BNA,54,11292,1129202,DEN,82,1209
11292,1129202,DEN,82,10693,1069302,BNA,54,1210
11292,1129202,DEN,82,12389,1238902,ISN,66,1211
11292,1129202,DEN,82,13029,1302902,LNK,65,1212
11292,1129202,DEN,82,13871,1387102,OMA,65,1213
12892,1289205,LAX,91,11109,1110902,COS,82,1214
11292,1129202,DEN,82,10821,1082104,BWI,35,1215
11292,1129202,DEN,82,14107,1410702,PHX,81,1216
11292,1129202,DEN,82,14683,1468303,SAT,74,1217
11292,1129202,DEN,82,14893,1489302,SMF,91,1218
14107,1410702,PHX,81,11292,1129202,DEN,82,1219
14683,1468303,SAT,74,11292,1129202,DEN,82,1220
10257,1025702,ALB,22,11292,1129202,DEN,82,1221
10529,1052904,BDL,11,11292,1129202,DEN,82,1222
10721,1072102,BOS,13,11292,1129202,DEN,82,1223
11292,1129202,DEN,82,11433,1143302,DTW,43,1224
14570,1457002,RNO,85,11292,1129202,DEN,82,1225
11109,1110902,COS,82,11292,1129202,DEN,82,1226
11292,1129202,DEN,82,10423,1042302,AUS,74,1227
11292,1129202,DEN,82,13244,1324402,MEM,54,1228
11292,1129202,DEN,82,14100,1410002,PHL,23,1229
11292,1129202,DEN,82,14107,1410702,PHX,81,1230
11503,1150303,EGE,82,11298,1129804,DFW,74,1231
12892,1289205,LAX,91,11292,1129202,DEN,82,1232
13303,1330303,MIA,33,11292,1129202,DEN,82,1233
14107,1410702,PHX,81,11292,1129202,DEN,82,1234
11292,1129202,DEN,82,11433,1143302,DTW,43,1235
11292,1129202,DEN,82,13851,1385103,OKC,73,1236
13486,1348602,MSO,84,11292,1129202,DEN,82,1237
10599,1059904,BHM,51,11292,1129202,DEN,82,1238
11109,1110902,COS,82,13930,1393004,ORD,41,1239
11292,1129202,DEN,82,13029,1302902,LNK,65,1240
13029,1302902,LNK,65,11292,1129202,DEN,82,1241
10423,1042302,AUS,74,11292,1129202,DEN,82,1242
11278,1127803,DCA,38,11292,1129202,DEN,82,1243
11292,1129202,DEN,82,11278,1127803,DCA,38,1244
11292,1129202,DEN,82,14122,1412202,PIT,23,1245
11292,1129202,DEN,82,14492,1449202,RDU,36,1246
11292,1129202,DEN,82,14683,1468303,SAT,74,1247
14057,1405702,PDX,92,11292,1129202,DEN,82,1248
14492,1449202,RDU,36,11292,1129202,DEN,82,1249
14683,1468303,SAT,74,11292,1129202,DEN,82,1250
11292,1129202,DEN,82,11433,1143302,DTW,43,1251
11292,1129202,DEN,82,11697,1169704,FLL,33,1252
11697,1169704,FLL,33,11292,1129202,DEN,82,1253
12266,1226603,IAH,74,11292,1129202,DEN,82,1254
13502,1350202,MTJ,82,11298,1129804,DFW,74,1255
11292,1129202,DEN,82,11637,1163703,FAR,66,1256
11109,1110902,COS,82,13930,1393004,ORD,41,1257
11292,1129202,DEN,82,12892,1289205,LAX,91,1258
11292,1129202,DEN,82,13303,1330303,MIA,33,1259
11298,1129804,DFW,74,11503,1150303,EGE,82,1260
10372,1037203,ASE,82,11298,1129804,DFW,74,1261
11292,1129202,DEN,82,12278,1227803,ICT,62,1262
11298,1129804,DFW,74,10372,1037203,ASE,82,1263
11292,1129202,DEN,82,10397,1039705,ATL,34,1264
11292,1129202,DEN,82,11884,1188402,GEG,93,1265
11292,1129202,DEN,82,12892,1289205,LAX,91,1266
11292,1129202,DEN,82,14107,1410702,PHX,81,1267
11292,1129202,DEN,82,14771,1477102,SFO,91,1268
12892,1289205,LAX,91,11292,1129202,DEN,82,1269
11292,1129202,DEN,82,11986,1198603,GRR,43,1270
11292,1129202,DEN,82,12339,1233904,IND,42,1271
11618,1161802,EWR,21,11292,1129202,DEN,82,1272
11986,1198603,GRR,43,11292,1129202,DEN,82,1273
10599,1059904,BHM,51,11292,1129202,DEN,82,1274
10397,1039705,ATL,34,11292,1129202,DEN,82,1275
11292,1129202,DEN,82,11066,1106603,CMH,44,1276
11292,1129202,DEN,82,14057,1405702,PDX,92,1277
11292,1129202,DEN,82,14679,1467903,SAN,91,1278
12264,1226402,IAD,38,11292,1129202,DEN,82,1279
14679,1467903,SAN,91,11292,1129202,DEN,82,1280
11292,1129202,DEN,82,12266,1226603,IAH,74,1281
11292,1129202,DEN,82,12892,1289205,LAX,91,1282
11292,1129202,DEN,82,14679,1467903,SAN,91,1283
11298,1129804,DFW,74,11292,1129202,DEN,82,1284
11433,1143302,DTW,43,11292,1129202,DEN,82,1285
12892,1289205,LAX,91,11292,1129202,DEN,82,1286
13487,1348702,MSP,63,11292,1129202,DEN,82,1287
14679,1467903,SAN,91,11292,1129202,DEN,82,1288
11298,1129804,DFW,74,13502,1350202,MTJ,82,1289
13502,1350202,MTJ,82,14107,1410702,PHX,81,1290
14107,1410702,PHX,81,13502,1350202,MTJ,82,1291
11292,1129202,DEN,82,14747,1474703,SEA,93,1292
14747,1474703,SEA,93,11292,1129202,DEN,82,1293
11097,1109702,COD,88,11292,1129202,DEN,82,1294
11292,1129202,DEN,82,11097,1109702,COD,88,1295
11292,1129202,DEN,82,14107,1410702,PHX,81,1296
14107,1410702,PHX,81,11292,1129202,DEN,82,1297
10397,1039705,ATL,34,11109,1110902,COS,82,1298
11109,1110902,COS,82,10397,1039705,ATL,34,1299
11433,1143302,DTW,43,11292,1129202,DEN,82,1300
11292,1129202,DEN,82,11503,1150303,EGE,82,1301
11503,1150303,EGE,82,11292,1129202,DEN,82,1302
10849,1084903,BZN,84,11292,1129202,DEN,82,1303
11109,1110902,COS,82,12266,1226603,IAH,74,1304
11292,1129202,DEN,82,10713,1071302,BOI,83,1305
11292,1129202,DEN,82,10713,1071302,BOI,83,1306
11292,1129202,DEN,82,11638,1163805,FAT,91,1307
11292,1129202,DEN,82,12156,1215603,HLN,84,1308
12156,1215603,HLN,84,11292,1129202,DEN,82,1309
12266,1226603,IAH,74,11109,1110902,COS,82,1310
12519,1251902,JMS,66,11292,1129202,DEN,82,1311
11292,1129202,DEN,82,12173,1217302,HNL,2,1312
11884,1188402,GEG,93,11292,1129202,DEN,82,1313
12173,1217302,HNL,2,11292,1129202,DEN,82,1314
12266,1226603,IAH,74,11292,1129202,DEN,82,1315
12278,1227803,ICT,62,11292,1129202,DEN,82,1316
12339,1233904,IND,42,11292,1129202,DEN,82,1317
14747,1474703,SEA,93,11292,1129202,DEN,82,1318
11292,1129202,DEN,82,10257,1025702,ALB,22,1319
11292,1129202,DEN,82,14893,1489302,SMF,91,1320
14100,1410002,PHL,23,11292,1129202,DEN,82,1321
15304,1530402,TPA,33,11292,1129202,DEN,82,1322
11292,1129202,DEN,82,10693,1069302,BNA,54,1323
10423,1042302,AUS,74,11292,1129202,DEN,82,1324
11042,1104203,CLE,44,11292,1129202,DEN,82,1325
11057,1105703,CLT,36,11292,1129202,DEN,82,1326
11066,1106603,CMH,44,11292,1129202,DEN,82,1327
11109,1110902,COS,82,13204,1320402,MCO,33,1328
11109,1110902,COS,82,14107,1410702,PHX,81,1329
11292,1129202,DEN,82,10397,1039705,ATL,34,1330
11292,1129202,DEN,82,10397,1039705,ATL,34,1331
11292,1129202,DEN,82,10423,1042302,AUS,74,1332
11292,1129202,DEN,82,11042,1104203,CLE,44,1333
11292,1129202,DEN,82,11057,1105703,CLT,36,1334
11292,1129202,DEN,82,11298,1129804,DFW,74,1335
11292,1129202,DEN,82,12264,1226402,IAD,38,1336
11292,1129202,DEN,82,12889,1288903,LAS,85,1337
11292,1129202,DEN,82,12953,1295302,LGA,22,1338
11292,1129202,DEN,82,13244,1324402,MEM,54,1339
11292,1129202,DEN,82,13303,1330303,MIA,33,1340
11292,1129202,DEN,82,13495,1349503,MSY,72,1341
11292,1129202,DEN,82,13871,1387102,OMA,65,1342
11292,1129202,DEN,82,14057,1405702,PDX,92,1343
11292,1129202,DEN,82,14100,1410002,PHL,23,1344
11292,1129202,DEN,82,14100,1410002,PHL,23,1345
11292,1129202,DEN,82,14122,1412202,PIT,23,1346
11292,1129202,DEN,82,14679,1467903,SAN,91,1347
11292,1129202,DEN,82,14747,1474703,SEA,93,1348
11292,1129202,DEN,82,14869,1486903,SLC,87,1349
11292,1129202,DEN,82,15016,1501603,STL,64,1350
11292,1129202,DEN,82,15304,1530402,TPA,33,1351
11298,1129804,DFW,74,11292,1129202,DEN,82,1352
12889,1288903,LAS,85,11292,1129202,DEN,82,1353
12953,1295302,LGA,22,11292,1129202,DEN,82,1354
13204,1320402,MCO,33,11109,1110902,COS,82,1355
13244,1324402,MEM,54,11292,1129202,DEN,82,1356
13303,1330303,MIA,33,11292,1129202,DEN,82,1357
13495,1349503,MSY,72,11292,1129202,DEN,82,1358
13871,1387102,OMA,65,11292,1129202,DEN,82,1359
14057,1405702,PDX,92,11292,1129202,DEN,82,1360
14100,1410002,PHL,23,11292,1129202,DEN,82,1361
14100,1410002,PHL,23,11292,1129202,DEN,82,1362
14107,1410702,PHX,81,11109,1110902,COS,82,1363
14122,1412202,PIT,23,11292,1129202,DEN,82,1364
14679,1467903,SAN,91,11292,1129202,DEN,82,1365
14747,1474703,SEA,93,11292,1129202,DEN,82,1366
14869,1486903,SLC,87,11292,1129202,DEN,82,1367
15016,1501603,STL,64,11292,1129202,DEN,82,1368
15304,1530402,TPA,33,11292,1129202,DEN,82,1369
11292,1129202,DEN,82,11298,1129804,DFW,74,1370
11292,1129202,DEN,82,12892,1289205,LAX,91,1371
11292,1129202,DEN,82,13487,1348702,MSP,63,1372
12892,1289205,LAX,91,11292,1129202,DEN,82,1373
11292,1129202,DEN,82,14747,1474703,SEA,93,1374
14747,1474703,SEA,93,11292,1129202,DEN,82,1375
11292,1129202,DEN,82,12217,1221702,HSV,51,1376
12217,1221702,HSV,51,11292,1129202,DEN,82,1377
14100,1410002,PHL,23,11292,1129202,DEN,82,1378
10620,1062002,BIL,84,11292,1129202,DEN,82,1379
11292,1129202,DEN,82,10620,1062002,BIL,84,1380
11292,1129202,DEN,82,10849,1084903,BZN,84,1381
11292,1129202,DEN,82,14689,1468902,SBA,91,1382
12278,1227803,ICT,62,11292,1129202,DEN,82,1383
13930,1393004,ORD,41,11109,1110902,COS,82,1384
14689,1468902,SBA,91,11292,1129202,DEN,82,1385
11292,1129202,DEN,82,12278,1227803,ICT,62,1386
11292,1129202,DEN,82,12953,1295302,LGA,22,1387
11292,1129202,DEN,82,13204,1320402,MCO,33,1388
11292,1129202,DEN,82,14107,1410702,PHX,81,1389
14107,1410702,PHX,81,11292,1129202,DEN,82,1390
14893,1489302,SMF,91,11292,1129202,DEN,82,1391
11292,1129202,DEN,82,11433,1143302,DTW,43,1392
10397,1039705,ATL,34,11292,1129202,DEN,82,1393
11292,1129202,DEN,82,14679,1467903,SAN,91,1394
11292,1129202,DEN,82,14869,1486903,SLC,87,1395
14679,1467903,SAN,91,11292,1129202,DEN,82,1396
14869,1486903,SLC,87,11292,1129202,DEN,82,1397
11292,1129202,DEN,82,14730,1473003,SDF,52,1398
14730,1473003,SDF,52,11292,1129202,DEN,82,1399
11292,1129202,DEN,82,14730,1473003,SDF,52,1400
11292,1129202,DEN,82,12478,1247803,JFK,22,1401
12478,1247803,JFK,22,11292,1129202,DEN,82,1402
11292,1129202,DEN,82,14869,1486903,SLC,87,1403
14869,1486903,SLC,87,11292,1129202,DEN,82,1404
10423,1042302,AUS,74,11292,1129202,DEN,82,1405
11292,1129202,DEN,82,11193,1119302,CVG,52,1406
10721,1072102,BOS,13,11292,1129202,DEN,82,1407
11042,1104203,CLE,44,11292,1129202,DEN,82,1408
11292,1129202,DEN,82,14908,1490803,SNA,91,1409
11292,1129202,DEN,82,10423,1042302,AUS,74,1410
11292,1129202,DEN,82,10721,1072102,BOS,13,1411
11292,1129202,DEN,82,11259,1125903,DAL,74,1412
13891,1389101,ONT,91,11292,1129202,DEN,82,1413
14100,1410002,PHL,23,11292,1129202,DEN,82,1414
14570,1457002,RNO,85,11292,1129202,DEN,82,1415
11292,1129202,DEN,82,10599,1059904,BHM,51,1416
11292,1129202,DEN,82,13342,1334205,MKE,45,1417
13342,1334205,MKE,45,11292,1129202,DEN,82,1418
14730,1473003,SDF,52,11292,1129202,DEN,82,1419
11292,1129202,DEN,82,11775,1177502,FSD,67,1420
12892,1289205,LAX,91,11109,1110902,COS,82,1421
10397,1039705,ATL,34,11292,1129202,DEN,82,1422
13871,1387102,OMA,65,11292,1129202,DEN,82,1423
11292,1129202,DEN,82,10397,1039705,ATL,34,1424
13342,1334205,MKE,45,11292,1129202,DEN,82,1425
15376,1537602,TUS,81,11292,1129202,DEN,82,1426
12339,1233904,IND,42,11292,1129202,DEN,82,1427
11292,1129202,DEN,82,13198,1319801,MCI,64,1428
13198,1319801,MCI,64,11292,1129202,DEN,82,1429
13244,1324402,MEM,54,11292,1129202,DEN,82,1430
11292,1129202,DEN,82,12992,1299204,LIT,71,1431
11637,1163703,FAR,66,11292,1129202,DEN,82,1432
11292,1129202,DEN,82,11298,1129804,DFW,74,1433
15376,1537602,TUS,81,11292,1129202,DEN,82,1434
11292,1129202,DEN,82,13342,1334205,MKE,45,1435
11292,1129202,DEN,82,13930,1393004,ORD,41,1436
11298,1129804,DFW,74,11292,1129202,DEN,82,1437
11292,1129202,DEN,82,11697,1169704,FLL,33,1438
11433,1143302,DTW,43,11292,1129202,DEN,82,1439
11292,1129202,DEN,82,13029,1302902,LNK,65,1440
11292,1129202,DEN,82,11433,1143302,DTW,43,1441
11292,1129202,DEN,82,14457,1445702,RAP,67,1442
11986,1198603,GRR,43,11292,1129202,DEN,82,1443
11292,1129202,DEN,82,11298,1129804,DFW,74,1444
11292,1129202,DEN,82,11298,1129804,DFW,74,1445
12953,1295302,LGA,22,11292,1129202,DEN,82,1446
13342,1334205,MKE,45,11292,1129202,DEN,82,1447
14679,1467903,SAN,91,11292,1129202,DEN,82,1448
14908,1490803,SNA,91,11292,1129202,DEN,82,1449
11292,1129202,DEN,82,10693,1069302,BNA,54,1450
11292,1129202,DEN,82,14100,1410002,PHL,23,1451
11433,1143302,DTW,43,11292,1129202,DEN,82,1452
11884,1188402,GEG,93,11292,1129202,DEN,82,1453
12264,1226402,IAD,38,11292,1129202,DEN,82,1454
14057,1405702,PDX,92,11292,1129202,DEN,82,1455
11292,1129202,DEN,82,11433,1143302,DTW,43,1456
11292,1129202,DEN,82,12339,1233904,IND,42,1457
12339,1233904,IND,42,11292,1129202,DEN,82,1458
10140,1014003,ABQ,86,11292,1129202,DEN,82,1459
